PlayerId;TeamId;FranchiseId;GP;G;A;+/-;PIM;PP G;PP A;SH G;SH A;Fights;Fights_Won;HIT;GvA;TkA;SB;GR;Game Rating Off;Game Rating Def;SOG;TOI;PPTOI;SHTOI;PDO;GF/60;GA/60;SF/60;SA/60;CF;CA;CF%;CF% rel;FF;FA;FF%;FF% rel;GWG;FO;FOW
129;34;2;37;5;7;-9;14;1;3;0;0;0;0;30;10;1;36;69;58;79;100;31655;5999;2870;97.3;2.6;3.5;33.3;33.5;511;541;48.6;-2.1;386;406;48.7;-2.0;0;0;0
137;26;26;13;0;2;-4;6;0;1;0;0;0;0;7;3;1;6;58;54;59;2;6506;40;288;95.2;1.1;3.3;32.6;40.4;102;111;47.9;-0.8;76;78;49.4;1.3;0;61;30
143;41;7;63;19;20;1;44;6;6;0;1;2;0;57;14;18;60;66;61;69;143;50344;7561;4274;101.3;2.6;2.5;28.2;30.9;782;799;49.5;-0.5;555;589;48.5;-1.0;5;96;45
153;3;3;50;4;9;-13;8;0;0;0;0;0;0;41;48;13;10;60;58;58;82;31070;804;174;97.4;2.3;3.7;29.9;35.8;439;510;46.3;-3.2;304;366;45.4;-4.7;0;4;2
162;40;20;65;6;10;-17;24;2;3;0;0;0;0;40;3;3;15;56;53;56;70;31581;3982;2642;97.0;2.1;3.9;25.5;35.1;434;592;42.3;-0.2;321;432;42.6;0.1;1;127;76
192;44;44;40;8;14;10;26;1;0;0;1;2;0;36;2;11;13;61;59;60;63;26054;993;3183;101.5;4.1;3.0;36.2;30.4;465;382;54.9;4.3;342;300;53.3;2.5;2;29;10
207;59;1;54;9;16;10;34;0;0;1;1;0;0;53;17;8;11;65;59;68;85;35410;997;9741;99.6;3.9;3.0;35.8;27.3;627;488;56.2;2.2;469;359;56.6;1.8;1;588;342
215;26;26;53;4;16;-19;14;0;0;0;0;0;0;59;7;15;80;60;57;63;88;58002;416;3318;97.6;2.5;3.7;31.0;35.1;797;856;48.2;-1.0;581;651;47.2;-0.6;1;0;0
217;25;25;59;12;14;-16;14;3;2;0;0;0;0;64;52;37;14;67;65;65;110;46138;3828;180;97.3;2.5;3.7;32.1;35.1;679;694;49.5;3.3;465;526;46.9;1.2;0;47;28
221;43;17;65;11;21;4;26;1;0;0;1;0;0;21;10;4;9;61;57;62;72;47339;1190;3887;100.3;3.3;3.0;28.9;27.0;698;719;49.3;0.8;508;526;49.1;1.2;2;653;333
231;152;152;15;3;1;-15;14;0;0;0;0;0;0;21;18;7;5;60;60;56;16;12521;23;97;95.2;2.0;6.0;23.3;44.8;139;222;38.5;-7.4;97;183;34.6;-10.7;0;18;8
234;50;26;53;6;36;0;34;2;14;1;0;0;0;46;18;10;82;67;58;76;109;45226;7864;3984;98.7;2.6;2.8;34.1;31.0;785;710;52.5;-3.2;597;533;52.8;-2.4;1;2;1
262;56;56;66;8;15;22;34;1;1;0;1;0;0;90;9;25;126;64;50;79;80;64552;812;12303;102.2;3.8;2.8;32.0;29.1;1046;937;52.7;7.9;785;714;52.4;7.4;1;0;0
300;18;18;62;7;15;-3;20;1;0;0;1;0;0;138;22;40;66;64;61;66;128;70054;2185;4075;99.1;3.2;3.4;35.6;34.6;1127;1038;52.1;0.3;818;790;50.9;-0.1;0;0;0
305;14;14;61;8;33;13;24;2;2;1;1;0;0;82;13;52;84;63;58;65;136;75520;2130;2490;101.7;4.0;3.5;36.0;37.1;1235;1166;51.4;0.1;888;893;49.9;-0.9;1;0;0
315;27;27;58;1;20;2;30;0;1;0;1;1;1;100;19;33;56;62;58;63;100;55089;933;4030;100.2;3.6;3.6;36.9;37.4;920;862;51.6;0.2;673;667;50.2;-1.6;1;0;0
318;28;28;61;9;17;0;21;0;0;0;0;1;0;37;25;29;17;60;56;63;45;36705;480;2712;100.4;3.3;3.2;30.5;30.6;499;504;49.8;-2.7;362;365;49.8;-2.9;1;397;204
332;44;30;61;17;29;-3;22;7;14;0;0;0;0;85;9;8;16;66;62;68;129;44575;14260;1837;100.2;2.7;2.7;30.4;30.3;707;698;50.3;-1.0;505;512;49.7;-1.2;2;833;467
340;17;17;66;8;17;-25;28;0;1;0;0;0;0;88;20;28;133;61;57;64;155;79065;500;7456;99.0;2.7;3.9;30.3;39.1;1054;1313;44.5;0.7;759;984;43.5;0.9;1;0;0
343;59;1;45;2;18;2;28;0;0;0;1;0;0;60;5;24;64;69;50;88;49;46497;343;8613;97.0;3.3;3.2;33.0;24.6;778;586;57.0;3.7;576;436;56.9;2.8;0;0;0
344;40;10;15;3;4;-7;12;0;0;0;1;0;0;24;5;1;13;52;52;52;20;13398;128;1518;93.9;3.2;5.4;28.2;30.6;196;211;48.2;-7.4;150;160;48.4;-6.0;2;0;0
350;54;10;56;6;23;20;32;0;3;0;1;0;0;56;4;11;46;67;55;79;107;52392;4834;5540;101.9;3.8;2.4;35.1;27.1;909;740;55.1;0.3;696;556;55.6;1.6;1;0;0
353;155;154;68;18;20;3;26;8;10;0;0;0;0;61;13;12;30;67;59;74;177;35564;15974;482;100.5;2.9;2.4;33.7;29.5;635;534;54.3;-5.9;455;393;53.7;-6.9;4;39;12
357;44;44;48;7;10;-1;18;0;0;2;1;0;0;29;3;14;15;62;56;63;45;26744;208;8628;96.6;3.2;3.8;33.2;28.7;441;409;51.9;1.3;342;301;53.2;3.3;2;598;318
361;27;27;67;31;21;2;12;1;2;0;0;0;0;119;75;22;26;68;71;58;191;57889;1920;107;100.4;4.0;3.8;36.1;35.6;966;894;51.9;2.0;684;674;50.4;0.2;5;18;8
364;53;8;36;2;5;-9;10;0;0;0;0;0;0;73;10;6;1;56;53;55;33;18826;249;1927;98.2;2.3;4.0;25.8;37.7;242;351;40.8;-4.2;185;273;40.4;-3.9;0;67;25
377;14;14;24;2;7;3;6;0;0;0;0;0;0;27;7;8;29;59;54;64;33;23476;56;936;100.6;3.5;3.1;38.6;36.0;408;371;52.4;1.2;288;271;51.5;1.8;1;0;0
398;12;12;58;1;17;19;24;0;0;0;3;2;0;59;12;35;147;61;52;72;98;58218;229;8527;100.9;3.6;2.8;35.1;29.9;932;824;53.1;-2.0;664;568;53.9;-0.0;0;0;0
401;17;17;66;15;19;-16;25;0;0;0;1;1;0;57;53;56;32;65;63;65;93;62601;3103;441;99.6;2.9;3.8;30.2;38.4;836;1073;43.8;-0.4;607;783;43.7;1.0;4;290;100
402;152;152;36;3;4;-21;20;0;0;0;0;2;0;38;8;11;24;57;55;57;58;34511;132;1259;94.2;1.4;3.7;26.2;33.4;432;479;47.4;4.7;310;391;44.2;2.3;0;0;0
408;30;30;64;6;18;5;10;0;4;1;1;0;0;72;10;40;49;62;59;64;151;71303;3073;6911;100.6;3.6;3.5;35.2;35.9;1096;1042;51.3;-0.6;818;824;49.8;-1.5;0;0;0
419;53;8;19;5;10;-4;2;1;6;0;0;0;0;34;9;9;19;74;64;80;72;16510;5009;3034;101.0;3.1;3.7;29.2;39.0;238;312;43.3;-1.1;163;229;41.6;-2.0;1;64;19
427;17;17;63;4;10;-26;6;1;2;0;0;0;0;48;41;25;16;61;58;60;40;36038;4000;920;97.9;1.9;4.2;23.2;40.8;408;606;40.2;-4.3;280;473;37.2;-6.5;0;6;3
430;8;8;67;27;44;18;24;6;14;0;0;0;0;152;76;41;23;78;82;70;223;64074;11488;1214;99.5;3.8;2.6;43.1;28.0;1201;758;61.3;7.9;894;571;61.0;7.4;6;118;52
446;56;56;36;4;10;-3;24;1;1;0;1;0;0;40;17;4;81;59;53;65;52;38595;1303;4529;99.7;2.6;2.9;29.4;31.4;574;629;47.7;3.4;430;469;47.8;4.4;0;0;0
467;48;14;65;3;4;-9;28;0;0;0;0;0;0;91;10;2;2;54;51;53;43;23159;189;4833;96.0;2.0;3.6;27.8;31.7;317;378;45.6;-3.9;238;277;46.2;-3.7;1;63;23
469;21;21;62;3;12;2;20;0;0;0;2;0;0;59;36;18;26;62;56;67;59;30909;159;9340;99.6;2.4;2.6;30.2;30.2;419;424;49.7;-3.4;303;297;50.5;-3.4;0;182;83
472;19;19;65;13;27;9;44;0;4;2;2;2;1;41;53;35;45;61;56;66;79;50232;694;5271;101.9;3.1;2.7;29.6;31.2;639;707;47.5;0.1;471;513;47.9;1.0;2;617;318
473;20;20;68;16;32;4;21;0;2;0;4;1;0;84;76;33;22;68;68;61;116;60869;3036;4701;101.5;3.8;3.8;31.0;34.7;846;935;47.5;-1.1;614;680;47.4;-1.7;2;71;38
475;7;7;66;13;14;6;24;0;3;2;1;0;0;55;16;40;99;63;59;65;134;70375;2351;4167;100.5;3.6;3.3;35.7;34.3;1142;1044;52.2;0.6;816;777;51.2;-0.7;1;0;0
484;53;53;58;10;12;-10;53;5;3;0;0;1;0;66;8;10;20;66;59;69;86;32608;11176;1081;99.5;2.9;3.6;29.1;35.2;470;558;45.7;0.8;354;430;45.2;0.3;1;195;97
489;50;26;36;2;8;13;12;0;0;0;0;0;0;57;10;19;44;66;48;86;42;31503;140;6680;99.9;3.8;2.3;38.2;22.9;594;367;61.8;8.5;442;273;61.8;8.8;0;0;0
491;29;29;65;15;21;-6;9;1;0;0;0;0;0;53;67;18;16;65;69;55;135;58749;728;103;99.4;3.0;3.3;33.9;34.9;954;890;51.7;0.2;672;667;50.2;-1.4;5;0;0
504;38;25;1;0;0;-1;0;0;0;0;0;0;0;0;0;0;1;66;56;75;2;882;58;77;85.7;0.0;4.1;28.6;28.6;13;13;50.0;-5.4;9;9;50.0;-10.0;0;0;0
508;152;152;68;10;22;-26;18;0;2;3;2;0;0;80;83;35;29;64;62;64;82;60223;4198;6696;96.4;1.7;3.6;24.1;33.8;662;859;43.5;-0.2;475;669;41.5;-1.0;1;305;142
509;125;124;58;11;11;-16;72;0;1;1;0;0;0;122;11;22;37;61;57;59;75;45850;1272;8192;99.2;2.6;4.0;26.0;37.2;641;823;43.8;-5.9;463;637;42.1;-7.0;1;186;95
510;54;10;64;11;17;15;38;0;0;3;0;0;0;126;10;8;40;63;56;63;87;43195;266;5473;103.2;3.2;2.2;30.7;30.4;698;680;50.7;-6.1;512;505;50.3;-6.2;1;657;321
512;9;9;67;25;44;46;27;0;3;0;0;1;0;117;65;39;27;69;68;67;150;62625;2826;710;105.2;5.1;2.4;38.9;30.2;1088;843;56.3;4.2;787;596;56.9;4.1;0;115;43
513;19;19;65;19;21;11;21;2;8;0;0;1;0;83;51;32;27;68;66;68;89;43758;9888;242;105.1;3.8;2.5;29.2;31.3;565;611;48.0;0.8;407;439;48.1;1.3;5;13;5
516;125;124;58;15;25;-11;54;4;6;1;0;0;0;58;13;5;34;66;62;66;114;40133;8823;295;99.9;3.0;4.1;29.6;39.7;671;778;46.3;-0.5;481;586;45.1;-1.0;1;700;326
517;44;30;56;6;7;-13;48;1;0;0;0;0;0;115;18;24;82;61;52;71;68;52252;1811;10508;98.5;2.8;3.7;28.9;33.0;805;854;48.5;-3.3;587;649;47.5;-3.6;1;2;0
519;25;25;67;17;33;-12;16;1;1;0;0;0;0;94;91;48;39;66;65;64;146;69272;3063;5060;100.4;3.2;3.8;29.2;36.2;911;1067;46.1;-1.4;668;823;44.8;-1.9;1;92;47
522;8;8;67;22;38;13;18;1;2;0;0;0;0;112;72;37;36;70;73;59;214;66172;4012;425;99.6;4.4;3.6;38.7;30.9;1104;901;55.1;-1.0;835;665;55.7;-0.3;2;1;0
543;153;152;60;8;22;28;28;0;0;0;1;0;0;73;14;9;43;61;52;69;116;56375;1003;6763;102.2;4.0;2.1;37.8;25.4;1093;716;60.4;5.7;825;545;60.2;5.1;3;0;0
549;153;152;58;9;16;11;14;0;0;3;0;0;0;39;14;21;50;64;56;71;70;29382;1038;9806;100.1;3.4;2.3;34.7;23.8;550;399;58.0;-0.1;406;280;59.2;1.1;1;249;113
553;31;31;41;2;12;2;15;0;0;0;0;1;1;42;6;18;53;60;55;65;62;37468;107;1860;101.0;3.3;3.1;31.8;33.1;552;534;50.8;1.8;395;399;49.7;1.6;0;0;0
554;0;0;67;7;18;-32;60;2;1;0;0;6;3;98;14;41;67;60;58;60;142;71027;2555;1700;95.6;2.5;4.3;30.3;33.7;926;1043;47.0;-0.2;697;781;47.2;-1.6;1;1;1
581;29;29;67;9;44;29;36;5;10;0;2;0;0;93;26;51;110;64;58;71;221;77772;9807;5306;102.3;4.3;2.9;37.7;32.5;1348;1210;52.7;1.7;955;827;53.6;3.6;1;0;0
601;56;56;4;0;0;1;2;0;0;0;0;0;0;4;1;1;4;63;49;81;3;4336;100;488;97.8;2.5;1.7;29.9;15.8;68;43;61.3;12.2;48;27;64.0;15.1;0;0;0
609;50;26;34;9;10;0;29;1;1;0;0;0;0;21;5;5;11;61;58;61;65;24029;997;917;95.7;3.4;3.3;39.3;25.2;443;313;58.6;3.1;338;239;58.6;3.5;0;9;4
612;44;30;32;6;11;7;6;0;0;0;3;0;0;30;13;17;24;60;51;69;55;28884;150;4795;100.9;3.1;2.5;33.2;29.3;469;423;52.6;-1.3;364;317;53.5;0.2;0;0;0
614;31;31;39;4;6;1;16;1;0;0;0;0;0;33;9;9;107;59;50;70;41;35591;309;3413;101.4;2.8;2.9;32.0;39.2;523;642;44.9;-3.1;363;444;45.0;-2.6;0;0;0
618;0;0;58;5;13;-25;10;0;0;0;1;0;0;43;46;14;22;60;59;58;65;41034;424;2341;94.2;1.8;4.1;27.4;33.8;484;647;42.8;-5.9;365;469;43.8;-6.1;1;36;18
662;1;1;39;5;13;-2;8;0;1;0;1;0;0;46;32;12;10;64;62;62;42;25987;894;817;99.8;2.9;3.2;30.8;32.8;326;379;46.2;-3.5;257;267;49.0;-2.1;0;1;0
664;36;3;55;4;8;-17;31;0;0;0;1;0;0;77;14;10;38;62;55;66;66;40125;196;11553;96.8;1.9;3.6;24.7;33.0;493;690;41.7;-2.5;366;509;41.8;-2.2;0;351;140
670;155;154;68;6;16;22;56;0;1;0;0;0;0;107;8;32;177;64;50;78;77;66751;1054;13354;98.1;3.5;2.4;40.0;22.9;1373;801;63.2;6.1;1018;589;63.3;6.3;1;0;0
671;54;54;42;6;7;-2;26;0;0;1;0;0;0;38;15;9;44;58;51;68;73;38239;488;5468;98.4;2.4;2.8;31.9;30.6;619;591;51.2;-4.8;436;435;50.1;-5.8;0;0;0
676;44;30;63;19;35;-8;32;7;19;0;0;0;0;37;17;9;35;70;69;67;199;48283;16038;198;97.1;3.0;3.3;34.3;28.4;831;677;55.1;4.9;632;504;55.6;6.2;1;105;51
687;36;3;50;1;12;-21;22;0;0;1;0;0;0;36;14;7;43;62;56;63;38;37909;1156;9213;97.6;2.0;4.0;24.9;38.2;506;709;41.6;-1.2;363;525;40.9;-2.3;0;585;300
689;2;2;68;7;29;7;14;0;2;0;0;0;0;63;53;30;18;64;62;62;87;45800;2745;2036;100.7;3.9;3.3;32.4;28.8;656;597;52.4;-0.8;481;427;53.0;-1.2;0;138;70
696;33;29;58;15;26;12;30;3;6;0;0;0;0;31;6;22;53;68;61;72;105;45049;6533;263;102.2;4.2;3.1;32.9;30.0;727;693;51.2;2.4;557;503;52.5;3.6;5;750;404
697;12;12;66;8;39;23;24;1;2;0;4;0;0;106;15;45;76;63;59;67;162;73215;3618;5294;101.3;3.8;2.9;36.9;31.8;1233;983;55.6;0.7;904;747;54.8;0.0;2;0;0
705;44;30;63;5;16;3;36;0;1;0;1;0;0;98;6;24;81;63;50;77;69;61529;523;11157;98.3;2.4;2.3;31.2;24.8;1001;772;56.5;7.1;741;581;56.1;7.0;0;38;11
714;44;30;61;5;26;-5;46;1;4;0;0;0;0;47;16;15;36;69;62;71;88;53437;7001;5764;99.1;2.5;2.8;30.2;30.3;811;820;49.7;-2.2;610;620;49.6;-1.8;0;162;71
717;28;28;66;6;21;16;16;0;0;0;1;0;0;67;45;47;36;62;56;68;47;46053;365;4546;104.7;3.8;2.7;31.3;35.6;677;684;49.7;-2.8;475;524;47.5;-4.7;1;549;257
720;44;30;64;21;16;13;40;10;5;0;0;0;0;53;12;6;29;63;59;65;133;43109;11811;108;103.7;3.4;2.2;30.6;29.0;661;663;49.9;-1.8;495;496;49.9;-1.2;3;41;19
728;30;30;65;19;21;24;37;1;0;0;0;3;0;115;69;32;28;68;65;68;122;60712;4406;1211;105.3;3.1;1.7;27.9;28.6;742;819;47.5;1.5;550;578;48.8;0.7;4;17;8
729;10;10;57;8;9;-5;16;0;0;0;0;1;0;59;34;24;47;65;62;65;76;48897;208;799;99.3;2.1;2.4;30.2;31.4;649;711;47.7;-0.2;490;505;49.2;2.3;1;24;9
731;32;23;68;18;28;1;28;6;10;0;1;0;0;86;26;9;44;75;65;82;192;67620;19273;5127;102.0;3.4;3.2;29.0;33.4;992;1141;46.5;-2.4;738;845;46.6;-2.0;3;0;0
732;125;124;27;4;2;-6;26;0;0;0;0;0;0;27;11;7;13;64;57;67;41;20351;104;3150;95.9;2.7;3.9;29.2;29.5;342;296;53.6;2.4;245;221;52.6;1.9;0;339;167
736;55;9;66;23;37;11;42;12;17;0;0;0;0;75;20;12;53;71;64;75;203;57789;13967;245;101.2;3.4;2.6;34.6;29.3;1017;854;54.4;-0.0;747;617;54.8;0.2;4;82;40
739;32;23;29;11;17;1;26;3;4;0;0;0;0;31;4;4;15;72;66;76;98;25267;8508;1467;101.6;3.3;3.0;28.9;30.8;388;395;49.6;-1.3;298;294;50.3;-0.8;1;37;11
748;124;124;36;2;6;-4;16;1;0;0;1;0;0;40;12;19;33;58;55;59;54;35753;633;3684;99.0;3.7;4.3;32.9;35.2;497;531;48.3;-3.2;378;407;48.2;-2.5;0;0;0
752;38;38;67;7;20;-5;38;0;4;1;1;0;0;64;11;20;75;68;53;85;113;63688;5598;6546;100.1;2.8;3.1;28.6;32.3;915;1053;46.5;1.8;692;781;47.0;2.1;0;0;0
754;43;17;55;6;10;-7;22;0;2;0;0;0;0;74;7;25;63;61;52;69;86;53272;4914;6999;97.7;2.6;3.2;30.6;29.1;806;849;48.7;0.1;592;609;49.3;1.4;2;0;0
758;29;29;17;2;3;5;0;0;0;0;0;0;0;12;16;2;5;59;57;57;23;8251;66;96;104.1;4.4;2.2;38.8;30.5;141;132;51.6;-0.2;102;88;53.7;1.0;0;1;0
764;31;31;43;2;6;-1;16;0;0;0;0;0;0;34;22;8;11;58;53;59;42;21463;245;840;99.7;2.7;2.9;34.7;35.4;334;329;50.4;1.0;245;253;49.2;1.6;0;4;2
765;34;2;39;4;11;2;10;0;1;0;0;0;0;69;9;5;14;59;57;55;57;27177;310;1778;99.1;3.6;3.4;34.0;30.1;443;425;51.0;1.4;340;317;51.8;2.0;1;18;9
766;7;7;67;17;18;12;25;0;0;2;0;1;0;41;37;46;66;64;56;73;88;46730;226;10500;101.6;3.4;2.7;34.8;33.0;739;726;50.4;-1.6;533;513;51.0;-0.8;3;702;346
768;48;14;49;4;6;0;39;0;0;1;2;0;0;82;8;15;55;59;51;68;56;40742;205;8953;100.5;3.1;3.3;30.6;34.0;606;712;46.0;-5.6;460;511;47.4;-3.7;1;0;0
771;31;31;70;15;44;10;20;2;10;1;0;0;0;79;87;69;52;66;58;74;120;62250;9371;5560;103.2;3.9;3.1;35.3;38.3;999;1005;49.9;2.8;722;770;48.4;2.1;1;1053;540
773;40;20;56;12;22;-8;48;0;3;1;1;0;0;66;10;21;18;65;63;61;98;49494;1704;7540;100.1;2.4;3.3;24.7;34.8;674;835;44.7;3.2;477;652;42.2;0.2;2;121;63
774;48;14;65;4;15;-9;36;1;0;1;2;0;0;53;14;15;49;55;51;58;53;43355;1193;6676;98.5;2.7;3.7;27.6;32.8;585;699;45.6;-4.5;442;539;45.1;-5.8;0;23;5
775;59;1;45;4;10;5;12;1;0;0;0;0;0;14;4;6;6;58;54;57;54;23546;330;1145;102.1;3.1;2.3;30.7;29.2;372;347;51.7;-1.7;285;249;53.4;-1.2;0;8;6
778;153;152;53;4;19;15;20;0;2;0;0;0;0;17;14;13;16;65;57;71;74;30191;1912;3453;102.7;3.8;1.9;35.4;23.5;547;385;58.7;0.1;405;292;58.1;-1.1;0;398;189
788;44;30;55;8;15;-2;26;1;2;1;0;0;0;30;5;18;35;60;57;61;57;36215;3994;2085;100.3;2.7;3.0;26.4;30.2;521;540;49.1;-3.3;368;418;46.8;-5.2;1;131;66
790;18;18;60;8;13;35;37;0;1;0;0;1;0;99;12;52;94;65;58;71;119;69577;3590;4575;105.4;3.4;1.7;28.6;26.6;831;853;49.3;4.6;630;600;51.2;4.7;2;0;0
791;37;27;29;3;7;1;6;0;0;1;2;0;0;26;5;7;31;65;51;79;42;27273;327;3657;99.0;2.6;2.9;31.4;31.0;432;419;50.8;5.2;319;320;49.9;4.1;0;0;0
794;20;20;59;5;7;1;8;0;0;0;1;0;0;29;19;4;4;59;56;55;50;22562;40;385;100.7;2.7;2.7;30.3;32.9;300;326;47.9;-0.7;225;243;48.1;-1.0;0;1;1
797;30;30;63;11;15;23;8;1;0;0;0;0;0;60;48;13;17;63;57;66;62;45272;2388;948;107.2;2.9;1.0;27.0;30.4;515;648;44.3;-3.2;389;456;46.0;-3.3;3;509;245
801;27;27;62;5;15;-7;10;0;0;1;2;0;0;43;39;29;17;60;55;64;59;33696;43;8510;98.5;3.2;4.3;32.7;37.7;521;547;48.8;-1.6;366;416;46.8;-3.8;0;404;200
802;3;3;67;26;29;20;18;0;1;1;1;0;0;89;58;32;12;70;74;60;205;63259;7420;1069;102.2;4.0;2.9;36.9;33.9;1076;1003;51.8;3.5;779;720;52.0;3.2;7;16;5
803;26;26;69;16;11;-18;23;0;1;0;0;1;0;92;62;28;10;65;65;60;156;58475;2351;634;98.7;2.3;3.3;29.4;36.7;761;874;46.5;-2.6;546;691;44.1;-4.0;1;2;0
814;30;30;22;0;4;-2;2;0;0;0;0;0;0;22;11;7;8;64;61;64;15;14418;303;187;100.5;1.7;2.2;23.2;32.0;144;208;40.9;-4.5;106;148;41.7;-4.5;0;6;3
815;10;10;64;3;11;-5;8;0;0;0;0;0;0;49;43;11;14;60;57;59;64;35220;35;1036;99.8;2.5;3.0;29.0;34.2;462;503;47.9;0.1;331;380;46.6;-1.0;0;20;12
816;1;1;4;0;0;1;0;0;0;0;0;0;0;3;1;0;2;61;56;64;3;2025;0;3;108.4;3.6;1.8;24.9;30.2;29;33;46.8;-5.0;20;20;50.0;-1.5;0;0;0
819;20;20;68;13;17;0;20;0;0;0;0;0;0;62;91;28;43;60;56;63;104;56107;499;1054;100.7;2.8;2.7;28.9;30.5;701;811;46.4;-2.6;521;570;47.8;-1.2;1;10;7
822;47;12;57;8;15;-17;30;1;7;0;0;0;0;49;10;12;48;66;61;68;97;48651;7349;1439;100.1;1.7;2.7;23.6;38.5;582;957;37.8;0.7;432;716;37.6;-0.3;0;97;48
823;12;12;66;41;36;10;26;11;7;6;3;0;0;50;61;65;38;72;65;78;163;60840;11470;9959;99.1;3.7;3.3;38.9;31.5;1049;828;55.9;1.0;772;612;55.8;1.5;7;1122;632
828;45;45;27;2;7;3;14;0;0;1;0;0;0;21;6;5;28;58;52;65;25;23117;45;3269;102.5;4.4;4.0;31.0;34.9;382;415;47.9;-9.1;268;301;47.1;-9.6;1;0;0
829;154;154;67;9;20;-13;13;4;6;1;2;1;0;107;12;63;74;65;61;67;186;69503;9933;4178;98.3;2.3;3.0;29.4;30.6;861;921;48.3;-1.0;652;689;48.6;-1.5;0;0;0
834;18;18;66;15;26;6;32;1;2;0;0;2;0;65;59;14;25;61;58;60;96;46826;1496;526;102.6;3.8;3.2;32.9;36.4;723;719;50.1;-2.4;504;547;48.0;-4.1;2;1;1
836;54;10;64;8;15;31;32;0;0;0;2;0;0;108;9;23;53;67;53;81;111;60219;619;12507;100.8;4.1;2.3;36.3;22.1;1141;704;61.8;9.5;844;527;61.6;9.5;2;0;0
838;40;20;41;13;17;-5;22;5;5;0;0;0;0;110;16;14;30;71;65;72;98;34636;10642;2422;102.1;3.1;3.5;28.0;39.0;475;663;41.7;-3.5;350;489;41.7;-2.6;0;41;21
839;12;12;66;24;36;14;8;5;10;0;0;0;0;87;51;22;12;72;76;62;142;47925;8040;249;101.0;4.3;2.9;37.0;27.0;813;572;58.7;4.5;594;435;57.7;3.8;1;11;6
849;20;20;68;13;23;10;22;0;0;2;1;0;0;51;61;40;13;61;57;62;76;53800;106;4635;101.9;3.4;3.1;29.6;32.1;689;768;47.3;-1.3;496;560;47.0;-2.2;2;477;224
