League Id;Team Id;Conf Id;Div Id;Wins;Losses;Ties;OTL;Shootout Wins;Shootout Losses;Points;Goals For;Goals Against;PCT
1;48;0;0;24;33;0;4;2;4;56;191;224;.431
1;50;0;1;33;26;0;1;3;4;71;222;205;.555
1;53;1;0;30;35;0;1;6;2;63;213;249;.463
1;54;0;0;42;22;0;0;1;1;85;259;185;.654
1;55;0;0;43;20;0;1;3;2;89;241;185;.674
1;56;0;1;39;26;0;1;2;0;79;233;205;.598
1;57;1;1;39;20;0;3;1;3;84;225;165;.646
1;58;1;1;42;24;0;0;3;0;84;215;183;.636
1;59;0;1;37;24;0;3;1;2;79;261;227;.598
1;60;1;0;33;30;0;1;2;3;70;186;229;.522
1;62;0;0;39;24;0;0;4;4;82;244;226;.612
1;123;1;0;33;29;0;2;3;3;71;224;227;.530
1;125;1;1;35;29;0;2;4;3;75;228;245;.543
1;153;0;1;43;18;0;3;2;3;92;266;193;.687
1;155;1;0;39;26;0;1;2;2;81;254;194;.596
2;85;0;0;41;17;0;0;2;2;84;271;192;.700
2;86;0;0;38;18;0;0;1;5;81;282;188;.664
2;87;0;0;29;26;0;4;3;1;63;225;211;.525
2;88;0;0;33;25;0;0;2;1;67;253;237;.568
2;89;0;0;15;43;0;2;1;1;33;188;319;.270
2;90;0;1;24;34;0;2;2;1;51;239;280;.418
2;91;0;1;48;9;0;2;2;1;99;323;180;.825
2;92;0;1;13;44;0;2;0;1;29;183;307;.242
2;93;0;1;16;38;0;5;1;2;39;182;308;.320
2;94;0;1;33;26;0;1;4;1;68;255;247;.557
2;95;1;0;40;16;0;1;1;3;84;291;209;.700
2;96;1;0;26;29;0;1;3;3;56;225;260;.475
2;97;1;0;22;36;0;2;3;1;47;219;265;.385
2;98;1;0;31;26;0;3;5;1;66;198;229;.541
2;99;1;0;36;19;0;1;1;3;76;268;211;.644
2;100;1;1;17;39;0;0;1;4;38;201;297;.317
2;101;1;1;23;36;0;0;1;2;48;223;281;.393
2;102;1;1;37;21;0;1;3;0;75;278;224;.636
2;103;1;1;45;10;0;4;1;2;96;289;175;.787
2;104;1;1;36;21;0;0;2;4;76;274;247;.623
3;63;0;0;49;15;0;0;6;2;100;323;201;.758
3;64;0;0;16;48;0;0;4;2;34;166;314;.258
3;65;0;0;17;44;0;2;0;2;38;201;312;.292
3;66;0;0;45;17;0;2;3;3;95;337;206;.709
3;67;0;0;28;36;0;1;4;0;57;196;240;.438
3;68;0;1;44;19;0;0;1;2;90;297;205;.692
3;69;0;1;11;55;0;1;3;0;23;155;356;.172
3;70;0;1;47;15;0;1;4;3;98;305;204;.742
3;71;1;1;36;26;0;3;3;1;76;264;242;.576
3;72;0;1;41;19;0;1;0;5;88;308;217;.667
3;73;0;1;17;46;0;1;1;3;38;159;315;.284
3;74;0;1;40;21;0;2;0;3;85;288;215;.644
3;75;1;0;31;28;0;2;6;4;68;224;246;.523
3;76;1;0;40;19;0;3;3;3;86;302;231;.662
3;77;1;0;20;44;0;0;4;1;41;170;324;.315
3;78;1;0;28;28;0;3;3;8;67;228;246;.500
3;79;1;0;40;19;0;3;2;4;87;274;206;.659
3;80;1;1;53;12;0;1;0;1;108;396;170;.806
3;81;1;1;23;40;0;2;0;1;49;217;320;.371
3;82;1;1;36;27;0;0;4;2;74;252;231;.569
3;83;1;1;49;16;0;0;1;2;100;320;205;.746
3;84;1;1;15;51;0;0;1;1;31;146;322;.231
4;105;-1;0;21;32;0;2;1;2;46;170;257;.404
4;106;-1;0;34;20;0;2;4;3;73;257;216;.619
4;107;-1;0;16;40;0;0;3;1;33;164;277;.289
4;108;-1;0;36;22;0;0;2;0;72;288;241;.621
4;109;-1;0;34;18;0;2;0;5;75;264;189;.636
4;110;-1;1;33;21;0;1;1;2;69;244;199;.605
4;111;-1;1;34;22;0;3;1;0;71;260;226;.602
4;112;-1;1;37;19;0;0;4;3;77;261;213;.653
4;113;-1;1;26;27;0;2;3;2;56;187;232;.491
4;114;-1;1;34;21;0;0;1;2;70;239;186;.614
4;115;-1;1;28;28;0;0;1;2;58;217;234;.500
4;116;-1;2;47;11;0;0;0;1;95;333;157;.805
4;117;-1;2;38;19;0;1;1;0;77;270;189;.664
4;118;-1;2;35;15;0;4;0;3;77;275;172;.675
4;119;-1;2;13;42;0;4;2;0;30;148;304;.254
4;120;-1;2;41;16;0;1;2;0;83;269;156;.716
4;121;-1;2;9;50;0;0;2;0;18;126;363;.153
4;122;-1;0;6;48;0;1;0;2;15;135;296;.132
5;126;0;0;29;27;0;2;1;7;67;203;194;.515
5;127;0;0;35;25;0;0;4;6;76;203;214;.576
5;128;0;0;15;44;0;2;5;4;36;112;261;.277
5;129;0;0;24;35;0;6;1;0;54;160;230;.415
5;130;0;0;38;22;0;1;3;6;83;228;194;.619
5;131;0;0;54;10;0;3;0;1;112;290;146;.824
5;132;0;1;35;22;0;3;7;7;80;208;197;.597
5;133;0;1;27;33;0;1;3;5;60;204;230;.455
5;134;0;1;29;34;0;3;7;3;64;202;249;.464
5;135;0;1;50;10;0;1;3;4;105;271;149;.808
5;136;0;1;31;28;0;1;2;6;69;218;208;.523
5;137;0;1;29;31;0;2;6;4;64;175;212;.485
5;138;0;1;35;27;0;1;5;2;73;214;188;.562
5;139;1;0;38;24;0;1;3;2;79;210;176;.608
5;140;1;0;24;36;0;2;4;5;55;186;250;.410
5;141;1;0;47;17;0;2;5;2;98;274;178;.721
5;142;1;0;56;4;0;0;4;5;117;286;129;.900
5;143;1;0;29;31;0;1;5;3;62;181;186;.484
5;144;1;0;46;20;0;0;4;1;93;258;196;.694
5;145;1;1;46;13;0;0;3;6;98;233;132;.754
5;146;1;1;27;36;0;0;3;2;56;171;201;.431
5;147;1;1;10;52;0;3;2;0;23;112;303;.177
5;148;1;1;41;22;0;0;4;4;86;231;168;.642
5;149;1;1;17;44;0;2;2;3;39;117;244;.295
5;150;1;1;12;46;0;7;2;1;32;139;272;.242
5;151;1;1;36;25;0;0;4;5;77;213;178;.583
5;156;1;0;31;27;0;7;3;1;70;188;202;.530
