StaffId;Executive;Manager;Coach;Scout;Trainer;Off Pref;Phy Pref;Line Matching;Goalie Handling;Favor Veterans;Innovation;Loyalty;Coaching G;Coaching Defense;Coaching Forwards;Coaching Prospects;Def Skills;Off Skills;Phy Training;Player Management;Motivation;Discipline;Negotiating;Self-Preservation;Tactics;Ingame Tactics;Trainer Skill;Evaluate Abilities;Evaluate Potential
22;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
23;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
24;0;15;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;11;8;11;12;9;12;12;16;17;18;18;8;8;0;;17;16
25;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
26;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
27;0;20;12;20;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;10;10;8;12;10;12;12;16;16;17;18;9;9;0;;17;13
28;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
29;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
30;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
31;20;0;0;0;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
32;0;20;10;20;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;12;10;12;11;9;9;10;14;13;13;17;12;11;10;0;;15;13
33;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
34;0;20;10;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;13;11;14;10;12;14;17;20;19;19;10;14;0;;18;16
35;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
36;0;17;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;10;7;10;11;12;9;12;12;15;12;18;11;9;0;;18;14
37;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;12;10;10;10;0;;10;10
38;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
39;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Prefers Prospects;Balanced;Balanced;10;10;10;10;10;10;10;8;8;10;10;15;10;10;0;;10;10
40;0;20;15;16;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;18;10;12;15;13;14;10;0;;16;13
41;0;20;15;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;13;11;11;13;10;16;12;13;17;12;13;11;0;;15;12
42;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;13;11;10;10;10;13;10;10;10;10;10;10;0;;13;12
43;0;20;14;20;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;13;15;12;9;15;12;14;12;14;17;16;17;14;15;0;;16;14
44;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
45;0;20;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;13;13;11;13;12;11;12;15;17;18;14;13;13;0;;16;14
46;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
47;0;16;17;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;16;14;14;16;12;14;18;14;17;14;16;15;0;;18;16
48;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
49;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
50;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;12;10;10;0;;10;10
51;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
52;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;17;11;13;18;12;13;14;11;12;10;11;14;13;0;;13;11
53;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;17;16;15;16;13;14;14;12;11;10;10;16;15;0;;13;10
54;0;10;16;19;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;12;16;15;16;10;14;18;11;13;10;12;14;16;0;;16;12
55;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;19;10;10;18;11;10;14;15;10;9;10;9;10;11;0;;14;12
56;0;20;15;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Conservative;Ruthless;11;12;13;11;11;12;10;13;11;13;13;14;12;10;0;;12;15
57;0;0;20;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;11;15;14;14;15;12;17;12;10;10;10;14;17;0;;14;12
58;1;15;20;15;1;Standard;Balanced;Passive;Aggressive;Prefers Prospects;Balanced;Ruthless;13;15;16;17;16;15;13;16;16;14;14;15;15;15;0;;15;13
59;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;11;17;14;17;14;14;14;10;10;10;8;13;12;0;;13;11
60;0;0;20;15;1;Defensive;Non-physical;Balanced;Conservative;Balanced;Balanced;Balanced;19;10;11;18;12;11;10;16;11;11;10;13;10;10;0;;12;14
61;0;0;20;15;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;11;16;12;12;15;11;18;13;11;14;10;11;13;14;0;;13;11
62;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;18;12;10;14;12;11;12;16;10;10;11;10;12;13;0;;12;11
63;1;10;20;15;1;Defensive;Physical;Balanced;Conservative;Prefers Veterans;Conservative;Very Loyal;13;18;16;15;20;14;18;14;13;10;11;11;16;15;0;;13;11
64;0;14;20;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;14;18;15;12;15;13;17;15;14;12;11;16;17;0;;13;15
65;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;18;13;11;17;13;10;14;15;11;12;10;11;13;9;0;;14;12
66;1;14;20;15;1;Standard;Physical;Aggressive;Conservative;Balanced;Balanced;Ruthless;14;14;17;13;15;18;16;17;15;15;12;14;16;15;0;;16;13
67;0;0;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;10;12;16;14;11;14;13;10;11;13;12;8;10;0;;16;11
68;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;13;11;10;10;10;15;10;12;10;10;10;11;0;;18;13
69;0;0;20;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;13;20;13;18;12;13;15;12;13;10;12;13;14;0;;15;12
70;1;11;20;15;1;Offensive;Physical;Aggressive;Balanced;Balanced;Innovative;Loyal;10;16;19;14;15;18;15;20;16;15;10;17;17;16;0;;15;12
71;0;0;20;15;1;Very Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;20;10;12;20;13;10;9;15;15;12;12;15;8;8;0;;12;14
72;0;0;20;15;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;11;15;11;15;18;10;16;15;13;15;12;12;14;12;0;;13;11
73;0;0;17;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;17;12;18;17;14;15;15;11;12;12;15;14;16;0;;13;11
74;1;11;20;15;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;18;16;15;17;14;19;16;17;17;10;16;16;15;0;;15;13
75;0;0;20;15;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;18;12;12;16;11;10;11;19;11;10;12;10;11;11;0;;13;11
76;1;10;20;15;1;Standard;Balanced;Balanced;Conservative;Balanced;Conservative;Loyal;12;17;15;13;17;16;15;16;9;8;9;8;16;17;0;;12;10
77;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;11;10;11;10;10;10;13;10;11;12;11;10;10;0;;14;18
78;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;16;10;13;15;11;10;14;14;15;13;12;11;12;11;0;;14;10
79;0;12;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;17;13;13;16;13;14;14;14;15;11;11;15;15;0;;12;14
80;0;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;16;12;11;11;11;10;12;16;14;13;14;13;13;13;0;;15;13
81;0;14;17;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;15;12;13;15;14;13;15;14;13;12;20;17;15;0;;15;13
82;0;0;20;15;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;14;14;13;15;12;20;14;12;10;11;14;15;0;;14;11
83;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;17;12;10;19;11;11;13;13;10;10;12;12;12;11;0;;12;14
84;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;12;17;17;16;16;16;14;13;14;10;14;12;13;0;;13;15
85;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;16;15;14;16;11;15;18;13;13;12;11;14;14;0;;13;11
86;0;0;20;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;13;19;16;13;18;12;20;10;11;12;10;13;12;0;;14;12
87;0;0;20;15;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;19;10;10;20;14;10;12;14;15;13;10;12;14;8;0;;12;10
88;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;10;12;10;11;12;13;14;14;13;15;12;13;0;;20;16
89;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;17;11;11;18;12;14;10;12;12;11;16;14;0;;14;12
90;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;17;12;10;17;13;10;13;14;11;11;12;12;11;10;0;;12;15
91;1;15;20;20;1;Offensive;Balanced;Balanced;Balanced;Prefers Veterans;Conservative;Ruthless;10;14;14;14;13;16;13;20;13;13;15;13;15;16;0;;14;12
92;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;19;18;13;16;11;14;10;14;12;8;15;16;0;;14;12
93;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;17;10;10;12;11;10;10;0;;20;17
94;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;15;10;11;13;11;10;10;0;;19;16
95;0;14;20;15;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;12;13;18;18;14;16;13;15;11;8;11;12;14;13;0;;12;14
96;0;10;15;20;1;Defensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;10;10;13;10;11;13;10;10;12;12;10;10;0;;13;18
97;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;16;10;10;11;12;10;10;0;;19;15
98;0;10;15;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;11;12;13;11;10;13;10;11;11;11;10;10;0;;15;18
99;0;10;15;20;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;10;10;12;10;10;17;10;10;10;11;10;10;0;;13;17
100;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;11;11;11;10;10;0;;10;16
101;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;15;10;12;10;13;10;10;0;;15;17
102;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;12;10;11;10;10;0;;17;19
103;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;10;12;12;10;10;0;;16;19
104;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;11;12;10;10;10;0;;20;15
105;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;12;11;11;10;15;10;11;13;11;10;10;0;;19;15
106;0;15;20;18;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;16;16;16;17;13;13;12;17;14;16;14;11;12;0;;17;15
107;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;15;10;13;11;11;10;10;0;;15;20
108;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;11;12;13;10;10;0;;13;17
109;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;13;11;11;14;10;14;10;13;13;11;10;10;0;;15;14
110;0;15;15;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;13;11;10;13;10;14;10;13;13;11;10;10;0;;16;14
111;0;10;15;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;10;11;12;10;11;17;10;10;12;10;10;10;0;;13;19
112;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;11;10;10;10;15;10;12;13;10;10;10;0;;12;15
113;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;13;11;14;13;10;20;10;10;15;10;10;10;0;;20;15
114;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;11;10;10;10;17;10;11;12;10;10;10;0;;15;20
115;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;17;10;10;12;10;10;10;0;;13;17
116;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;12;10;12;10;10;0;;17;20
117;0;0;20;15;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;16;11;18;18;10;18;15;12;13;12;10;9;11;0;;12;14
118;0;10;15;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;13;11;11;13;10;15;10;12;10;12;10;10;0;;17;14
119;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;10;10;12;10;10;13;15;10;10;12;12;10;10;0;;13;15
120;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;10;11;13;10;10;0;;17;14
121;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;13;11;10;10;10;14;10;12;13;12;12;10;0;;19;14
122;0;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;12;8;10;14;13;9;17;10;12;15;11;10;10;0;;15;20
123;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;13;10;10;10;10;18;10;12;10;11;12;10;0;;10;15
124;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;11;10;10;10;14;10;11;13;12;10;10;0;;10;17
125;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;10;10;11;10;10;10;15;10;11;12;11;10;10;0;;14;18
126;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;15;10;11;12;10;10;10;0;;12;18
127;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;10;10;11;15;12;10;10;0;;13;16
128;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;10;13;11;10;10;0;;20;20
129;0;0;20;15;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;12;11;15;14;19;14;13;12;13;13;10;12;14;11;0;;12;11
130;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;16;13;19;15;12;16;14;14;12;12;13;12;12;0;;12;14
131;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;12;12;11;10;10;0;;15;20
132;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;12;11;10;10;10;0;;17;20
133;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;16;10;12;11;10;12;10;0;;15;19
134;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;11;11;15;10;10;0;;14;16
135;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;10;10;10;10;10;17;10;10;10;12;10;10;0;;15;17
136;0;20;15;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;13;10;10;11;10;10;10;0;;19;15
137;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;11;11;10;16;10;11;17;12;10;10;0;;16;16
138;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;12;13;13;10;10;0;;20;16
139;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;11;11;10;10;10;15;10;13;11;11;10;10;0;;12;15
140;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;15;10;12;11;10;10;10;0;;20;14
141;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;11;10;11;10;12;13;10;15;10;10;10;10;0;;16;13
142;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;14;11;13;13;10;14;10;13;10;12;10;10;0;;17;13
143;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;12;14;11;10;10;0;;16;13
144;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;11;12;11;10;10;0;;15;15
145;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;11;10;15;10;10;0;;16;19
146;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;11;10;10;10;10;15;10;11;13;12;10;10;0;;14;18
147;0;10;20;16;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;11;13;13;10;11;15;10;12;10;12;10;10;0;;16;12
148;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;10;10;10;11;10;10;13;10;12;10;12;10;10;0;;19;16
149;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;12;12;12;10;10;0;;14;15
150;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;10;11;13;10;10;0;;12;20
151;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;12;11;11;10;10;0;;16;17
152;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;15;10;11;11;10;10;10;0;;12;18
153;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;12;11;13;10;10;0;;18;10
154;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;10;10;10;10;10;13;10;11;12;12;10;10;0;;16;18
155;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;16;10;11;10;12;10;10;0;;16;12
156;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;15;10;10;11;10;10;10;0;;13;17
157;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;12;10;12;10;12;10;10;0;;17;12
158;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;15;10;14;10;11;10;10;0;;12;15
159;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;12;13;10;10;10;0;;16;19
160;0;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;11;10;10;11;10;13;10;10;11;11;10;11;0;;11;17
161;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;14;12;10;10;0;;18;20
162;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;13;10;11;12;11;10;10;0;;16;20
163;0;20;15;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;11;11;10;10;10;0;;15;18
164;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;13;10;11;10;10;0;;12;16
165;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;13;13;10;10;10;14;10;11;12;12;10;10;0;;14;14
