PlayerId;TeamId;FranchiseId;Games Played;Minutes Played;Wins;Losses;OT;Shots Against;Saves;Goals Against;Goals Against Average;Shutouts;Save Percentage;Game Rating
5931;147;9;3;180;1;2;0;167;153;14;4.67;0;.916;79
5934;9;9;3;180;2;1;0;90;82;8;2.67;0;.911;76
5935;2;2;7;419;2;4;1;189;167;22;3.15;0;.884;64
5944;23;23;7;413;3;3;1;214;189;25;3.62;0;.883;66
5949;43;17;4;181;0;2;0;96;80;16;5.28;0;.833;42
5950;152;152;6;312;2;4;0;182;167;15;2.88;1;.918;70
5970;138;138;2;118;0;2;0;91;84;7;3.55;0;.923;79
6066;135;135;3;159;1;2;0;89;73;16;6.01;0;.820;42
6070;142;23;3;185;3;0;0;65;58;7;2.27;0;.892;66
6092;135;135;5;263;3;1;0;122;110;12;2.74;0;.902;60
6115;149;149;6;220;0;4;1;145;126;19;5.16;0;.869;52
6168;147;147;4;237;0;4;0;163;151;12;3.04;0;.926;81
6180;127;127;3;185;2;0;1;61;54;7;2.27;0;.885;56
6182;148;30;4;215;2;1;1;107;93;14;3.90;1;.869;59
6184;150;150;5;260;1;2;1;172;155;17;3.92;0;.901;63
6187;139;139;4;240;2;1;1;116;103;13;3.25;0;.888;67
6198;129;27;4;171;1;1;0;99;88;11;3.85;0;.889;61
6215;133;133;4;238;3;1;0;86;74;12;3.02;0;.860;52
6283;138;138;4;239;3;1;0;87;80;7;1.75;0;.920;62
6287;128;128;2;125;0;1;1;71;65;6;2.88;0;.915;70
6395;129;129;5;247;2;3;0;138;118;20;4.84;0;.855;49
6414;137;137;4;227;2;2;0;121;106;15;3.96;1;.876;56
6446;0;0;3;161;2;1;0;83;72;11;4.09;0;.867;61
6491;132;12;4;188;2;1;0;78;66;12;3.82;0;.846;51
6493;31;31;1;32;1;0;0;21;20;1;1.85;0;.952;76
6495;126;124;3;179;1;2;0;68;58;10;3.35;0;.853;51
6515;23;23;1;7;0;0;0;6;6;0;0.00;0;1.000;58
6539;127;31;4;239;2;2;0;111;101;10;2.51;1;.910;67
6545;34;2;4;244;1;2;1;157;145;12;2.95;1;.924;75
6581;98;98;4;177;0;3;0;87;73;14;4.73;0;.839;42
6603;150;150;3;169;2;1;0;87;78;9;3.18;0;.897;66
6687;87;87;6;348;4;2;0;160;142;18;3.10;0;.888;60
6713;140;17;5;299;3;2;0;132;119;13;2.60;1;.902;65
6731;145;145;3;126;1;1;1;41;34;7;3.32;0;.829;49
6738;149;149;4;200;0;2;0;115;101;14;4.19;0;.878;54
6753;131;131;3;184;1;1;1;64;55;9;2.93;0;.859;49
6770;146;146;3;183;1;1;1;121;107;14;4.58;0;.884;68
6804;139;139;2;125;1;1;0;71;65;6;2.88;0;.915;79
6810;141;141;3;185;3;0;0;98;89;9;2.92;0;.908;73
6813;130;14;2;120;1;1;0;75;67;8;4.00;0;.893;67
6821;71;71;4;239;3;1;0;112;101;11;2.76;0;.902;63
6824;67;67;5;294;3;2;0;161;142;19;3.87;0;.882;57
6837;141;25;4;244;3;1;0;91;78;13;3.19;1;.857;54
6870;144;144;4;240;3;1;0;145;132;13;3.24;0;.910;71
6890;142;23;2;118;0;2;0;75;66;9;4.54;0;.880;59
6905;68;68;3;180;3;0;0;59;54;5;1.67;0;.915;60
6915;136;136;4;239;3;1;0;115;109;6;1.50;1;.948;81
6936;137;137;5;191;1;2;0;128;123;5;1.57;0;.961;74
6939;69;69;7;333;1;5;0;279;251;28;5.04;0;.900;67
6961;146;146;4;240;2;2;0;129;116;13;3.25;0;.899;68
6968;145;145;6;297;2;2;0;140;121;19;3.84;0;.864;52
6993;148;148;4;205;1;2;0;98;85;13;3.80;0;.867;51
7029;143;18;3;179;2;1;0;101;90;11;3.68;0;.891;68
7075;134;134;2;118;0;2;0;65;58;7;3.53;0;.892;65
7078;99;99;4;249;1;1;2;139;128;11;2.65;0;.921;71
7115;130;130;3;179;1;2;0;64;56;8;2.68;0;.875;54
7142;85;85;4;223;2;2;0;128;114;14;3.76;0;.891;64
7211;103;103;4;240;3;1;0;105;95;10;2.50;0;.905;66
7215;103;103;3;180;2;1;0;62;51;11;3.67;0;.823;43
7218;99;99;3;183;1;2;0;85;74;11;3.60;0;.871;51
7237;75;75;5;290;1;3;0;174;157;17;3.51;0;.902;63
7269;83;83;3;135;1;0;1;102;95;7;3.10;0;.931;70
7271;82;82;7;341;2;4;0;210;182;28;4.92;0;.867;53
7302;128;128;4;238;1;3;0;167;154;13;3.26;0;.922;74
7327;140;17;2;119;1;1;0;54;50;4;2.01;0;.926;70
7389;74;74;5;295;3;1;0;149;133;16;3.25;1;.893;66
7409;70;70;6;274;2;2;0;147;134;13;2.84;0;.912;68
7461;115;115;4;206;2;2;0;133;119;14;4.06;0;.895;62
7466;112;112;3;184;1;1;1;85;76;9;2.92;0;.894;57
7512;113;113;4;219;3;0;0;143;132;11;3.01;0;.923;72
7538;109;109;6;368;4;1;1;161;144;17;2.76;0;.894;57
7596;79;79;4;243;1;3;0;150;132;18;4.44;0;.880;56
7598;66;66;4;200;2;1;0;91;78;13;3.88;0;.857;52
7630;86;86;2;120;2;0;0;74;68;6;3.00;0;.919;73
7654;97;97;3;185;0;2;1;119;108;11;3.57;0;.908;70
7666;97;97;4;239;2;2;0;108;96;12;3.00;0;.889;60
7716;89;89;4;197;3;0;0;88;77;11;3.34;0;.875;52
7717;87;87;2;70;0;1;0;40;32;8;6.83;0;.800;36
7735;96;96;4;171;1;2;1;131;116;15;5.24;0;.885;53
7749;100;100;3;179;0;3;0;111;98;13;4.35;0;.883;55
7816;68;68;4;250;4;0;0;104;93;11;2.64;0;.894;61
7840;66;66;4;218;2;2;0;108;96;12;3.29;1;.889;62
7849;72;72;3;180;1;2;0;89;80;9;3.00;0;.899;62
7855;84;84;5;257;4;0;1;135;123;12;2.80;0;.911;64
7864;69;69;4;190;2;0;1;113;100;13;4.10;0;.885;59
7904;79;79;3;179;1;1;1;67;56;11;3.67;0;.836;42
7908;64;64;3;185;2;0;1;122;112;10;3.24;0;.918;74
7911;65;65;6;327;0;4;1;227;198;29;5.31;0;.872;59
7966;122;122;6;180;1;3;0;142;118;24;7.99;0;.831;41
7993;108;108;4;230;1;1;1;126;116;10;2.60;0;.921;65
7999;107;107;4;175;1;2;0;128;116;12;4.11;0;.906;64
8014;105;105;4;141;1;2;0;153;138;15;6.37;0;.902;59
8015;122;122;6;239;0;3;0;199;174;25;6.26;0;.874;48
8031;106;106;4;245;1;2;1;107;87;20;4.90;0;.813;36
8056;108;108;4;198;3;1;0;86;77;9;2.72;0;.895;62
8057;120;120;3;185;3;0;0;66;59;7;2.27;0;.894;57
8108;116;116;4;245;4;0;0;71;62;9;2.20;0;.873;56
8109;107;107;5;244;1;3;0;144;129;15;3.68;0;.896;61
8133;77;77;5;262;0;5;0;220;192;28;6.39;0;.873;57
8165;88;88;5;298;3;2;0;123;108;15;3.01;0;.878;56
8236;87;87;4;171;1;2;0;115;100;15;5.25;0;.870;48
8314;94;94;4;243;1;2;1;121;106;15;3.69;0;.876;50
8320;93;93;5;197;0;2;1;120;107;13;3.95;0;.892;56
8322;86;86;4;233;3;0;0;82;71;11;2.82;0;.866;48
8367;70;70;3;144;0;3;0;81;65;16;6.64;0;.802;28
8404;64;64;4;244;3;1;0;118;106;12;2.95;0;.898;61
8420;76;76;4;197;2;0;1;105;89;16;4.87;0;.848;46
8429;73;73;4;105;0;4;0;83;62;21;11.98;0;.747;24
8442;74;74;3;128;1;2;0;63;52;11;5.14;0;.825;39
8450;81;81;3;142;2;0;0;87;78;9;3.80;0;.897;60
8474;63;63;4;240;4;0;0;98;90;8;2.00;1;.918;69
8476;63;63;3;185;2;0;1;69;61;8;2.59;0;.884;54
8499;78;78;3;185;1;1;1;89;77;12;3.89;0;.865;49
8511;82;82;4;75;0;1;0;44;36;8;6.34;0;.818;44
8529;111;111;4;215;1;3;0;121;102;19;5.30;0;.843;42
8549;106;106;3;180;3;0;0;96;87;9;3.00;0;.906;60
8564;115;115;4;231;2;1;1;128;114;14;3.63;0;.891;60
8590;120;120;4;245;2;1;1;114;99;15;3.67;0;.868;55
8595;108;108;2;114;1;1;0;56;49;7;3.67;0;.875;52
8612;116;116;3;179;2;1;0;58;53;5;1.67;1;.914;62
8626;109;109;1;60;0;1;0;25;21;4;4.00;0;.840;38
8629;118;118;4;228;3;1;0;110;95;15;3.93;0;.864;52
8658;117;117;3;185;1;1;1;103;91;12;3.89;0;.883;54
8703;112;112;5;272;0;5;0;165;140;25;5.50;0;.848;47
8711;72;72;4;245;1;2;1;131;118;13;3.18;0;.901;65
8717;119;119;4;147;1;1;0;67;58;9;3.67;0;.866;52
8745;102;102;6;365;6;0;0;132;118;14;2.30;2;.894;63
8768;91;91;4;171;2;2;0;72;57;15;5.25;0;.792;36
8794;90;90;4;194;0;2;1;99;84;15;4.63;0;.848;48
8820;96;96;5;253;1;2;0;134;113;21;4.98;1;.843;43
8847;102;102;1;60;1;0;0;20;18;2;2.00;0;.900;55
8869;92;92;3;91;0;2;0;75;63;12;7.85;0;.840;42
8875;101;101;6;247;1;3;0;158;140;18;4.36;0;.886;56
8882;94;94;1;59;0;1;0;49;45;4;4.05;0;.918;73
8938;83;83;4;233;4;0;0;109;93;16;4.11;0;.853;51
8939;77;77;5;156;1;1;0;110;100;10;3.83;0;.909;60
8953;65;65;3;102;0;0;2;72;64;8;4.70;0;.889;51
8956;80;80;4;216;3;0;0;64;53;11;3.05;0;.828;47
8991;80;80;4;203;4;0;0;51;43;8;2.36;0;.843;49
9004;84;84;3;173;2;0;0;103;91;12;4.14;0;.883;55
9034;76;76;4;231;1;2;1;108;90;18;4.66;0;.833;38
9060;75;75;3;133;1;2;0;94;81;13;5.84;0;.862;50
9068;69;69;3;86;0;1;0;72;62;10;6.96;0;.861;47
9114;112;112;4;240;3;1;0;92;80;12;3.00;0;.870;53
9121;118;118;4;191;2;1;0;96;86;10;3.14;1;.896;58
9199;110;110;4;192;3;0;0;64;58;6;1.87;0;.906;56
9202;111;111;5;203;2;1;0;117;108;9;2.66;1;.923;65
9224;117;117;4;243;3;1;0;101;89;12;2.95;0;.881;54
9226;89;89;4;222;1;3;0;168;152;16;4.31;0;.905;67
9227;99;99;4;234;3;1;0;136;117;19;4.86;0;.860;52
9245;95;95;3;179;1;2;0;83;75;8;2.67;0;.904;64
9247;78;78;4;238;1;3;0;109;94;15;3.77;0;.862;51
9273;93;93;4;225;1;3;0;170;149;21;5.58;0;.876;59
9274;91;91;5;248;2;1;0;111;101;10;2.41;0;.910;61
9275;100;100;4;245;2;1;1;131;116;15;3.67;0;.885;59
9279;95;95;4;237;2;2;0;101;90;11;2.78;0;.891;58
9287;94;94;4;191;3;1;0;87;76;11;3.45;0;.874;50
9291;104;104;3;184;1;1;1;73;62;11;3.58;0;.849;46
9312;115;115;4;212;1;2;0;154;141;13;3.67;0;.916;73
9313;105;105;6;278;2;2;0;157;141;16;3.45;0;.898;61
9339;121;121;4;185;0;4;0;180;162;18;5.82;0;.900;59
9341;113;113;4;210;1;3;0;93;81;12;3.43;1;.871;59
9347;71;71;3;184;2;0;1;65;59;6;1.95;1;.908;67
9350;73;73;7;313;0;3;0;216;198;18;3.44;0;.917;68
9353;85;85;4;206;3;0;0;109;100;9;2.61;0;.917;72
9361;114;114;6;304;4;1;0;147;138;9;1.78;0;.939;72
9367;98;98;5;240;3;1;0;152;137;15;3.74;0;.901;64
9379;92;92;7;333;2;3;0;277;245;32;5.76;0;.884;62
9391;81;81;5;286;4;1;0;144;131;13;2.72;1;.910;71
9943;104;-1;4;240;4;0;0;84;76;8;2.00;0;.905;59
9944;88;-1;2;120;2;0;0;45;43;2;1.00;0;.956;76
