PlayerId;TeamId;FranchiseId;Games Played;Minutes Played;Wins;Losses;OT;Shots Against;Saves;Goals Against;Goals Against Average;Shutouts;Save Percentage;Game Rating
1351;54;54;8;388;5;2;0;218;196;22;3.40;0;.899;66
1371;45;45;30;1748;19;8;3;834;752;82;2.81;2;.902;65
1433;43;43;4;244;3;1;0;99;89;10;2.46;1;.899;66
1481;153;152;20;1152;14;3;2;563;508;55;2.86;1;.902;68
1547;48;14;21;1229;9;9;2;682;616;66;3.22;0;.903;69
1614;45;45;12;667;3;6;1;321;281;40;3.60;0;.875;55
1615;14;14;29;1686;16;11;1;1065;967;98;3.49;1;.908;78
1641;29;29;20;1043;11;4;2;544;488;56;3.22;1;.897;69
1651;7;7;30;1537;15;9;3;866;779;87;3.39;2;.900;69
1658;21;21;16;936;9;7;0;522;468;54;3.46;1;.897;72
1664;30;30;17;1025;10;4;3;481;435;46;2.69;1;.904;70
1666;55;55;13;730;7;3;1;348;310;38;3.12;0;.891;66
1681;10;10;13;744;7;4;1;416;382;34;2.74;1;.918;79
1828;24;24;25;1380;9;13;3;684;600;84;3.65;0;.877;63
1831;155;155;12;657;5;6;0;302;271;31;2.83;1;.897;65
1835;123;31;27;1563;12;13;1;905;809;96;3.68;1;.894;64
1852;153;152;22;1325;11;9;2;593;522;71;3.21;0;.880;60
1893;36;3;18;984;7;9;0;590;522;68;4.15;0;.885;61
1919;34;2;21;1114;7;8;2;597;534;63;3.39;0;.894;64
1926;0;0;21;1222;8;10;2;692;619;73;3.58;0;.895;71
1955;38;38;15;719;1;7;2;473;429;44;3.67;0;.907;65
2062;26;26;34;1929;11;20;2;1201;1075;126;3.92;0;.895;71
2075;28;28;16;835;7;6;1;491;443;48;3.45;1;.902;70
2115;56;21;17;973;10;6;0;549;496;53;3.27;0;.903;70
2123;8;8;21;1188;13;6;1;650;574;76;3.84;0;.883;66
2127;59;1;8;394;4;1;1;214;189;25;3.80;0;.883;61
2499;37;37;14;752;5;5;1;445;406;39;3.11;1;.912;69
2664;45;28;32;1825;13;12;5;972;870;102;3.35;0;.895;65
2689;10;10;19;1083;9;6;3;587;537;50;2.77;1;.915;77
2720;58;58;10;598;8;2;0;333;308;25;2.50;1;.925;75
2746;32;23;33;1858;12;19;2;1080;960;120;3.88;2;.889;62
2756;59;1;10;557;5;3;1;292;251;41;4.41;0;.860;54
2770;126;124;22;1247;8;11;2;589;524;65;3.13;1;.890;61
2809;47;47;33;1868;6;23;3;1310;1169;141;4.53;0;.892;68
2845;156;156;29;1734;13;11;5;756;668;88;3.04;1;.884;64
2868;156;156;12;678;2;7;2;313;274;39;3.45;0;.875;61
2896;50;26;24;1356;14;9;0;719;650;69;3.05;2;.904;69
2921;155;155;25;1359;12;8;2;599;536;63;2.78;3;.895;65
2965;31;31;16;859;7;7;1;537;476;61;4.26;0;.886;66
3066;33;33;15;856;2;11;1;469;415;54;3.78;0;.885;60
3101;19;19;15;880;9;5;1;467;423;44;3.00;1;.906;73
3109;37;27;32;1801;14;13;4;1057;957;100;3.33;0;.905;68
3220;48;14;22;1183;7;11;2;684;612;72;3.65;1;.895;63
3251;32;23;10;437;3;1;1;264;240;24;3.29;0;.909;65
3273;53;53;4;234;2;2;0;136;119;17;4.35;0;.875;65
3318;44;30;16;948;7;6;2;512;460;52;3.29;0;.898;67
3319;55;9;29;1686;20;8;1;802;724;78;2.78;0;.903;66
3395;58;58;31;1866;20;11;0;945;863;82;2.64;3;.913;71
3462;29;29;28;1504;15;7;3;893;810;83;3.31;1;.907;74
3513;1;1;16;974;7;6;3;510;452;58;3.57;0;.886;67
3656;62;62;28;1485;16;8;1;750;664;86;3.47;0;.885;60
3756;57;12;29;1686;20;8;0;756;696;60;2.13;3;.921;69
3894;41;41;20;1157;11;6;3;586;526;60;3.11;1;.898;64
4868;59;59;18;931;7;9;0;535;481;54;3.48;0;.899;64
5398;143;18;30;1788;12;15;3;1084;998;86;2.89;2;.921;78
5423;144;8;23;1368;17;5;1;562;496;66;2.89;1;.883;60
5430;8;8;23;1346;15;7;0;701;634;67;2.99;1;.904;73
5451;151;152;18;1050;11;5;1;487;438;49;2.80;0;.899;64
5483;151;152;27;1495;11;11;3;718;652;66;2.65;3;.908;67
5668;133;26;32;1842;17;11;2;999;917;82;2.67;3;.918;71
5701;132;12;12;694;8;2;1;382;359;23;1.99;0;.940;78
5711;142;23;31;1865;27;1;3;592;536;56;1.80;6;.905;63
5740;47;0;15;620;2;4;3;444;404;40;3.87;0;.910;65
5749;132;12;2;75;0;0;1;30;26;4;3.16;0;.867;53
5810;124;124;12;715;5;7;0;369;331;38;3.19;0;.897;71
5820;134;21;39;2314;16;19;4;1407;1275;132;3.42;2;.906;73
5872;17;17;32;1794;10;18;2;1090;991;99;3.31;3;.909;76
5889;12;12;3;179;2;1;0;77;65;12;4.01;0;.844;53
5923;40;20;26;1513;8;14;3;993;895;98;3.89;1;.901;71
5931;147;9;40;2233;7;30;1;1623;1445;178;4.78;1;.890;66
5934;9;9;15;853;7;6;0;410;363;47;3.30;0;.885;65
5935;2;2;21;1159;12;8;1;531;476;55;2.85;0;.896;67
5944;23;23;28;1517;15;11;0;766;700;66;2.61;1;.914;73
5949;43;17;13;722;2;7;3;374;325;49;4.07;0;.869;55
5950;152;152;21;1060;6;12;1;626;560;66;3.73;3;.895;66
5970;138;138;14;845;10;4;0;339;305;34;2.41;1;.900;66
6041;128;128;5;249;2;2;0;152;138;14;3.37;0;.908;66
6066;135;135;9;548;8;0;1;224;202;22;2.41;0;.902;66
6070;142;23;10;570;8;0;1;167;145;22;2.32;1;.868;54
6092;135;135;31;1885;23;5;3;697;629;68;2.16;4;.902;63
6115;149;149;26;1418;7;16;2;991;898;93;3.93;0;.906;67
6168;147;147;9;291;1;3;0;204;179;25;5.15;0;.877;55
6180;127;127;10;486;4;3;1;236;212;24;2.96;1;.898;60
6182;148;30;38;2291;26;11;1;1032;946;86;2.25;2;.917;70
6184;150;150;23;1364;4;14;4;901;817;84;3.69;1;.907;70
6187;139;139;24;1389;11;11;1;605;538;67;2.89;1;.889;59
6198;129;27;23;1360;13;8;2;764;697;67;2.95;1;.912;70
6215;133;133;11;642;3;6;2;338;299;39;3.64;0;.885;62
6283;138;138;26;1559;12;13;1;704;638;66;2.54;3;.906;66
6287;128;128;20;1136;5;13;0;767;697;70;3.70;0;.909;70
6395;129;129;21;1111;5;11;2;679;618;61;3.29;3;.910;68
6414;137;137;17;919;7;8;1;480;429;51;3.33;1;.894;62
6446;0;0;25;1363;9;14;0;772;684;88;3.87;1;.886;66
6491;132;12;29;1743;12;11;6;930;829;101;3.48;2;.891;65
6493;31;31;26;1495;14;9;1;944;873;71;2.85;1;.925;81
6495;126;124;21;1228;13;5;2;536;489;47;2.30;3;.912;68
6515;23;23;18;944;5;7;3;435;387;48;3.05;0;.890;64
6539;127;31;35;2070;16;16;2;1024;907;117;3.39;1;.886;60
6545;34;2;25;1362;10;13;1;769;679;90;3.96;1;.883;61
6571;50;50;10;566;4;3;3;288;254;34;3.60;0;.882;60
6581;98;98;9;390;2;4;0;299;265;34;5.23;1;.886;57
6603;150;150;20;1108;4;13;2;637;572;65;3.52;0;.898;62
6636;136;136;26;1445;14;10;1;693;619;74;3.07;2;.893;63
6683;140;140;1;59;0;1;0;18;16;2;2.03;0;.889;63
6687;87;87;35;2107;17;14;4;1059;950;109;3.10;3;.897;65
6713;140;17;18;997;9;8;1;506;438;68;4.09;1;.866;56
6731;145;145;13;680;6;4;1;248;224;24;2.12;1;.903;59
6738;149;149;18;1002;2;12;1;735;672;63;3.77;0;.914;74
6753;131;131;15;902;15;0;0;252;216;36;2.39;0;.857;52
6761;149;149;2;69;0;0;1;39;37;2;1.74;0;.949;68
6770;146;146;22;1274;5;16;0;829;750;79;3.72;1;.905;70
6804;139;139;21;1140;12;6;1;559;509;50;2.63;3;.911;69
6810;141;141;13;781;8;4;1;313;280;33;2.53;2;.895;65
6813;130;14;16;969;9;5;2;461;416;45;2.79;0;.902;64
6821;71;71;31;1748;18;8;2;880;784;96;3.29;1;.891;64
6824;67;67;36;2147;14;22;0;1240;1113;127;3.55;2;.898;67
6837;141;25;31;1869;23;7;1;702;632;70;2.25;1;.900;63
6870;144;144;21;1240;15;5;0;514;459;55;2.66;1;.893;63
6890;142;23;3;166;1;1;0;76;68;8;2.89;0;.895;64
6896;131;131;12;718;7;5;0;241;212;29;2.42;2;.880;59
6905;68;68;21;1157;12;7;0;623;553;70;3.63;1;.888;62
6915;136;136;7;424;3;3;1;182;158;24;3.39;1;.868;55
6936;137;137;28;1632;11;13;2;922;847;75;2.76;5;.919;73
6939;69;69;40;1944;10;25;0;1478;1325;153;4.72;0;.896;65
6961;146;146;21;1252;10;10;1;703;644;59;2.83;1;.916;75
6968;145;145;29;1742;19;8;2;573;517;56;1.93;9;.902;62
6985;57;12;10;606;6;2;2;284;256;28;2.77;2;.901;65
6993;148;148;5;253;2;1;1;101;92;9;2.13;0;.911;63
7029;143;18;12;634;5;5;0;316;289;27;2.56;2;.915;69
7075;134;134;8;368;2;2;1;222;202;20;3.26;1;.910;68
7078;99;99;28;1608;19;7;1;880;783;97;3.62;1;.890;61
7115;130;130;26;1582;16;7;3;715;656;59;2.24;5;.917;70
7142;85;85;12;576;9;0;0;261;237;24;2.50;1;.908;62
7211;103;103;28;1640;20;4;3;723;641;82;3.00;0;.887;58
7215;103;103;11;659;10;0;1;239;217;22;2.00;0;.908;61
7218;99;99;11;556;5;4;0;240;213;27;2.91;1;.888;56
7237;75;75;25;1333;15;6;1;758;682;76;3.42;0;.900;64
7269;67;67;7;267;2;2;0;207;191;16;3.59;1;.923;67
7271;82;82;39;2348;24;14;1;1317;1186;131;3.35;2;.901;71
7302;128;128;19;1046;3;11;4;726;650;76;4.36;1;.895;62
7327;140;17;26;1413;7;13;2;837;753;84;3.57;0;.900;66
7389;74;74;32;1864;24;5;3;799;714;85;2.74;0;.894;61
7409;70;70;29;1732;23;5;1;676;601;75;2.60;4;.889;59
7461;115;115;27;1524;13;13;1;866;760;106;4.17;2;.878;60
7466;112;112;14;707;6;4;0;393;345;48;4.07;0;.878;53
7480;136;136;10;492;3;5;0;245;217;28;3.41;0;.886;58
7512;113;113;30;1715;13;15;2;1065;950;115;4.02;0;.892;63
7538;109;109;28;1616;14;11;3;701;619;82;3.04;2;.883;56
7596;79;79;28;1649;20;5;3;713;637;76;2.76;3;.893;60
7598;66;66;24;1368;13;10;0;602;540;62;2.72;4;.897;62
7628;87;87;1;60;0;1;0;33;28;5;5.00;0;.848;45
7630;94;94;11;402;2;4;1;237;198;39;5.81;0;.835;42
7654;97;97;22;1168;6;14;1;769;684;85;4.36;1;.889;62
7666;97;97;21;1113;7;9;1;667;589;78;4.20;0;.883;59
7716;89;89;31;1549;6;16;2;1033;915;118;4.57;0;.886;57
7717;87;87;1;5;0;0;0;1;1;0;0.00;0;1.000;48
7735;96;96;16;703;4;7;1;360;314;46;3.92;0;.872;52
7749;100;100;16;682;2;9;0;425;362;63;5.54;0;.852;46
7816;68;68;26;1432;14;8;2;726;650;76;3.18;1;.895;63
7840;66;66;19;1098;11;4;3;526;461;65;3.55;0;.876;54
7849;72;72;20;1100;12;5;1;539;478;61;3.33;0;.887;58
7855;84;84;35;1643;5;21;0;1262;1119;143;5.22;0;.887;58
7864;69;69;23;1183;13;6;0;666;578;88;4.46;1;.868;53
7904;79;79;13;769;6;4;2;345;309;36;2.81;2;.896;65
7908;64;64;19;899;6;9;0;585;518;67;4.47;0;.885;59
7911;65;65;38;1941;14;21;1;1289;1143;146;4.51;3;.887;60
7966;122;122;20;939;3;13;1;630;563;67;4.28;0;.894;60
7971;121;121;3;59;0;0;0;42;33;9;9.04;0;.786;35
7993;108;108;26;1426;16;8;0;749;652;97;4.08;1;.870;54
7999;107;107;15;481;0;9;0;347;292;55;6.86;0;.841;43
8000;105;105;2;119;0;2;0;73;65;8;4.01;0;.890;56
8014;105;105;11;551;5;3;0;342;303;39;4.24;0;.886;57
8015;122;122;24;1286;1;17;2;872;763;109;5.08;0;.875;55
8031;106;106;27;1562;15;9;3;806;720;86;3.30;2;.893;63
8037;107;107;4;164;0;2;0;112;95;17;6.19;0;.848;39
8056;108;108;15;741;8;4;0;402;354;48;3.88;0;.881;57
8057;120;120;13;778;7;6;0;345;301;44;3.39;2;.872;57
8108;116;116;23;1370;19;4;0;508;451;57;2.50;2;.888;59
8109;107;107;30;1519;3;21;1;929;804;125;4.93;0;.865;50
8133;77;77;32;1511;4;24;0;1139;1001;138;5.48;0;.879;55
8150;113;113;1;65;1;0;0;46;44;2;1.85;0;.957;97
8165;88;88;32;1726;18;11;0;827;715;112;3.89;0;.865;52
8236;101;101;26;1428;8;17;1;912;783;129;5.42;0;.859;48
8314;94;94;31;1662;17;9;1;870;770;100;3.61;0;.885;55
8320;93;93;23;962;4;9;0;704;629;75;4.68;0;.893;60
8322;86;86;14;760;8;6;0;395;356;39;3.08;1;.901;63
8367;70;70;13;685;8;2;1;308;280;28;2.45;2;.909;64
8404;64;64;27;1526;7;16;2;895;794;101;3.97;0;.887;58
8420;76;76;21;1124;11;6;2;499;428;71;3.79;0;.858;50
8429;73;73;14;425;1;3;0;330;291;39;5.50;0;.882;56
8442;74;74;12;610;6;3;0;335;303;32;3.14;1;.904;63
8447;78;78;4;209;1;2;0;138;121;17;4.88;0;.877;54
8450;81;81;20;810;2;9;1;635;555;80;5.93;0;.874;54
8474;63;63;12;680;7;3;0;307;266;41;3.61;2;.866;53
8476;63;63;33;1796;24;6;1;823;740;83;2.77;5;.899;63
8493;80;80;2;120;2;0;0;46;42;4;2.00;0;.913;66
8499;78;78;21;1211;7;9;4;681;610;71;3.52;1;.896;62
8511;82;82;5;137;2;0;0;81;75;6;2.62;1;.926;56
8529;111;111;29;1620;20;7;0;763;679;84;3.11;1;.890;59
8549;106;106;13;687;5;5;0;411;363;48;4.19;1;.883;58
8564;110;110;19;1117;11;5;2;483;420;63;3.38;0;.870;53
8590;120;120;24;1447;17;7;0;574;520;54;2.24;3;.906;63
8595;108;108;6;323;1;3;1;156;131;25;4.63;0;.840;46
8612;116;116;5;304;3;1;1;110;100;10;1.97;1;.909;62
8614;119;119;15;678;4;5;1;432;381;51;4.51;0;.882;53
8626;109;109;11;558;5;2;1;248;223;25;2.68;2;.899;64
8629;118;118;21;1244;12;4;4;574;514;60;2.89;1;.895;63
8658;117;117;11;652;7;4;0;281;243;38;3.50;0;.865;54
8703;112;112;29;1584;14;12;1;820;722;98;3.71;1;.880;57
8711;72;72;25;1378;9;10;4;702;603;99;4.31;0;.859;50
8717;119;119;22;1089;4;13;2;711;613;98;5.40;0;.862;52
8729;116;116;9;489;6;2;0;227;203;24;2.94;1;.894;62
8745;102;102;33;1755;27;3;0;833;757;76;2.60;1;.909;65
8768;91;91;9;535;6;2;1;281;249;32;3.59;1;.886;56
8794;90;90;17;725;3;7;0;436;383;53;4.38;0;.878;51
8820;96;96;26;1353;12;9;1;709;608;101;4.48;0;.858;47
8847;102;102;8;417;1;5;0;221;185;36;5.17;0;.837;43
8869;92;92;9;207;1;0;0;158;136;22;6.37;0;.861;47
8875;101;101;19;799;5;6;0;501;445;56;4.20;0;.888;55
8882;94;94;3;175;2;1;0;85;72;13;4.44;0;.847;45
8938;83;83;19;913;11;3;1;437;393;44;2.89;2;.899;58
8939;77;77;23;951;3;9;1;658;581;77;4.86;1;.883;56
8953;65;65;14;461;0;3;1;351;307;44;5.72;0;.875;51
8956;80;80;29;1637;25;1;1;545;495;50;1.83;5;.908;61
8974;63;63;1;60;1;0;0;10;7;3;3.00;0;.700;38
8991;80;80;14;765;9;3;1;258;222;36;2.82;2;.860;51
9004;84;84;24;991;1;17;0;762;665;97;5.87;0;.873;51
9034;76;76;25;1422;15;6;2;651;567;84;3.54;0;.871;52
9060;75;75;21;1161;7;10;2;632;566;66;3.41;1;.896;61
9068;69;69;10;381;0;5;0;339;302;37;5.81;0;.891;59
9114;112;112;8;402;4;4;0;240;215;25;3.73;0;.896;59
9121;118;118;18;872;9;5;1;408;374;34;2.34;5;.917;64
9199;110;110;18;993;9;8;0;471;409;62;3.74;0;.868;51
9202;111;111;11;538;5;3;1;249;210;39;4.34;0;.843;46
9224;117;117;25;1445;17;6;1;614;546;68;2.82;3;.889;58
9226;89;89;17;731;2;12;0;515;441;74;6.07;0;.856;48
9227;90;90;27;1322;11;11;2;800;699;101;4.58;0;.874;53
9245;95;95;8;341;3;3;0;156;137;19;3.33;0;.878;53
9247;78;78;21;1252;11;6;4;696;636;60;2.87;1;.914;69
9273;93;93;25;1142;5;14;3;833;723;110;5.77;0;.868;53
9274;91;91;28;1644;23;3;1;701;611;90;3.28;0;.872;56
9275;100;100;30;1485;8;14;3;840;734;106;4.28;1;.874;54
9279;95;95;31;1714;19;7;2;765;656;109;3.81;1;.858;48
9287;86;86;25;1404;15;5;2;700;623;77;3.29;3;.890;61
9291;104;104;20;902;10;4;0;511;442;69;4.59;0;.865;51
9292;83;83;9;517;5;3;0;255;222;33;3.82;0;.871;52
9312;115;115;16;700;7;3;0;425;386;39;3.34;1;.908;66
9313;105;105;27;1498;10;14;2;1053;943;110;4.40;1;.896;69
9339;121;121;29;1448;6;19;0;1112;984;128;5.30;0;.885;59
9341;113;113;9;454;4;2;0;246;222;24;3.17;0;.902;65
9347;71;71;15;795;6;6;2;509;455;54;4.07;2;.894;63
9350;73;73;41;2105;6;30;2;1482;1308;174;4.96;0;.883;58
9353;85;85;28;1648;17;11;0;805;700;105;3.82;0;.870;54
9361;114;114;34;1846;21;9;1;868;784;84;2.73;2;.903;63
9367;98;98;31;1789;12;15;3;1024;905;119;3.99;0;.884;63
9379;92;92;36;2013;5;29;2;1648;1461;187;5.57;0;.887;64
9391;81;81;35;1652;8;21;0;1076;932;144;5.23;0;.866;54
9943;104;-1;24;1296;9;11;2;739;653;86;3.98;0;.884;54
9944;88;-1;11;441;2;4;1;251;217;34;4.62;0;.865;48
9954;95;-1;3;171;2;1;0;70;61;9;3.15;0;.871;53
9967;104;-1;3;102;0;2;0;64;48;16;9.40;0;.750;24
