Game Id;PlayerId;TeamId;Game Rating;Game Rating Off;Game Rating Def;G;A;+/-;SOG;MS;BS;PIM;HT;TK;GV;SHF;TOT;PP;SH;EV;FOW;FOL;FO%;Team Shots on;Team Shots Against on;Team Shots Missed on;Team Shots Missed Against on;Team Shots Blocked on;Team Shots Blocked Against on;Team Goals on;Team Goal Against on;Team Shots off;Team Shots Against off;Team Shots Missed off;Team Shots Missed Against off;Team Shots Blocked off;Team Shots Blocked Against off;Team Goals off;Team Goal Against off;OZ Starts;NZ Starts;DZ Starts;Team OZ Starts;Team NZ Starts;Team DZ Starts;SQ0SQ1SQ2SQ3SQ4
65517;5870;23;46.8;46;47.6;0;0;-1;2;0;0;0;0;0;2;9;538;0;52;485;0;0;0;1;13;0;2;1;4;0;1;18;32;3;5;9;12;2;5;1;6;4;6;24;17;00110
65517;5912;23;59.6525;64.885;43.2;0;0;-1;5;1;0;0;0;0;1;14;1043;224;0;819;0;0;0;7;8;1;1;3;5;1;2;12;37;2;6;7;11;1;4;3;6;2;6;24;17;03030
65517;6179;23;64.4675;61.56;65.219;1;0;-1;2;2;1;0;0;1;0;12;712;68;47;595;7;1;87.5;7;8;2;1;2;3;1;2;12;37;1;6;8;13;1;4;0;5;3;6;24;17;10220
65517;6236;23;59.2245;52.63;66.913;0;0;-1;0;0;4;0;0;0;0;15;983;66;0;917;0;0;0;4;10;1;1;3;6;0;1;15;35;2;6;7;10;2;5;2;6;3;6;24;17;13000
65517;6344;2;66.126;64.98;66.792;0;0;-1;2;0;0;0;3;0;1;17;1064;174;0;890;0;0;0;9;5;0;2;5;4;0;1;36;14;7;1;11;6;6;1;4;6;2;17;24;6;00110
65517;6345;23;68.587;69.635;66.913;0;1;-2;0;0;1;0;4;1;1;14;1131;0;179;952;0;1;0.0;5;13;2;2;2;9;0;2;14;32;1;5;8;7;2;4;0;6;7;6;24;17;10000
65517;6444;23;68.2125;69.255;66.066;0;1;-1;4;0;2;0;0;0;0;15;1020;95;174;750;1;3;25.0;8;11;2;1;2;4;1;2;11;34;1;6;8;12;1;4;0;6;7;6;24;17;20211
65517;6458;2;75.863;79.42;73.81;1;1;2;6;0;2;2;3;1;0;19;1175;19;16;1139;0;0;0;13;6;1;1;7;5;3;1;32;13;6;2;9;5;3;1;4;11;0;17;24;6;26000
65517;6551;23;56.924;51.11;63.646;0;0;-1;0;0;4;0;0;1;0;18;1157;0;195;962;0;0;0;11;16;2;1;4;7;2;3;8;29;1;6;6;9;0;3;0;8;8;6;24;17;22000
65517;6605;2;71.69;62.415;82.643;1;1;4;1;0;2;0;1;1;0;10;683;0;0;683;4;6;40.0;12;7;0;0;6;3;4;0;33;12;7;3;10;7;2;2;6;5;0;17;24;6;11001
65517;7063;2;92.9295;86.45;91.839;0;1;0;4;0;3;0;3;2;1;21;1360;151;99;1109;1;0;100.0;14;10;1;2;5;5;2;2;31;9;6;1;11;5;4;0;5;7;2;17;24;6;31111
65517;7605;2;66.8215;74.385;43.8;1;0;-2;2;0;1;0;0;0;0;21;1411;162;65;1183;8;7;53.3;15;6;0;2;4;6;0;2;30;13;7;1;12;4;6;0;5;8;3;17;24;6;02001
65517;7615;2;64.2535;54.53;77.803;0;2;3;5;1;2;2;1;0;1;23;1484;235;117;1132;0;0;0;25;6;5;1;6;2;3;0;20;13;2;2;10;8;3;2;13;8;3;17;24;6;05300
65517;8182;2;66.768;67.64;64.856;1;0;3;2;0;0;0;0;0;0;9;653;0;0;653;0;0;0;10;7;1;0;7;3;3;0;35;12;6;3;9;7;3;2;6;4;0;17;24;6;00011
65518;340;17;61.953;57.57;66.792;0;0;1;4;1;4;0;2;0;0;20;1450;0;202;1248;0;0;0;10;11;3;0;8;9;2;1;13;20;2;4;9;9;0;3;3;8;9;11;24;23;36000
65518;401;17;66.7145;81.795;38.2;1;0;-2;3;1;0;2;1;0;0;14;1035;81;0;954;0;1;0.0;8;7;2;3;6;7;1;3;15;24;3;1;11;11;1;1;3;7;3;11;24;23;04000
65518;427;17;64.414;51.775;79.739;0;0;0;0;0;0;0;1;2;2;9;690;196;0;493;0;0;0;3;3;0;0;2;2;0;0;20;28;5;4;15;16;2;4;3;4;3;11;24;23;00000
65518;614;31;65.4305;50.445;83.732;0;0;2;1;0;3;0;1;0;0;13;896;0;0;896;0;0;0;10;6;2;1;6;5;2;0;21;17;2;4;12;12;2;2;6;6;2;23;24;11;12100
65518;771;31;72.118;57.95;84.942;0;1;1;0;0;0;0;4;1;1;24;1320;152;220;947;14;7;66.7;9;6;4;1;3;4;1;0;22;17;0;4;15;13;3;2;8;6;7;23;24;11;00000
65518;957;31;64.2;67.45;63.646;0;1;0;2;1;0;4;1;1;0;18;1267;143;52;1071;0;0;0;7;7;3;3;5;5;1;1;24;16;1;2;13;12;3;1;7;6;2;23;24;11;01101
65518;1025;31;77.575;81.985;71.027;0;1;1;7;0;1;0;1;0;0;14;865;111;0;753;0;0;0;12;6;0;1;4;4;1;0;19;17;4;4;14;13;3;2;7;6;3;23;24;11;02240
65518;1101;31;61.632;55.67;68.486;0;1;1;2;0;0;0;0;0;0;20;1287;80;253;952;0;0;0;8;7;2;1;6;5;1;0;23;16;2;4;12;12;3;2;8;8;4;23;24;11;01100
65518;1106;31;73.616;76.095;69.091;1;0;1;2;2;1;0;0;0;1;19;1195;213;32;949;0;1;0.0;7;5;4;1;6;4;1;0;24;18;0;4;12;13;3;2;11;8;2;23;24;11;11210
65518;1173;31;67.2495;55.005;82.038;0;0;1;1;0;2;0;0;0;0;21;1268;142;56;1069;0;0;0;8;8;0;1;5;6;1;0;23;15;4;4;13;11;3;2;6;12;5;23;24;11;21000
65518;1448;31;62.381;60.135;64.493;1;0;0;5;0;1;0;0;0;1;12;889;41;0;847;0;0;0;7;8;0;2;4;5;1;1;24;15;4;3;14;12;3;1;4;5;2;23;24;11;10221
65518;1458;17;48.85;55.67;39.1;0;0;-3;1;0;0;0;1;0;0;17;1038;68;51;918;0;0;0;8;11;2;3;3;4;0;3;15;20;3;1;14;14;2;1;4;7;8;11;24;23;01000
65518;1553;31;79.929;77.71;76.472;0;2;2;3;0;0;2;2;0;0;12;827;111;0;716;0;0;0;9;5;1;0;4;4;2;0;22;18;3;5;14;13;2;2;7;6;3;23;24;11;00021
65518;1575;17;64.7885;60.325;72.116;0;1;0;1;1;2;2;2;0;0;15;961;32;1;927;0;0;0;9;12;1;4;2;4;1;1;14;19;4;0;15;14;1;3;4;10;8;11;24;23;12100
65518;1684;31;58.101;54.815;48.9;2;0;1;2;0;1;0;0;0;1;9;553;0;0;553;5;3;62.5;6;3;0;1;5;3;2;1;25;20;4;4;13;14;2;1;2;5;1;23;24;11;10020
65518;1821;17;59.7595;54.91;60.863;0;0;-1;1;0;0;0;2;0;2;16;958;248;0;710;1;3;25.0;4;8;0;3;3;3;0;1;19;23;5;1;14;15;2;3;6;6;6;11;24;23;01000
65518;1877;31;62.4345;58.425;66.066;0;0;0;2;0;0;0;0;1;2;15;1121;141;75;904;8;5;61.5;9;8;0;2;4;6;1;1;22;15;4;3;14;11;3;1;6;7;1;23;24;11;00011
65518;2880;17;57.566;67.735;36.3;0;1;-2;0;0;0;0;0;0;2;15;874;61;0;812;0;0;0;6;8;3;0;6;5;1;3;17;23;2;4;11;13;1;1;1;4;7;11;24;23;00000
65518;2950;17;59.8665;63.745;46.6;0;1;0;1;0;0;2;1;0;0;13;925;80;23;821;0;1;0.0;8;8;0;1;1;5;1;1;15;23;5;3;16;13;1;3;2;5;4;11;24;23;01000
65518;3865;17;73.509;59.375;90.629;0;0;0;0;0;3;0;1;1;2;18;1112;0;253;859;1;2;33.3;7;9;2;1;5;6;0;0;16;22;3;3;12;12;2;4;4;8;9;11;24;23;21000
65518;3890;17;60.027;54.91;65.824;1;0;1;4;0;0;0;2;0;2;8;602;0;52;549;0;0;0;5;8;0;0;3;4;1;0;18;23;5;4;14;14;1;4;0;5;4;11;24;23;02200
65518;5384;31;57.994;55.765;49.7;0;0;-1;3;0;1;0;1;1;0;19;1268;58;103;1105;0;0;0;13;11;1;3;7;5;1;2;18;12;3;2;11;12;3;0;11;4;5;23;24;11;03100
65518;5489;17;58.743;52.915;65.461;0;0;-1;1;0;1;0;0;1;0;17;1085;32;59;993;0;0;0;4;11;1;0;7;5;0;1;19;20;4;4;10;13;2;3;1;9;7;11;24;23;02000
65518;5761;17;67.624;49.6;92.686;0;0;1;1;0;3;0;0;2;1;19;1291;0;196;1095;0;0;0;9;9;2;1;6;9;1;0;14;22;3;3;11;9;1;4;3;7;8;11;24;23;12100
65518;5772;31;54.356;53.105;47.7;0;0;-1;1;0;1;2;0;0;1;9;572;0;28;543;2;0;100.0;4;4;0;2;6;4;0;1;27;19;4;3;12;13;4;1;4;5;1;23;24;11;10010
65518;5892;31;64.2;48.4;86.636;0;0;1;0;0;4;0;0;0;1;19;1314;76;206;1032;0;0;0;8;6;1;1;5;7;1;0;23;17;3;4;13;10;3;2;4;14;4;23;24;11;22000
65518;5922;31;63.879;68.21;47.6;0;0;-1;1;0;0;0;0;0;0;9;632;0;120;512;0;0;0;3;3;0;1;5;3;0;1;28;20;4;4;13;14;4;1;2;5;2;23;24;11;00100
65518;6173;17;59.5455;54.625;61.71;0;0;-2;1;0;1;0;1;1;0;16;1105;97;79;927;6;12;33.3;6;10;2;1;6;7;0;2;17;21;3;3;11;11;2;2;4;7;8;11;24;23;10100
65518;6216;31;65.056;68.02;50;0;1;1;1;0;0;0;0;0;0;11;652;0;23;629;0;0;0;8;7;0;0;4;5;1;0;23;16;4;5;14;12;3;2;4;5;1;23;24;11;00001
65518;6254;17;74.793;68.97;80.828;0;0;-1;1;1;2;0;3;1;1;14;949;0;0;949;0;0;0;6;9;2;0;9;5;0;1;17;22;3;4;8;13;2;3;2;7;7;11;24;23;12100
65518;6346;31;59.492;52.63;67.518;0;1;1;2;1;2;0;0;0;0;15;969;0;0;969;0;0;0;15;7;2;3;7;6;2;1;16;16;2;2;11;11;2;1;9;4;2;23;24;11;23000
65518;6415;17;57.031;54.625;49.1;0;0;0;3;0;1;0;0;0;0;16;1119;208;0;910;0;0;0;7;7;1;0;8;5;1;1;16;24;4;4;9;13;1;3;4;7;5;11;24;23;04000
65518;6434;17;60.9365;59.85;48.7;0;0;-2;1;0;2;0;2;0;0;16;855;217;0;637;4;7;36.4;5;9;0;3;1;4;0;2;18;22;5;1;16;14;2;2;5;6;3;11;24;23;02100
65518;6509;17;64.4675;50.35;72.479;0;0;0;0;0;0;0;3;0;1;8;553;0;100;452;2;5;28.6;4;6;0;0;2;1;0;0;19;25;5;4;15;17;2;4;0;6;4;11;24;23;00000
65518;7340;17;72.974;64.22;80.828;0;1;0;4;1;2;0;1;1;1;16;1053;229;0;823;8;4;66.7;5;6;3;0;7;5;1;1;18;25;2;4;10;13;1;3;4;5;6;11;24;23;20311
65518;8736;31;64.842;54.72;62.436;0;0;0;0;0;1;0;4;0;0;9;613;1;0;612;6;6;50.0;8;7;0;0;4;4;1;1;23;16;4;5;14;13;3;1;5;6;2;23;24;11;10000
65505;16;14;62.5415;55.385;70.906;0;0;-1;0;0;1;0;3;0;0;20;1279;0;65;1214;0;0;0;11;7;1;2;3;1;0;1;12;25;1;1;8;9;2;2;2;9;4;9;18;17;10000
65505;30;24;63.3975;51.3;78.045;0;0;0;1;0;3;0;0;1;0;16;983;0;82;901;0;0;0;7;4;0;0;4;6;0;0;25;19;3;2;6;5;3;2;4;2;3;17;18;9;22000
65505;305;14;63.8255;52.725;79.618;0;0;0;1;0;1;2;1;2;0;17;1074;0;0;1074;0;0;0;6;9;0;0;7;3;0;0;17;23;2;3;4;7;2;3;6;3;3;9;18;17;11000
65505;764;14;57.9405;50.635;66.55;0;0;-1;1;0;0;0;0;2;0;8;455;0;0;455;0;0;0;3;11;0;0;1;1;0;1;20;21;2;3;10;9;2;2;1;3;9;9;18;17;00100
65505;867;14;69.443;64.6;71.874;0;2;1;1;0;1;0;2;0;1;13;1058;0;0;1058;3;8;27.3;7;10;0;1;5;5;2;1;16;22;2;2;6;5;0;2;4;6;1;9;18;17;01010
65505;928;24;64.628;72.96;44;0;1;-1;1;0;0;0;2;0;1;14;947;0;0;947;0;0;0;10;6;0;2;4;1;1;2;22;17;3;0;6;10;2;0;4;5;2;17;18;9;00001
65505;966;24;72.76;80.56;61.468;2;0;2;4;0;0;0;0;0;0;12;892;103;0;789;1;0;100.0;8;6;1;0;0;2;2;0;24;17;2;2;10;9;1;2;6;5;2;17;18;9;01030
65505;1040;24;64.0395;52.82;77.077;0;0;-1;2;1;1;0;1;3;3;16;1208;103;0;1104;10;4;71.4;9;9;1;2;4;3;1;2;23;14;2;0;6;8;2;0;5;6;4;17;18;9;01111
65505;1073;14;63.9325;62.795;64.614;0;0;0;1;1;0;0;1;0;0;11;730;22;0;707;0;0;0;4;5;1;0;2;5;0;0;19;27;1;3;9;5;2;3;1;2;1;9;18;17;00200
65505;1134;14;62.274;54.53;67.034;0;0;0;3;0;0;0;1;0;1;14;897;161;0;736;0;0;0;4;4;1;1;1;4;0;0;19;28;1;2;10;6;2;3;2;4;2;9;18;17;01110
65505;1252;14;49.3;47;63.162;0;0;-1;1;0;0;0;0;0;1;8;571;0;0;571;6;8;42.9;4;13;0;0;1;1;0;1;19;19;2;3;10;9;2;2;2;3;9;9;18;17;01000
65505;1255;14;70.0315;60.135;81.796;0;1;0;0;0;0;0;1;2;0;19;1270;155;0;1115;0;0;0;10;5;1;1;4;1;0;0;13;27;1;2;7;9;2;3;3;8;3;9;18;17;00000
65505;1279;14;60.2945;61.845;47;1;0;0;1;0;2;0;2;0;0;16;1111;7;37;1066;0;0;0;6;16;1;1;1;6;2;2;17;16;1;2;10;4;0;1;0;5;10;9;18;17;20100
65505;1413;14;60.883;51.3;69.212;0;0;0;0;0;0;0;2;0;1;11;806;0;103;703;0;5;0.0;6;4;0;2;1;2;0;0;17;28;2;1;10;8;2;3;0;4;3;9;18;17;00000
65505;1424;14;65.805;60.04;67.76;1;0;0;3;0;0;0;2;1;1;15;943;15;37;889;0;0;0;5;9;0;0;4;3;1;1;18;23;2;3;7;7;1;2;0;3;4;9;18;17;01110
65505;1816;24;69.015;66.785;70.543;0;0;0;1;0;0;0;1;1;1;10;869;0;102;767;2;0;100.0;4;4;1;0;4;0;0;0;28;19;2;2;6;11;3;2;3;3;1;17;18;9;00100
65505;1832;24;68.159;61.085;76.351;0;2;3;1;0;1;0;1;1;0;16;1058;0;31;1027;0;0;0;13;5;1;0;5;6;3;0;19;18;2;2;5;5;0;2;4;4;1;17;18;9;02000
65505;1883;24;57.031;46.2;73.084;0;0;0;1;0;0;0;3;0;4;12;867;0;53;813;0;0;0;9;6;1;0;2;6;0;0;23;17;2;2;8;5;3;2;4;5;3;17;18;9;00010
65505;1930;24;75.9165;83.79;64.977;0;3;1;4;0;1;0;0;0;1;14;1034;103;0;930;0;0;0;13;4;0;1;4;2;2;1;19;19;3;1;6;9;1;1;5;5;1;17;18;9;10301
65505;2013;24;47.15;50;43.9;0;0;-1;1;0;1;2;0;0;0;18;1053;0;35;1018;0;0;0;9;6;0;1;4;2;0;1;23;17;3;1;6;9;3;1;6;5;4;17;18;9;01100
65505;3759;14;54.1955;54.91;43.5;0;0;-1;2;0;0;0;0;0;0;7;465;0;0;465;0;0;0;3;10;0;0;1;1;0;1;20;22;2;3;10;9;2;2;2;3;9;9;18;17;00110
65505;5460;14;61.6855;54.245;70.422;0;0;-1;3;0;2;0;1;1;0;20;1268;12;42;1212;0;0;0;8;10;1;1;7;5;0;1;15;22;1;2;4;5;2;2;5;4;3;9;18;17;12200
65505;5538;24;65.698;56.905;76.109;0;0;-1;1;0;0;0;2;2;0;11;703;0;66;637;0;1;0.0;8;5;0;0;2;4;0;1;24;18;3;2;8;7;3;1;4;3;3;17;18;9;00001
65505;5652;24;64.2;66.5;50;1;0;1;2;0;0;0;0;0;1;13;861;0;0;861;0;0;0;8;7;1;0;1;4;1;0;24;16;2;2;9;7;2;2;5;4;3;17;18;9;00011
65505;5669;24;55.747;50;65.34;0;0;1;1;0;0;2;0;0;1;8;624;0;0;624;4;5;44.4;9;4;0;0;1;5;1;0;23;19;3;2;9;6;2;2;4;4;2;17;18;9;00100
65505;5873;14;49.35;55.195;41.8;0;2;-1;1;0;2;2;0;0;0;17;1058;0;61;996;0;0;0;5;18;0;1;0;4;2;3;18;14;2;2;11;6;0;0;0;7;11;9;18;17;21000
65505;6130;24;66.6075;59.185;75.262;0;0;0;0;0;0;0;2;1;1;12;902;0;0;902;3;4;42.9;4;7;2;0;2;2;0;0;28;16;1;2;8;9;3;2;3;4;1;17;18;9;00000
65505;6322;14;71.9575;69.35;74.415;1;0;2;3;1;1;0;0;0;1;18;1318;145;0;1173;1;0;100.0;9;8;0;2;6;3;2;0;14;24;2;1;5;7;0;3;8;7;2;9;18;17;02201
65505;6330;24;69.8175;61.655;79.376;0;0;0;2;0;0;0;1;1;1;13;906;0;114;791;1;0;100.0;4;4;1;0;4;3;0;0;28;19;2;2;6;8;3;2;3;4;2;17;18;9;00101
65505;6436;24;69.1755;66.215;72.116;1;0;1;2;0;3;0;3;0;1;23;1445;12;27;1405;0;0;0;15;12;3;1;4;3;2;1;17;11;0;1;6;8;1;1;6;10;3;17;18;9;14000
65505;6449;14;76.9865;77.425;75.504;0;1;1;0;0;0;0;1;1;1;15;1139;152;0;986;0;0;0;8;7;0;1;5;2;1;0;15;25;2;2;6;8;1;3;6;7;1;9;18;17;00000
65505;6456;24;75.435;67.83;80.102;0;0;0;6;0;1;0;2;2;0;19;1171;91;58;1021;0;0;0;10;7;0;1;2;2;1;1;22;16;3;1;8;9;2;1;7;6;3;17;18;9;13120
65505;6459;14;48.85;53.39;41.5;0;0;-2;3;1;1;0;0;1;2;14;1125;0;65;1059;0;1;0.0;7;8;1;1;2;2;0;2;16;24;1;2;9;8;2;1;0;5;5;9;18;17;11201
65505;6507;14;62.381;60.705;64.735;0;0;-1;2;0;0;0;1;0;0;16;1247;168;0;1079;6;6;50.0;7;6;2;1;4;2;0;1;16;26;0;2;7;8;2;2;2;6;4;9;18;17;00110
65505;7065;24;61.4715;57;66.429;0;0;-1;3;1;0;0;3;0;1;22;1475;91;100;1282;0;0;0;10;12;2;1;1;3;0;1;22;11;1;1;9;8;3;1;7;9;4;17;18;9;02200
65505;8184;24;64.414;62.32;65.824;0;2;1;1;1;1;2;0;0;1;12;703;12;0;690;7;2;77.8;10;5;1;0;2;1;1;0;22;18;2;2;8;10;2;2;5;4;0;17;18;9;11010
65498;93;29;65.8585;71.63;47.7;0;0;-1;1;0;0;0;0;0;1;16;974;121;0;853;0;0;0;9;3;1;0;2;1;0;1;27;20;7;2;10;4;2;2;4;9;2;17;30;7;00001
65498;491;29;63.237;62.32;63.646;0;0;-1;0;1;0;0;0;1;0;15;861;0;0;861;0;0;0;7;3;2;0;1;1;0;1;29;20;6;2;11;4;2;2;2;8;1;17;30;7;00010
65498;508;152;68.694;65.17;68.002;0;1;1;1;0;0;0;1;0;2;16;1248;45;0;1202;0;1;0.0;7;10;1;2;2;6;1;0;16;26;1;6;3;6;2;2;0;6;8;7;30;17;00010
65498;581;29;74.0975;70.49;77.803;0;1;1;4;0;2;0;2;1;0;21;1456;18;148;1289;0;0;0;16;9;1;2;3;2;2;1;20;14;7;0;9;3;0;2;4;8;2;17;30;7;15000
65498;946;29;64.8955;56.525;78.408;0;0;1;6;1;0;2;1;2;0;19;1399;18;111;1269;0;0;0;14;5;4;0;6;2;1;0;22;18;4;2;6;3;1;3;6;12;3;17;30;7;04300
65498;971;152;63.772;59.09;68.97;0;0;0;2;0;0;0;0;1;0;11;683;94;85;503;1;1;50.0;3;5;0;1;1;1;0;0;20;31;2;7;4;11;3;2;0;6;5;7;30;17;00002
65498;1024;29;61.525;58.995;63.525;0;0;-1;0;0;0;0;1;1;0;8;622;0;178;443;0;1;0.0;3;5;0;1;1;0;0;1;33;18;8;1;11;5;2;2;6;2;0;17;30;7;00000
65498;1210;152;55.747;52.44;49;0;0;0;1;0;0;0;1;0;0;20;1322;0;78;1244;0;0;0;8;15;0;3;2;3;1;1;15;21;2;5;3;9;2;1;1;10;4;7;30;17;01000
65498;1404;29;78.324;68.495;74.899;0;0;0;2;1;1;0;4;1;3;20;1190;0;6;1184;0;0;0;15;11;4;1;3;2;1;1;21;12;4;1;9;3;1;2;3;14;1;17;30;7;11110
65498;1580;29;72.1715;69.635;71.632;1;0;1;1;0;0;0;1;0;0;14;1049;8;81;959;10;4;71.4;12;3;2;0;6;3;1;0;24;20;6;2;6;2;1;3;7;6;1;17;30;7;00100
65498;1662;29;75.4885;74.195;72.6;1;1;0;2;3;0;2;4;0;0;20;1188;121;39;1027;10;6;62.5;10;9;5;1;3;1;1;1;26;14;3;1;9;4;1;2;4;10;4;17;30;7;10122
65498;1764;29;65.912;68.875;61.347;0;1;0;3;1;0;0;1;1;0;10;803;8;0;794;0;0;0;7;7;3;1;6;2;1;1;29;16;5;1;6;3;1;2;5;5;1;17;30;7;13100
65498;1817;29;59.1175;58.805;48.6;0;1;-2;5;0;0;0;2;1;0;18;1186;111;53;1022;0;0;0;9;8;3;0;4;1;0;2;27;15;5;2;8;4;2;1;8;9;1;17;30;7;02300
65498;1916;152;68.373;60.23;77.924;0;0;0;1;0;3;0;2;0;0;20;1192;135;40;1015;0;0;0;7;10;0;2;2;3;0;0;16;26;2;6;3;9;3;2;1;8;2;7;30;17;22000
65498;1976;29;65.4305;68.685;49;0;1;-2;1;0;0;0;1;0;0;21;1224;121;63;1040;10;5;66.7;11;6;1;0;2;0;0;2;25;17;7;2;10;5;2;1;5;10;3;17;30;7;10001
65498;2003;29;60.562;60.23;49.8;0;0;-1;1;0;0;0;0;1;1;11;839;0;0;839;0;0;0;9;5;3;0;6;2;0;1;27;18;5;2;6;3;2;2;6;5;0;17;30;7;00100
65498;2035;29;63.986;55.005;77.077;0;0;1;3;1;0;2;3;0;0;20;1256;111;55;1089;0;0;0;13;9;4;2;5;2;1;0;23;14;4;0;7;3;1;3;5;7;4;17;30;7;03100
65498;2724;152;70.6735;71.25;69.091;1;1;2;3;1;0;0;1;1;1;16;950;38;0;911;0;0;0;8;10;1;2;2;2;2;0;15;26;1;6;3;10;1;2;0;10;3;7;30;17;01021
65498;2780;152;65.591;64.22;66.55;1;0;1;1;0;1;0;0;0;0;10;743;0;0;743;0;0;0;4;10;0;1;1;2;1;0;19;26;2;7;4;10;2;2;0;8;5;7;30;17;01001
