PlayerId;TeamId;FranchiseId;GP;G;A;+/-;PIM;PP G;PP A;SH G;SH A;Fights;Fights_Won;HIT;GvA;TkA;SB;GR;Game Rating Off;Game Rating Def;SOG;TOI;PPTOI;SHTOI;PDO;GF/60;GA/60;SF/60;SA/60;CF;CA;CF%;CF% rel;FF;FA;FF%;FF% rel;GWG;FO;FOW
118;10;10;26;0;8;-9;8;0;2;0;0;0;0;17;13;14;8;60;57;60;36;16990;155;474;95.4;1.7;3.6;33.7;37.3;226;258;46.7;0.5;180;206;46.6;1.2;0;144;59
128;12;12;31;2;9;0;4;0;1;0;1;0;0;17;13;11;3;58;55;59;19;18442;1118;734;96.0;3.7;3.7;39.2;27.5;334;231;59.1;2.2;235;170;58.0;1.7;0;204;123
129;34;2;46;6;10;-13;20;1;3;0;0;0;0;36;13;2;46;70;59;79;121;39895;6614;3554;97.1;2.8;3.9;32.3;33.5;632;687;47.9;-2.1;473;510;48.1;-1.8;0;0;0
137;26;26;26;1;5;-1;6;0;1;0;1;0;0;16;8;5;11;59;55;61;11;12924;290;1436;99.1;2.2;2.8;34.0;37.6;208;213;49.4;0.8;152;157;49.2;2.9;0;120;65
143;41;7;72;21;21;-5;48;7;6;0;1;2;0;68;17;20;71;66;61;69;156;56797;9750;4862;100.3;2.5;2.8;27.1;31.6;852;923;48.0;-0.6;605;678;47.2;-1.0;5;112;51
153;3;3;50;4;9;-13;8;0;0;0;0;0;0;41;48;13;10;60;58;58;82;31070;804;174;97.4;2.3;3.7;29.9;35.8;439;510;46.3;-3.2;304;366;45.4;-4.7;0;4;2
162;40;20;74;6;10;-20;26;2;3;0;0;0;0;43;4;4;17;56;53;56;74;35441;3982;3316;96.6;2.0;4.0;24.9;34.2;480;647;42.6;-0.4;353;474;42.7;-0.2;1;174;100
192;44;44;50;9;17;13;28;2;0;0;1;2;0;40;4;13;15;61;58;60;75;31348;1012;3388;101.6;4.0;2.8;35.6;28.5;552;447;55.3;3.5;404;347;53.8;2.0;2;32;11
207;59;1;63;9;19;11;36;0;0;1;1;0;0;58;18;9;11;65;59;68;97;39398;1073;11717;99.6;3.9;3.1;36.2;27.7;713;558;56.1;2.8;527;413;56.1;2.0;1;660;384
215;26;26;64;5;19;-21;20;0;0;0;0;0;0;67;9;21;101;60;57;63;116;70148;921;4257;98.1;2.7;3.7;30.9;35.6;967;1049;48.0;-1.3;703;802;46.7;-0.6;1;0;0
217;25;25;67;13;15;-18;14;3;2;0;0;0;0;76;62;41;17;66;64;65;121;52541;4460;238;97.3;2.5;3.6;32.3;35.0;770;785;49.5;3.6;538;599;47.3;1.7;0;48;28
221;43;17;73;11;23;4;28;1;0;0;1;0;0;22;10;5;11;61;57;62;75;50945;1207;4348;100.8;3.3;3.0;28.2;27.6;736;797;48.0;-0.7;535;579;48.0;-0.4;2;713;355
231;152;152;22;4;5;-15;16;0;0;0;0;0;0;27;20;11;8;60;60;57;26;17595;23;106;98.3;2.9;5.7;24.1;42.1;214;299;41.7;-5.2;151;241;38.5;-8.0;0;86;36
234;50;26;57;6;36;-7;38;2;14;1;0;0;0;52;19;12;91;66;58;76;120;48697;9135;4222;97.3;2.5;3.2;33.9;31.6;841;777;52.0;-3.6;636;584;52.1;-3.3;1;2;1
262;56;56;74;9;18;32;34;1;1;0;1;0;0;105;11;29;154;65;50;80;94;72276;823;14161;103.1;3.9;2.5;32.5;28.1;1191;1028;53.7;7.8;892;775;53.5;7.5;1;0;0
300;18;18;66;7;15;0;20;1;0;0;1;0;0;141;24;43;69;64;61;65;133;73825;2220;4195;99.5;3.4;3.4;35.9;34.4;1191;1094;52.1;0.3;867;831;51.1;-0.2;0;0;0
303;12;12;11;1;4;-1;0;0;0;0;0;0;0;6;5;4;4;64;66;57;21;6996;87;0;98.6;3.6;4.1;37.0;37.0;124;98;55.9;-4.5;77;79;49.4;-9.9;0;2;0
305;14;14;77;12;38;20;28;2;2;1;1;0;0;114;20;63;96;63;58;65;180;94513;2325;3313;101.6;3.9;3.2;36.8;35.8;1557;1415;52.4;0.7;1130;1083;51.1;-0.6;2;0;0
315;27;27;58;1;20;2;30;0;1;0;1;1;1;100;19;33;56;62;58;63;100;55089;933;4030;100.2;3.6;3.6;36.9;37.4;920;862;51.6;0.2;673;667;50.2;-1.6;1;0;0
318;28;28;76;11;22;-1;23;1;0;0;0;1;0;49;30;38;26;61;56;63;57;46237;556;2900;100.4;3.2;3.2;30.6;31.8;640;649;49.7;-2.7;465;472;49.6;-2.9;1;499;257
332;44;30;66;17;31;-3;22;7;15;0;0;0;0;90;9;9;16;66;62;67;135;46985;14657;1903;99.9;2.8;2.8;30.7;29.7;746;723;50.8;-1.3;537;532;50.2;-1.4;2;853;476
340;17;17;82;9;21;-27;34;0;1;0;1;0;0;114;25;36;157;61;57;63;189;98397;636;9084;98.9;2.8;3.8;30.2;37.4;1304;1588;45.1;0.4;945;1181;44.4;1.2;2;0;0
343;59;1;45;2;18;2;28;0;0;0;1;0;0;60;5;24;64;69;50;88;49;46497;343;8613;97.0;3.3;3.2;33.0;24.6;778;586;57.0;3.7;576;436;56.9;2.8;0;0;0
344;40;10;15;3;4;-7;12;0;0;0;1;0;0;24;5;1;13;52;52;52;20;13398;128;1518;93.9;3.2;5.4;28.2;30.6;196;211;48.2;-7.4;150;160;48.4;-6.0;2;0;0
350;54;10;67;7;25;21;36;0;3;0;1;0;0;73;6;12;53;66;55;78;124;63265;5579;6552;100.3;3.7;2.6;36.1;26.2;1132;869;56.6;1.3;856;652;56.8;2.0;1;0;0
353;155;154;76;20;23;7;26;8;11;0;0;0;0;68;14;13;32;66;59;72;199;41011;16576;482;101.1;3.1;2.3;34.5;29.1;745;599;55.4;-4.4;534;442;54.7;-5.5;5;39;12
357;44;44;50;7;10;-1;18;0;0;2;1;0;0;30;3;15;15;61;56;64;46;27383;208;9125;96.7;3.2;3.7;32.7;28.5;446;420;51.5;0.5;346;308;52.9;2.5;2;616;326
361;27;27;82;37;28;12;12;1;2;0;0;0;0;143;82;32;29;68;71;59;237;70466;2273;107;100.8;4.2;3.5;37.1;33.7;1214;1033;54.0;3.9;855;771;52.6;2.2;6;24;9
364;53;8;39;2;5;-10;10;0;0;0;0;0;0;78;10;6;1;56;52;55;35;21003;338;2124;98.1;2.2;3.9;26.6;38.4;273;397;40.7;-4.5;209;308;40.4;-4.1;0;67;25
377;14;14;28;3;9;3;8;0;0;0;0;0;0;32;7;11;36;60;55;64;45;27413;56;1081;100.0;3.5;3.2;39.3;34.8;486;422;53.5;1.5;341;303;53.0;2.0;1;0;0
398;12;12;74;1;20;21;24;0;0;0;3;2;0;76;16;42;176;61;52;71;118;73924;252;10543;100.6;3.5;2.7;35.7;30.0;1242;1028;54.7;-0.7;864;718;54.6;0.4;0;0;0
401;17;17;82;17;23;-19;38;0;0;0;1;2;0;76;68;66;38;64;62;66;113;77876;3720;549;99.4;2.8;3.7;30.4;37.4;1055;1296;44.9;0.1;763;943;44.7;1.5;4;481;189
402;152;152;50;3;7;-27;24;0;0;0;0;2;0;54;11;15;32;58;55;58;81;46421;199;1573;94.7;1.5;3.6;26.7;33.6;603;642;48.4;6.0;430;526;45.0;3.0;0;0;0
408;30;30;81;8;23;14;12;0;4;1;1;0;0;103;16;54;65;62;59;64;190;90590;4415;7999;101.1;3.7;3.3;34.9;34.1;1367;1284;51.6;0.2;1035;999;50.9;-0.1;2;0;0
419;53;8;26;10;12;-4;8;3;7;0;0;0;0;42;10;15;29;74;65;81;96;22366;6816;4279;101.5;2.9;3.4;29.1;39.9;320;434;42.4;-1.7;226;318;41.5;-2.1;1;103;36
427;17;17;79;6;15;-27;8;1;3;0;0;0;0;65;47;29;24;61;59;60;48;46388;4118;1019;98.7;2.2;4.0;23.6;38.6;534;752;41.5;-3.8;367;579;38.8;-5.6;1;6;3
430;8;8;82;29;50;13;32;6;17;0;0;0;0;184;90;53;34;78;82;70;257;77999;14499;1273;98.3;3.6;2.8;42.6;27.6;1455;925;61.1;7.4;1079;689;61.0;7.2;6;134;58
446;56;56;40;4;12;-1;28;1;1;0;1;0;0;45;20;5;89;59;52;66;53;42471;1321;4926;100.3;2.6;2.7;28.7;30.4;624;682;47.8;1.9;465;507;47.8;2.5;0;0;0
467;48;14;76;3;6;-15;44;0;0;0;0;0;0;100;10;2;2;54;51;52;48;27477;189;5378;96.2;2.1;4.2;25.9;35.4;358;484;42.5;-6.8;265;368;41.9;-7.6;1;69;27
469;21;21;72;5;13;5;22;0;0;1;2;0;0;62;43;20;34;62;56;67;65;34844;231;11232;99.7;2.4;2.4;30.5;29.3;472;477;49.7;-3.6;340;330;50.7;-3.4;0;218;97
472;19;19;82;14;33;8;48;0;4;2;4;2;1;54;62;42;58;62;56;66;102;63469;844;6770;100.6;2.8;2.6;29.6;29.8;822;871;48.6;1.1;605;628;49.1;1.7;2;782;396
473;20;20;82;19;34;-2;25;1;2;0;4;1;0;91;90;40;33;67;67;61;140;70748;3665;4798;100.7;3.6;3.8;31.2;35.3;975;1112;46.7;-1.8;718;810;47.0;-2.1;3;80;41
475;7;7;81;14;19;3;26;0;4;2;1;0;0;70;22;51;122;62;59;65;167;86328;3018;4670;99.9;3.5;3.4;35.5;33.9;1371;1279;51.7;-0.1;1000;951;51.3;-1.0;1;0;0
484;53;53;63;10;12;-14;55;5;3;0;0;1;0;75;8;10;22;65;58;68;92;35212;11861;1081;98.6;2.7;3.8;29.3;36.2;510;617;45.3;0.7;386;478;44.7;0.2;1;196;97
489;50;26;47;3;10;16;28;0;0;0;1;0;0;74;13;25;65;66;48;86;50;41036;481;8328;100.5;3.7;2.5;36.3;25.5;731;539;57.6;5.4;541;403;57.3;5.8;0;0;0
491;29;29;80;17;26;-7;9;1;0;0;0;0;0;62;81;27;18;65;68;55;151;70047;789;113;99.4;3.0;3.3;33.5;34.5;1116;1053;51.5;0.0;790;790;50.0;-1.3;5;0;0
504;38;25;9;1;3;-9;0;1;1;0;0;0;0;9;4;3;10;69;59;76;23;7602;1235;511;85.1;1.4;5.7;29.8;28.9;119;114;51.1;-1.5;95;78;54.9;1.9;1;7;3
508;152;152;82;14;26;-31;24;0;2;3;2;0;0;89;100;42;32;63;61;63;104;72035;4814;6852;97.0;2.1;3.9;25.3;35.0;816;1056;43.6;-0.2;593;826;41.8;-1.0;3;488;233
509;125;124;65;13;13;-10;90;0;1;1;0;0;0;130;13;26;39;61;57;60;88;51947;1272;8820;100.4;2.8;3.7;27.2;36.6;757;923;45.1;-4.9;552;713;43.6;-5.9;1;195;99
510;54;10;75;12;19;20;40;0;0;3;1;0;0;140;12;10;46;62;56;63;100;49274;266;6416;102.8;3.3;2.2;32.3;29.5;837;761;52.4;-4.7;611;561;52.1;-4.8;1;750;370
512;9;9;82;30;54;51;31;0;5;0;0;1;0;155;79;45;35;69;68;67;189;76285;3715;866;104.7;4.9;2.5;38.8;30.8;1339;1041;56.3;4.6;972;740;56.8;4.5;0;129;52
513;19;19;82;21;27;4;25;2;11;0;0;1;0;100;62;39;32;68;65;67;115;55627;12789;242;103.1;3.5;2.8;28.9;30.9;722;775;48.2;0.7;519;552;48.5;0.9;5;20;8
516;125;124;65;19;29;-11;58;7;8;1;0;0;0;63;14;6;36;67;62;66;138;44859;10367;295;100.0;3.0;4.0;30.0;39.5;753;875;46.3;-1.5;547;660;45.3;-1.8;1;797;376
517;44;30;66;8;8;-8;52;1;0;0;0;0;0;130;21;29;100;63;52;73;91;61358;2687;12135;99.6;2.9;3.4;28.5;31.9;946;981;49.1;-3.6;689;743;48.1;-4.0;2;2;0
519;25;25;82;22;35;-14;26;1;2;0;0;0;0;112;101;59;47;66;64;65;184;83544;4133;6022;100.4;3.1;3.7;28.9;36.0;1080;1287;45.6;-1.1;793;981;44.7;-1.2;2;115;60
522;8;8;82;26;49;19;22;1;2;0;0;0;0;135;81;44;41;70;73;59;245;80134;4600;471;99.9;4.4;3.5;38.6;30.5;1337;1085;55.2;-1.1;1010;803;55.7;-0.4;3;1;0
543;153;152;68;8;23;29;30;0;0;0;1;0;0;77;15;11;47;62;52;70;129;63774;1003;7806;101.2;3.8;2.1;38.5;24.3;1261;789;61.5;6.3;955;601;61.4;5.8;3;0;0
549;153;152;64;9;18;13;16;0;0;3;0;0;0;42;16;21;51;64;56;70;74;32195;1073;11036;100.8;3.4;2.1;34.2;23.5;594;431;58.0;-0.8;439;302;59.2;0.6;1;284;130
553;31;31;53;3;14;7;17;0;0;1;0;1;1;51;7;20;65;60;55;65;82;47593;244;2300;101.9;3.1;2.6;30.4;31.8;665;659;50.2;0.9;475;488;49.3;0.6;0;0;0
554;0;0;82;8;27;-29;73;2;1;0;0;7;4;125;14;50;76;60;58;60;177;88020;3134;2451;96.9;2.7;4.0;30.6;33.7;1158;1274;47.6;0.4;862;962;47.3;-1.1;1;1;1
581;29;29;82;10;50;21;46;5;11;0;2;0;0;112;31;68;127;64;58;70;253;94062;12907;7164;101.3;3.9;3.1;36.7;32.5;1604;1455;52.4;1.5;1133;996;53.2;3.3;1;0;0
601;56;56;13;0;2;5;8;0;0;0;0;0;0;15;3;3;12;64;51;79;17;12615;204;1143;103.6;3.1;1.7;30.8;26.0;205;179;53.4;-3.5;149;126;54.2;-3.1;0;0;0
609;50;26;34;9;10;0;29;1;1;0;0;0;0;21;5;5;11;61;58;61;65;24029;997;917;95.7;3.4;3.3;39.3;25.2;443;313;58.6;3.1;338;239;58.6;3.5;0;9;4
612;44;30;37;7;13;7;6;0;0;0;3;0;0;40;13;17;27;60;52;68;61;33202;150;5298;100.8;3.1;2.6;32.0;29.0;528;484;52.2;-2.5;409;363;53.0;-1.0;0;0;0
614;31;31;51;7;9;3;24;1;0;0;1;0;0;50;9;14;136;59;51;70;61;48332;501;4211;101.2;2.9;2.9;32.8;37.9;707;835;45.8;-2.6;502;585;46.2;-1.9;0;0;0
618;0;0;73;10;16;-25;14;0;0;0;2;0;0;58;55;18;32;61;60;59;84;53209;472;2983;95.8;2.0;3.9;26.9;33.4;624;821;43.2;-5.6;462;598;43.6;-5.9;1;38;19
662;1;1;39;5;13;-2;8;0;1;0;1;0;0;46;32;12;10;64;62;62;42;25987;894;817;99.8;2.9;3.2;30.8;32.8;326;379;46.2;-3.5;257;267;49.0;-2.1;0;1;0
664;36;3;64;4;11;-18;37;0;0;0;1;0;0;90;16;12;46;63;55;67;82;46351;196;13119;97.5;1.9;3.4;24.6;34.0;572;821;41.1;-2.8;420;603;41.1;-3.0;0;396;161
670;155;154;72;7;17;27;60;0;1;0;0;0;0;115;9;35;184;64;50;79;85;70566;1116;13866;98.9;3.6;2.3;39.8;22.9;1445;845;63.1;6.3;1074;616;63.6;6.6;1;0;0
671;54;54;53;9;9;0;32;0;0;1;0;0;0;49;21;11;49;58;51;66;89;47607;514;6500;98.8;2.4;2.7;31.5;30.5;776;735;51.4;-6.1;547;549;49.9;-7.8;0;0;0
676;44;30;73;23;39;-6;40;11;21;0;0;0;0;41;19;10;40;70;69;67;231;55561;18792;198;97.8;2.9;3.0;34.0;28.3;963;784;55.1;4.1;722;586;55.2;4.7;1;122;62
687;36;3;58;3;15;-22;22;0;0;1;0;0;0;44;14;10;47;63;56;64;44;42962;1176;10656;98.0;2.0;3.9;25.1;38.4;574;810;41.5;-1.6;411;598;40.7;-3.0;0;659;330
689;2;2;82;10;31;9;16;0;2;1;0;0;0;79;66;36;21;64;61;63;107;52950;2779;4232;100.5;3.7;3.1;32.6;28.4;753;683;52.4;-0.6;557;493;53.0;-1.2;0;186;97
696;33;29;68;17;31;7;32;3;7;0;0;0;0;45;6;23;65;68;61;71;122;53665;7294;315;101.1;4.0;3.4;32.4;30.1;858;830;50.8;2.7;662;603;52.3;4.2;5;880;474
697;12;12;82;10;49;30;30;2;3;0;5;0;0;127;19;54;87;63;59;66;204;91162;4618;6237;101.3;3.9;2.9;36.8;31.8;1542;1221;55.8;0.2;1120;933;54.6;-0.6;3;0;0
705;44;30;73;6;18;12;46;0;1;0;1;0;0;120;9;28;94;64;50;79;88;72376;549;12763;99.4;2.5;2.0;32.1;23.9;1227;883;58.2;8.8;907;660;57.9;8.9;0;38;11
714;44;30;71;7;30;2;48;1;4;0;0;0;0;53;18;24;46;69;62;72;109;62476;7316;7205;100.5;2.7;2.5;30.3;30.1;965;951;50.4;-2.2;724;711;50.5;-1.5;0;187;81
717;28;28;81;7;29;13;18;0;0;0;1;0;0;78;58;51;43;62;56;66;60;57990;389;4617;103.4;3.8;3.0;32.2;36.5;863;881;49.5;-3.1;617;685;47.4;-5.0;1;565;266
720;44;30;73;25;19;16;46;12;6;0;0;0;0;60;13;9;34;63;59;65;152;50921;14290;144;103.7;3.3;2.1;30.6;28.8;792;777;50.5;-1.7;598;574;51.0;-0.5;3;44;21
728;30;30;75;20;24;22;48;1;1;0;0;4;1;143;82;35;29;68;65;68;148;68902;4798;1326;104.2;3.0;1.9;27.9;28.3;848;922;47.9;1.3;627;646;49.3;0.9;4;17;8
729;10;10;72;11;12;-11;24;1;0;0;0;1;0;82;44;34;60;66;63;66;99;62675;543;1041;98.7;2.1;2.6;30.0;32.2;835;920;47.6;0.1;621;657;48.6;2.3;2;33;13
731;32;23;76;18;37;-1;34;6;14;0;1;0;0;98;29;10;48;75;65;82;211;75497;22034;5295;101.3;3.3;3.2;29.6;32.6;1137;1233;48.0;-0.8;842;914;47.9;-0.8;3;0;0
732;125;124;33;4;5;1;26;0;0;0;0;0;0;33;12;8;18;65;58;69;52;25792;104;4273;98.5;3.2;3.3;31.7;28.8;457;362;55.8;4.9;333;273;55.0;4.6;0;440;213
736;55;9;75;24;44;9;52;13;19;0;0;0;0;79;24;13;57;70;64;74;226;65759;14826;245;100.4;3.3;2.7;34.5;28.9;1160;950;55.0;-0.2;856;693;55.3;0.2;4;88;40
739;32;23;36;18;21;1;26;8;4;0;0;0;0;41;5;6;17;72;67;76;124;31229;10568;1755;100.5;3.5;3.2;31.1;30.4;499;468;51.6;0.7;383;354;52.0;0.6;1;48;16
748;124;124;48;3;10;-5;16;1;0;0;2;0;0;55;15;27;45;59;55;60;65;47172;784;5106;99.6;3.4;4.0;31.1;35.4;643;708;47.6;-4.2;485;549;46.9;-4.2;0;0;0
752;38;38;72;7;20;-3;40;0;4;1;1;0;0;68;13;22;82;68;52;85;119;68079;5916;7137;100.3;2.9;3.1;28.7;31.9;985;1111;47.0;1.7;745;818;47.7;2.1;0;1;1
754;43;17;63;7;12;-3;24;1;3;0;0;0;0;79;9;28;73;61;52;69;102;60037;5644;8170;98.5;2.9;3.2;30.7;29.1;909;957;48.7;0.3;674;684;49.6;1.7;3;0;0
758;29;29;29;4;5;0;0;0;0;0;0;0;0;16;26;6;7;58;56;55;35;13778;76;229;98.8;3.9;3.9;34.2;31.1;211;218;49.2;-2.8;156;151;50.8;-1.3;0;1;0
764;31;31;46;2;6;-1;16;0;0;0;0;0;0;37;25;9;12;58;53;60;43;23049;245;932;99.6;2.8;3.0;35.3;35.6;361;355;50.4;1.3;268;271;49.7;2.5;0;4;2
765;34;2;46;4;11;-3;14;0;1;0;0;0;0;77;9;5;17;58;56;55;61;30369;388;1924;97.2;3.4;3.9;33.5;30.0;491;471;51.0;1.8;375;350;51.7;2.5;1;20;10
766;7;7;82;21;21;17;31;0;0;3;0;1;0;46;48;54;74;64;56;72;106;57299;306;12318;101.8;3.4;2.6;34.4;32.1;897;877;50.6;-1.5;653;614;51.5;-0.4;5;845;416
768;48;14;52;4;7;0;43;0;0;1;2;0;0;90;9;15;55;59;51;68;58;43597;205;9180;100.8;3.1;3.2;30.0;34.4;641;758;45.8;-5.5;485;549;46.9;-3.9;1;0;0
770;32;23;6;1;3;-2;2;0;1;0;0;0;0;7;1;2;1;64;60;66;12;4086;416;85;97.7;1.8;3.5;32.6;45.8;78;79;49.7;-1.7;54;60;47.4;-4.9;0;0;0
771;31;31;82;18;54;13;30;4;13;1;0;0;0;98;98;82;61;67;59;75;139;74016;11658;6208;103.2;3.8;3.0;34.3;37.0;1149;1173;49.5;2.0;833;896;48.2;1.2;2;1253;642
773;40;20;65;16;25;-2;58;0;3;1;1;0;0;79;12;23;21;65;63;62;111;57167;1737;9003;101.5;2.7;3.1;25.4;34.3;788;954;45.2;3.3;559;736;43.2;0.8;3;131;66
774;48;14;76;5;18;-7;40;1;0;1;2;0;0;68;15;20;64;56;52;59;63;53723;1262;8864;99.9;3.0;3.7;27.7;33.4;741;875;45.9;-3.4;555;680;44.9;-4.7;1;24;6
775;59;1;51;4;10;6;12;1;0;0;0;0;0;14;5;6;6;57;54;57;61;26784;330;1179;102.2;3.0;2.2;30.9;29.2;427;402;51.5;-1.4;323;285;53.1;-0.7;0;13;8
778;153;152;62;8;19;18;22;0;2;0;0;0;0;19;18;17;25;65;56;72;86;33888;1924;4566;103.3;3.8;1.8;34.5;23.2;601;431;58.2;-1.2;442;320;58.0;-1.8;0;456;216
788;44;30;59;9;17;-1;26;1;3;1;0;0;0;31;6;19;36;60;56;61;60;38224;4498;2102;100.6;2.7;2.9;26.2;29.7;547;572;48.9;-3.7;386;437;46.9;-5.4;2;133;68
790;18;18;76;10;19;41;41;0;1;1;0;1;0;110;19;59;132;64;58;70;147;87966;3714;6682;104.4;3.6;2.1;30.5;28.2;1129;1147;49.6;2.8;853;811;51.3;2.9;3;0;0
791;37;27;33;3;8;-1;10;0;0;1;3;0;0;30;5;8;33;65;51;79;44;30831;403;4226;98.6;2.5;3.0;30.4;32.1;470;481;49.4;4.7;349;370;48.5;3.4;0;0;0
794;20;20;68;5;9;-5;16;0;0;0;1;0;0;44;30;5;8;59;57;55;58;29810;97;637;98.6;2.5;3.0;32.2;32.7;424;435;49.4;1.4;312;320;49.4;1.0;0;4;3
797;30;30;76;13;20;29;14;1;0;1;0;0;0;67;57;17;22;62;56;66;67;53836;2936;1037;107.8;2.9;1.1;26.1;30.9;594;775;43.4;-4.8;449;550;44.9;-5.0;3;552;269
801;27;27;62;5;15;-7;10;0;0;1;2;0;0;43;39;29;17;60;55;64;59;33696;43;8510;98.5;3.2;4.3;32.7;37.7;521;547;48.8;-1.6;366;416;46.8;-3.8;0;404;200
802;3;3;82;28;38;21;20;0;2;1;1;0;0;108;69;38;15;70;74;60;240;77371;7971;1069;101.9;4.0;3.0;37.2;34.6;1306;1227;51.6;3.4;954;895;51.6;2.6;8;29;11
803;26;26;82;19;13;-22;25;0;1;0;0;1;0;109;72;31;13;65;65;60;192;69712;3060;856;98.6;2.3;3.4;29.7;37.1;915;1038;46.9;-2.3;654;824;44.2;-3.4;3;4;1
814;44;30;7;4;2;3;4;0;0;0;0;0;0;9;1;5;0;69;64;70;20;6373;382;959;103.2;3.4;1.7;33.3;24.3;111;71;61.0;7.1;85;53;61.6;7.6;1;8;5
815;10;10;64;3;11;-5;8;0;0;0;0;0;0;49;43;11;14;60;57;59;64;35220;35;1036;99.8;2.5;3.0;29.0;34.2;462;503;47.9;0.1;331;380;46.6;-1.0;0;20;12
816;59;1;5;2;0;-1;2;0;0;0;0;0;0;6;1;2;6;65;61;68;4;4440;80;475;102.7;3.2;4.1;23.5;36.5;62;79;44.0;-4.4;43;60;41.7;-4.9;1;7;4
819;20;20;82;19;27;5;20;1;5;0;0;0;0;79;105;37;51;61;57;64;142;66415;4086;1120;101.6;2.9;2.5;29.3;30.6;848;964;46.8;-1.6;623;670;48.2;-0.4;2;12;7
822;47;12;66;8;19;-22;34;1;9;0;0;0;0;54;10;13;53;65;61;66;122;55888;8934;1664;99.4;1.8;3.0;24.4;38.1;684;1092;38.5;2.0;515;815;38.7;1.7;0;104;53
823;12;12;82;46;46;4;30;13;9;7;3;0;0;60;77;87;46;72;65;78;200;75674;14178;11815;98.1;3.4;3.3;37.9;30.7;1297;1001;56.4;1.1;938;744;55.8;1.2;8;1356;752
828;45;45;31;2;8;3;14;0;0;1;0;0;0;22;7;6;33;59;52;67;29;26624;45;3799;102.2;4.1;3.8;31.1;35.0;442;483;47.8;-8.4;316;351;47.4;-8.7;1;0;0
829;154;154;82;9;22;-15;17;4;6;1;2;1;0;132;12;73;95;65;61;67;212;85857;10376;4734;99.0;2.4;3.0;28.6;31.7;1053;1181;47.1;-0.8;789;885;47.1;-1.6;0;0;0
834;18;18;82;18;30;6;36;1;2;0;1;2;0;81;77;16;30;60;58;59;119;58414;1551;1038;102.1;3.8;3.4;32.4;35.6;869;905;49.0;-3.9;610;679;47.3;-5.3;2;3;3
836;54;10;75;10;23;41;38;0;0;1;2;0;0;122;11;27;64;67;53;80;133;70883;652;14189;100.5;4.4;2.4;37.7;21.5;1381;810;63.0;10.3;1021;605;62.8;10.3;3;0;0
