PlayerId;G;LD;RD;LW;C;RW;Aggression;Bravery;Determination;Teamplayer;Leadership;Temperament;Professionalism;Mental Toughness;Goalie Stamina;Acceleration;Agility;Balance;Speed;Stamina;Strength;Fighting;Screening;Getting Open;Passing;Puck Handling;Shooting Accuracy;Shooting Range;Offensive Read;Checking;Faceoffs;Hitting;Positioning;Shot Blocking;Stickchecking;Defensive Read;G Positioning;G Passing;G Pokecheck;Blocker;Glove;Rebound;Recovery;G Puckhandling;Low Shots;G Skating;Reflexes;Skating;Shooting;Playmaking;Defending;Physicality;Conditioning;Character;Hockey Sense;Goalie Technique;Goalie Overall Positioning;Ability;Potential
43;0;19;20;8;5;5;14;16;16;14;15;8;15;1;1;14;13;15;14;14;15;9;8;14;14;15;9;15;13;16;8;17;16;15;15;14;1;1;1;1;1;1;1;1;1;1;1;14;12;12;15;14;17;12;15;0;0;2.5;2.5
52;0;20;17;8;5;5;8;13;13;13;13;12;14;1;1;14;12;14;14;11;12;7;6;11;15;15;9;17;14;14;7;13;14;12;15;13;1;1;1;1;1;1;1;1;1;1;1;14;13;12;13;10;15;11;13;0;0;1.5;1.5
65;0;15;20;5;5;8;9;14;13;13;13;16;13;1;1;14;13;14;14;11;14;7;7;10;13;13;7;17;12;14;6;13;17;14;14;15;1;1;1;1;1;1;1;1;1;1;1;14;12;13;14;11;15;11;16;0;0;1.5;1.5
66;0;19;20;8;5;5;8;14;16;16;14;15;15;1;1;16;17;15;14;16;13;6;7;10;15;16;7;16;13;16;9;14;15;15;15;15;1;1;1;1;1;1;1;1;1;1;1;15;11;15;15;11;18;11;15;0;0;2.5;2.5
68;0;8;5;20;16;13;8;12;14;18;17;15;14;1;1;15;13;16;18;13;14;6;10;16;15;14;15;5;18;10;9;9;12;6;11;13;1;1;1;1;1;1;1;1;1;1;1;16;12;15;9;10;16;11;17;0;0;1.5;1.5
72;0;8;5;12;20;10;7;11;13;16;13;15;15;1;1;14;14;13;15;13;11;7;14;14;14;15;12;6;16;11;13;10;12;7;13;13;1;1;1;1;1;1;1;1;1;1;1;14;12;13;10;10;16;12;15;0;0;1.5;1.5
74;0;19;12;20;10;12;8;15;15;14;13;14;14;1;1;16;14;13;15;16;13;6;14;14;14;14;15;7;14;13;11;12;16;6;15;18;1;1;1;1;1;1;1;1;1;1;1;14;14;12;12;12;17;12;14;0;0;2;2.5
75;0;17;20;8;5;5;11;12;12;14;12;11;12;1;1;14;14;12;13;12;11;6;6;10;15;14;10;15;14;13;6;14;12;13;13;13;1;1;1;1;1;1;1;1;1;1;1;13;12;13;12;10;15;11;12;0;0;1;1
76;0;5;8;10;20;12;12;14;13;16;13;11;13;1;1;14;15;13;14;11;12;8;15;13;16;15;14;8;15;12;15;14;16;7;13;13;1;1;1;1;1;1;1;1;1;1;1;13;15;14;12;13;15;10;14;0;0;2;2
80;0;13;20;10;5;14;11;13;11;15;13;13;14;1;1;14;14;14;14;10;14;7;11;12;15;15;7;14;13;15;8;14;14;13;15;14;1;1;1;1;1;1;1;1;1;1;1;14;10;14;14;12;15;10;14;0;0;1.5;1.5
81;0;8;5;12;20;10;13;15;10;15;14;7;15;1;1;13;12;13;13;10;13;13;14;12;15;17;13;5;15;13;14;13;12;7;13;11;1;1;1;1;1;1;1;1;1;1;1;13;11;14;11;13;14;10;13;0;0;1.5;1.5
82;0;13;20;5;5;8;8;13;16;20;14;13;16;1;1;16;16;15;16;16;11;8;7;14;17;17;11;20;16;13;8;13;16;14;15;16;1;1;1;1;1;1;1;1;1;1;1;15;15;15;14;10;18;12;16;0;0;3;3
83;0;8;5;20;19;12;10;15;15;17;13;14;13;1;1;13;11;12;11;13;12;8;15;13;12;14;14;5;13;16;14;16;15;8;15;13;1;1;1;1;1;1;1;1;1;1;1;12;12;12;13;13;16;11;13;0;0;1.5;1.5
84;0;5;8;12;10;20;12;16;11;14;14;10;15;1;1;14;14;16;15;12;12;8;14;15;16;15;15;6;13;14;12;12;14;8;13;14;1;1;1;1;1;1;1;1;1;1;1;15;13;13;12;13;15;10;14;0;0;2;2
85;0;8;5;20;19;14;7;13;13;19;13;15;13;1;1;15;16;13;14;11;11;6;13;13;16;16;13;7;16;13;15;11;13;8;13;12;1;1;1;1;1;1;1;1;1;1;1;14;13;16;11;11;15;10;14;0;0;1.5;1.5
86;0;20;14;8;5;5;8;14;12;13;13;14;14;1;1;15;14;13;13;11;14;7;7;13;14;14;9;15;13;14;7;15;14;13;15;14;1;1;1;1;1;1;1;1;1;1;1;13;12;12;14;11;15;10;14;0;0;1.5;1.5
93;0;8;5;16;12;20;7;15;16;20;16;16;19;1;1;14;17;14;16;19;10;5;13;18;18;17;14;8;19;11;12;8;10;6;14;14;1;1;1;1;1;1;1;1;1;1;1;14;15;17;10;10;19;14;18;0;0;2.5;2.5
102;20;0;0;0;0;0;7;1;14;16;13;1;14;15;20;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;14;13;14;15;15;13;11;13;14;14;0;0;8;0;1;10;12;0;12;13;2;2
107;0;5;8;18;12;20;9;14;15;14;13;14;16;1;1;15;14;15;15;15;13;8;14;14;15;16;15;7;15;13;10;14;15;9;15;15;1;1;1;1;1;1;1;1;1;1;1;15;14;13;13;12;17;12;14;0;0;2.5;2.5
110;0;19;20;8;5;5;10;14;15;14;14;14;15;1;1;13;13;16;13;14;14;8;8;10;13;14;7;15;13;14;6;15;15;15;16;15;1;1;1;1;1;1;1;1;1;1;1;14;11;13;15;12;17;12;15;0;0;2;2.5
111;0;20;12;8;5;5;12;16;14;16;14;11;16;1;1;15;14;14;15;15;13;11;7;14;17;15;12;19;15;13;7;13;15;14;13;14;1;1;1;1;1;1;1;1;1;1;1;14;15;14;13;12;17;11;14;0;0;2.5;2.5
112;0;5;8;20;14;18;9;14;15;15;14;16;15;1;1;16;16;14;14;14;12;8;14;17;14;15;18;6;15;12;11;11;12;9;13;13;1;1;1;1;1;1;1;1;1;1;1;14;15;12;11;12;16;11;16;0;0;2;2
117;0;8;5;20;10;19;8;14;17;15;15;14;15;1;1;16;17;16;17;14;12;8;15;17;15;16;18;5;16;12;10;14;14;8;15;14;1;1;1;1;1;1;1;1;1;1;1;16;14;12;12;12;16;12;16;0;0;3;3
118;0;8;5;19;20;19;9;14;12;14;12;14;16;1;1;14;18;16;16;14;16;9;16;17;16;15;16;8;17;15;11;15;13;8;13;13;1;1;1;1;1;1;1;1;1;1;1;15;16;13;12;14;16;11;17;0;0;3;3
120;0;8;5;20;14;16;10;15;12;15;12;12;14;1;1;12;12;14;12;19;14;7;15;13;14;16;13;6;14;15;11;13;14;7;13;14;1;1;1;1;1;1;1;1;1;1;1;12;12;13;12;13;19;11;13;0;0;1.5;2
124;20;0;0;0;0;0;6;1;16;15;12;1;17;14;18;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;12;15;12;14;15;14;12;15;13;17;0;0;8;0;1;9;11;0;13;14;2;2.5
128;0;5;8;14;20;12;6;15;16;16;18;18;14;1;1;9;10;15;11;18;11;5;14;14;18;16;14;8;14;17;18;11;15;7;18;19;1;1;1;1;1;1;1;1;1;1;1;11;15;15;14;11;19;15;14;0;0;3;3
129;0;20;14;8;5;5;10;13;14;14;13;13;13;1;1;15;12;14;14;14;13;9;6;13;15;15;10;18;17;11;7;10;13;12;11;13;1;1;1;1;1;1;1;1;1;1;1;14;14;12;11;10;17;11;13;0;0;1.5;1.5
134;0;12;5;19;13;20;6;14;12;15;13;17;14;1;1;15;14;13;12;9;13;5;11;14;15;15;14;7;13;18;12;14;14;5;12;15;1;1;1;1;1;1;1;1;1;1;1;13;14;14;12;11;14;11;13;0;0;1.5;1.5
137;0;5;8;14;20;19;7;14;14;15;15;16;15;1;1;12;10;14;12;14;14;7;16;17;17;17;16;7;17;16;17;14;14;9;13;19;1;1;1;1;1;1;1;1;1;1;1;12;15;13;13;13;17;12;17;0;0;3;3
142;0;17;20;5;5;8;6;15;16;16;17;17;17;1;1;15;12;15;16;18;12;5;6;14;15;16;9;15;15;14;5;11;13;14;15;13;1;1;1;1;1;1;1;1;1;1;1;15;12;13;14;10;18;14;13;0;0;2.5;2.5
143;0;8;5;20;12;12;9;12;14;15;15;14;14;1;1;15;14;14;14;13;12;9;14;14;16;14;15;7;16;12;12;11;14;9;13;15;1;1;1;1;1;1;1;1;1;1;1;14;14;13;12;11;16;12;15;0;0;2;2.5
150;20;0;0;0;0;0;8;1;17;16;18;1;15;18;20;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;12;13;15;15;15;15;13;14;14;13;0;0;8;0;1;10;13;0;12;15;3;3
151;0;8;5;20;18;12;14;15;12;14;15;6;13;1;1;11;11;12;13;11;14;11;15;14;12;14;14;6;15;15;13;13;10;7;11;11;1;1;1;1;1;1;1;1;1;1;1;12;13;12;10;14;15;11;14;0;0;1;1
153;0;5;8;19;10;20;8;13;17;17;14;16;17;1;1;17;15;15;15;15;15;7;18;15;16;15;16;8;17;14;12;13;15;7;14;15;1;1;1;1;1;1;1;1;1;1;1;15;16;15;12;13;17;12;16;0;0;3;3
156;20;0;0;0;0;0;7;1;15;14;12;1;14;15;18;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;12;11;12;14;14;13;14;11;16;13;13;0;0;8;0;1;9;12;0;11;13;1.5;2
160;0;8;5;12;20;10;10;12;11;18;13;12;12;1;1;12;12;12;12;10;12;6;14;12;17;15;12;5;16;13;14;10;13;6;13;15;1;1;1;1;1;1;1;1;1;1;1;12;11;16;11;11;15;11;14;0;0;1;1
162;0;5;9;16;20;19;7;14;14;15;16;15;15;1;1;12;12;8;9;17;13;6;15;14;15;17;14;7;18;11;17;13;15;7;13;13;1;1;1;1;1;1;1;1;1;1;1;9;14;13;11;12;18;12;16;0;0;2;2
167;20;0;0;0;0;0;9;1;13;17;15;1;17;17;20;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;13;14;12;13;15;12;12;13;13;15;0;0;9;0;1;9;11;0;13;13;1.5;1.5
181;0;12;20;5;5;8;8;14;12;14;12;14;14;1;1;13;13;16;13;12;14;7;7;13;14;15;9;17;14;11;7;12;12;12;12;15;1;1;1;1;1;1;1;1;1;1;1;14;13;12;11;11;16;10;13;0;0;1.5;1.5
190;0;8;5;20;10;17;9;16;11;15;12;13;14;1;1;13;14;14;14;10;14;7;12;12;12;14;15;5;14;14;9;14;13;7;14;13;1;1;1;1;1;1;1;1;1;1;1;13;12;12;12;13;15;10;13;0;0;1;1
192;0;5;8;14;10;20;10;17;14;15;14;12;13;1;1;13;13;16;13;15;14;11;13;14;15;17;14;6;18;14;11;14;13;8;14;15;1;1;1;1;1;1;1;1;1;1;1;14;13;14;12;13;17;12;16;0;0;2.5;2.5
197;0;5;8;12;10;20;12;14;13;12;12;11;13;1;1;13;11;13;13;12;13;9;14;13;13;13;13;5;14;13;10;14;13;7;13;14;1;1;1;1;1;1;1;1;1;1;1;13;11;11;11;13;16;11;13;0;0;1;1
198;0;12;20;5;5;8;11;15;11;13;15;12;11;1;1;14;12;14;13;13;14;7;6;11;13;15;9;18;15;13;7;12;11;13;14;15;1;1;1;1;1;1;1;1;1;1;1;13;13;12;12;11;16;11;13;0;0;1.5;1.5
199;0;5;8;12;20;16;9;17;10;13;12;12;13;1;1;14;14;12;13;12;12;7;12;13;13;15;14;7;13;14;13;12;13;8;13;14;1;1;1;1;1;1;1;1;1;1;1;13;14;12;12;12;16;11;13;0;0;1;1
205;0;8;5;19;16;20;8;14;14;13;13;15;15;1;1;14;13;14;14;14;14;7;16;15;13;14;13;6;13;14;10;14;14;9;14;14;1;1;1;1;1;1;1;1;1;1;1;14;12;11;12;13;17;11;14;0;0;1.5;1.5
207;0;8;5;14;20;14;6;13;14;14;16;14;13;1;1;13;12;13;15;13;15;6;15;16;17;15;15;7;14;15;17;14;16;7;18;18;1;1;1;1;1;1;1;1;1;1;1;13;14;13;14;12;16;13;15;0;0;3;3
215;0;20;19;8;5;5;7;15;14;15;16;16;16;1;1;17;16;10;15;17;13;6;6;17;17;19;9;17;16;17;9;10;14;15;13;13;1;1;1;1;1;1;1;1;1;1;1;14;13;15;14;10;18;13;13;0;0;3;3
217;0;8;5;20;19;12;9;15;14;14;19;13;12;1;1;12;13;16;18;16;19;7;17;16;15;15;17;7;14;18;18;15;15;6;13;16;1;1;1;1;1;1;1;1;1;1;1;15;15;13;13;15;18;14;15;0;0;3.5;3.5
218;0;14;20;5;5;8;8;15;15;17;15;12;18;1;1;14;9;15;12;14;17;8;9;11;10;13;6;15;13;18;6;17;16;17;14;15;1;1;1;1;1;1;1;1;1;1;1;13;10;13;16;13;16;12;15;0;0;2;2
221;0;8;5;19;20;16;7;13;14;17;16;15;12;1;1;14;10;11;14;15;10;7;13;15;17;14;16;6;17;14;14;10;14;7;13;14;1;1;1;1;1;1;1;1;1;1;1;13;14;16;12;10;17;12;16;0;0;2;2
223;0;8;5;20;13;15;9;12;12;15;12;14;16;1;1;14;15;14;15;14;11;6;9;13;17;15;14;6;17;12;10;9;11;7;11;15;1;1;1;1;1;1;1;1;1;1;1;14;13;15;10;10;17;10;15;0;0;1.5;1.5
227;0;5;8;19;20;18;7;15;14;18;16;17;19;1;1;11;15;13;15;17;11;7;15;16;18;16;16;6;19;11;12;11;9;7;14;15;1;1;1;1;1;1;1;1;1;1;1;13;14;15;10;11;18;13;17;0;0;2.5;2.5
231;0;5;8;12;19;20;6;15;15;15;15;15;17;1;1;17;14;13;15;18;11;6;13;19;17;17;18;8;18;9;14;13;16;8;16;13;1;1;1;1;1;1;1;1;1;1;1;15;17;13;12;11;18;13;18;0;0;3;3
234;0;20;19;5;5;8;6;13;15;19;14;18;17;1;1;16;19;15;13;11;12;4;6;15;18;18;9;16;16;12;9;12;13;13;13;14;1;1;1;1;1;1;1;1;1;1;1;14;12;16;12;9;15;12;13;0;0;2.5;2.5
248;0;8;7;20;10;18;8;12;11;16;12;16;13;1;1;14;12;14;14;13;13;4;14;13;13;14;15;5;14;12;12;11;13;6;15;14;1;1;1;1;1;1;1;1;1;1;1;14;12;12;11;11;16;10;13;0;0;1.5;1.5
262;0;18;20;8;5;8;13;15;13;14;15;10;13;1;1;14;14;12;14;13;15;7;8;10;13;15;8;16;15;15;7;15;14;15;15;14;1;1;1;1;1;1;1;1;1;1;1;13;12;11;14;13;16;12;14;0;0;2;2.5
263;0;20;16;8;5;5;15;16;12;16;13;8;13;1;1;10;10;16;11;11;16;13;8;10;13;13;8;14;13;13;6;16;12;13;14;12;1;1;1;1;1;1;1;1;1;1;1;12;11;13;13;14;15;10;12;0;0;1;1
266;0;20;19;8;5;5;9;15;13;11;18;11;14;1;1;12;11;14;13;10;14;7;10;10;14;13;8;15;13;16;7;12;15;15;15;15;1;1;1;1;1;1;1;1;1;1;1;13;11;12;15;12;15;12;15;0;0;1.5;1.5
268;0;20;19;8;5;5;7;15;13;16;14;15;16;1;1;17;17;14;15;14;15;6;7;11;14;15;8;16;15;14;8;15;15;13;11;15;1;1;1;1;1;1;1;1;1;1;1;15;12;14;13;11;17;12;15;0;0;2;2
272;0;20;17;8;5;5;11;14;14;13;14;13;13;1;1;12;12;14;14;13;15;9;9;11;13;15;9;14;15;13;8;15;14;14;14;13;1;1;1;1;1;1;1;1;1;1;1;13;11;11;13;12;16;12;13;0;0;1.5;2.5
278;0;8;5;18;20;19;8;15;14;17;15;14;15;1;1;15;15;14;13;18;14;6;11;14;17;16;17;6;16;13;15;9;14;8;13;13;1;1;1;1;1;1;1;1;1;1;1;14;14;15;12;11;19;12;15;0;0;2.5;2.5
281;0;8;5;20;12;17;7;10;14;15;16;15;13;1;1;14;13;15;14;13;14;5;11;15;14;17;13;8;14;12;10;13;13;6;13;15;1;1;1;1;1;1;1;1;1;1;1;14;14;14;11;11;16;12;14;0;0;1.5;1.5
283;20;0;0;0;0;0;7;1;13;16;11;1;16;18;20;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;13;13;14;13;13;15;12;13;12;15;0;0;8;0;1;10;10;0;12;14;2;2
292;0;5;9;19;12;20;6;16;12;16;13;17;15;1;1;15;14;14;14;13;12;5;12;15;15;13;15;7;15;14;10;11;16;6;16;17;1;1;1;1;1;1;1;1;1;1;1;14;14;13;13;11;16;11;15;0;0;2;2
294;20;0;0;0;0;0;6;1;15;10;11;1;15;13;13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;14;16;15;16;15;13;13;14;17;15;0;0;6;0;1;9;12;0;14;14;2;2
297;0;18;20;5;5;8;6;15;12;14;14;16;16;1;1;14;14;16;14;10;16;6;8;10;13;14;6;15;13;15;7;15;16;15;15;14;1;1;1;1;1;1;1;1;1;1;1;14;10;13;15;12;14;10;15;0;0;2;2
300;0;17;20;5;5;8;10;15;16;19;14;14;13;1;1;13;17;13;16;16;13;8;7;16;17;19;8;18;18;14;9;14;14;13;13;15;1;1;1;1;1;1;1;1;1;1;1;14;13;15;13;11;18;11;14;0;0;3;3
303;0;8;5;19;20;16;13;17;15;14;15;10;15;1;1;19;16;14;17;14;15;9;12;16;14;17;15;7;14;10;13;11;13;6;13;14;1;1;1;1;1;1;1;1;1;1;1;16;14;12;10;13;17;12;15;0;0;2.5;2.5
305;0;19;20;5;5;8;8;16;16;17;17;15;19;1;1;14;16;19;16;18;18;7;9;15;17;15;9;17;17;17;9;11;14;12;19;15;1;1;1;1;1;1;1;1;1;1;1;16;13;15;15;12;18;13;14;0;0;4;4
315;0;14;20;5;5;8;8;16;14;14;14;15;12;1;1;14;13;14;11;17;13;8;7;15;18;17;11;13;17;14;6;13;17;13;14;13;1;1;1;1;1;1;1;1;1;1;1;13;12;14;14;11;18;13;15;0;0;2.5;2.5
318;0;8;5;19;20;12;8;15;14;15;16;15;13;1;1;16;14;14;14;18;16;7;16;16;16;15;16;6;16;14;17;15;15;9;15;16;1;1;1;1;1;1;1;1;1;1;1;14;14;14;13;14;19;13;16;0;0;3;3
329;0;20;18;8;5;5;8;11;12;14;17;14;14;1;1;14;14;12;14;11;11;5;7;12;14;17;13;16;13;13;7;11;16;11;13;12;1;1;1;1;1;1;1;1;1;1;1;13;14;12;13;9;15;12;14;0;0;1.5;1.5
332;0;8;5;19;20;14;9;13;15;17;15;13;15;1;1;9;12;13;11;17;11;7;17;14;17;16;15;8;17;9;18;15;11;7;15;13;1;1;1;1;1;1;1;1;1;1;1;11;15;15;10;13;18;12;15;0;0;2;2
333;0;8;5;16;20;15;8;13;12;16;15;16;14;1;1;11;11;12;14;15;13;7;13;16;16;17;15;7;17;13;15;14;13;7;15;14;1;1;1;1;1;1;1;1;1;1;1;12;14;14;12;12;17;12;16;0;0;2;2
340;0;20;18;8;5;5;8;17;15;14;16;14;14;1;1;12;15;15;14;18;15;9;9;15;15;16;8;17;16;12;8;15;15;15;18;14;1;1;1;1;1;1;1;1;1;1;1;13;12;12;15;12;19;12;14;0;0;3;3
341;0;20;19;8;5;5;8;14;14;13;13;10;14;1;1;10;8;17;11;9;17;13;11;12;12;16;8;16;13;18;6;17;15;14;17;13;1;1;1;1;1;1;1;1;1;1;1;12;12;12;16;13;14;11;14;0;0;1.5;1.5
343;0;20;19;8;5;5;7;16;16;13;16;15;14;1;1;14;12;14;13;14;16;6;9;12;12;14;7;16;13;18;7;15;19;14;17;19;1;1;1;1;1;1;1;1;1;1;1;13;11;13;17;12;16;13;19;0;0;2.5;2.5
344;0;19;20;8;6;5;9;15;13;14;12;15;14;1;1;12;12;13;14;10;10;6;4;14;15;17;8;16;14;14;6;14;11;13;12;12;1;1;1;1;1;1;1;1;1;1;1;13;12;12;12;10;15;10;11;0;0;1;1
350;0;20;12;8;5;5;8;14;14;15;14;16;14;1;1;13;13;15;15;14;14;7;7;13;17;16;9;16;17;13;9;13;14;12;14;14;1;1;1;1;1;1;1;1;1;1;1;14;12;15;13;11;17;11;14;0;0;2;2
353;0;8;5;20;11;19;8;15;17;14;13;16;16;1;1;16;16;13;16;16;13;8;15;15;13;16;17;9;15;13;11;14;12;7;14;12;1;1;1;1;1;1;1;1;1;1;1;15;17;12;11;13;18;11;15;0;0;2.5;3
357;0;8;5;16;20;12;6;12;11;16;13;16;14;1;1;13;14;15;13;12;14;6;14;12;15;14;13;7;14;14;14;13;15;7;15;17;1;1;1;1;1;1;1;1;1;1;1;13;13;15;12;11;16;11;13;0;0;2;2
361;0;8;5;20;19;12;8;14;16;19;14;14;17;1;1;16;16;15;16;16;14;7;14;18;16;17;18;7;17;15;13;13;13;7;15;15;1;1;1;1;1;1;1;1;1;1;1;15;16;14;12;12;17;12;17;0;0;3.5;3.5
364;0;5;8;20;10;19;15;18;15;14;15;5;11;1;1;8;10;16;13;13;15;13;17;16;15;12;14;6;16;12;10;18;14;7;15;14;1;1;1;1;1;1;1;1;1;1;1;12;13;13;12;16;16;13;16;0;0;2;2
365;0;8;8;19;14;20;9;12;18;14;15;13;14;1;1;15;14;13;15;13;11;5;15;15;15;15;16;7;15;12;13;12;13;7;13;15;1;1;1;1;1;1;1;1;1;1;1;14;15;12;11;11;16;12;15;0;0;2;2
366;0;8;6;15;19;20;9;14;14;15;14;12;14;1;1;13;12;13;13;15;13;7;14;13;14;15;14;9;16;15;14;16;16;8;14;14;1;1;1;1;1;1;1;1;1;1;1;13;16;13;13;13;17;12;14;0;0;2;2
370;0;5;8;20;15;19;8;15;14;15;13;15;15;1;1;13;13;13;13;13;10;6;15;12;15;15;14;8;17;12;11;13;13;7;12;14;1;1;1;1;1;1;1;1;1;1;1;13;15;13;11;12;16;12;14;0;0;1.5;1.5
371;0;17;20;5;5;8;14;16;13;14;14;9;15;1;1;13;12;15;13;11;15;12;8;13;14;13;8;15;13;14;6;15;14;13;13;14;1;1;1;1;1;1;1;1;1;1;1;13;11;13;13;13;15;10;14;0;0;1.5;1.5
373;0;15;20;5;5;8;8;13;13;14;13;13;16;1;1;15;13;13;15;14;11;4;6;10;15;14;9;17;14;13;7;12;14;14;15;16;1;1;1;1;1;1;1;1;1;1;1;14;13;13;14;10;17;11;15;0;0;1.5;1.5
377;0;14;20;5;5;8;8;15;15;15;17;15;18;1;1;16;16;15;16;17;14;7;8;14;15;17;8;18;16;13;9;14;15;14;13;13;1;1;1;1;1;1;1;1;1;1;1;15;13;13;13;11;18;12;14;0;0;3;3
383;0;8;5;20;13;18;11;15;10;14;13;9;13;1;1;13;12;14;11;8;12;6;13;16;14;15;15;6;14;16;10;17;13;7;13;12;1;1;1;1;1;1;1;1;1;1;1;12;13;12;12;13;14;9;15;0;0;1.5;1.5
388;0;8;5;19;20;12;8;15;14;14;15;7;12;1;1;11;11;18;12;14;18;10;17;14;13;13;14;5;13;14;16;17;19;6;16;14;1;1;1;1;1;1;1;1;1;1;1;13;12;13;13;15;17;12;13;0;0;2.5;2.5
392;0;20;17;8;5;5;7;14;14;16;16;15;16;1;1;14;15;15;10;11;12;7;8;13;16;17;7;15;15;12;9;13;15;12;17;17;1;1;1;1;1;1;1;1;1;1;1;13;11;14;14;10;15;12;16;0;0;2;2
398;0;15;20;5;5;8;5;14;16;16;14;18;16;1;1;12;11;16;13;16;12;5;7;13;15;17;8;13;15;17;7;15;17;17;13;18;1;1;1;1;1;1;1;1;1;1;1;13;10;13;16;10;18;13;17;0;0;2.5;2.5
401;0;5;8;13;19;20;8;15;17;18;15;17;19;1;1;13;14;14;12;18;15;5;15;17;17;17;18;9;17;15;11;11;15;7;17;15;1;1;1;1;1;1;1;1;1;1;1;13;18;15;13;12;19;13;17;0;0;3.5;3.5
402;0;20;14;19;5;5;7;16;19;19;17;18;20;1;1;14;14;11;16;15;12;6;7;13;17;18;7;16;18;11;8;12;16;12;12;14;1;1;1;1;1;1;1;1;1;1;1;13;11;16;12;10;17;14;15;0;0;2.5;2.5
408;0;19;20;8;5;5;6;16;17;19;16;19;20;1;1;19;19;13;19;17;14;7;8;15;18;18;10;16;17;14;10;10;13;11;17;16;1;1;1;1;1;1;1;1;1;1;1;17;13;16;13;10;18;14;14;0;0;4;4
413;0;20;19;5;5;9;8;15;13;17;13;14;15;1;1;15;16;13;15;13;13;6;7;12;15;16;8;16;13;16;7;16;15;14;15;14;1;1;1;1;1;1;1;1;1;1;1;14;12;14;15;11;16;10;14;0;0;2.5;2.5
419;0;8;5;20;18;19;8;14;13;16;13;15;15;1;1;18;17;12;16;14;12;6;14;17;16;17;16;8;17;11;8;14;14;7;14;14;1;1;1;1;1;1;1;1;1;1;1;15;16;13;11;12;17;10;17;0;0;2.5;2.5
