PlayerId;Year;Team Id;League Id;GP;Min;W;L;T/OL;ENG;SO;GA;SA;GR
536;2022;5;0;5;15146;3;1;0;0;1;13;126;67
536;2023;7;0;4;12601;2;0;1;0;0;8;129;77
536;2024;7;0;4;10471;2;1;0;0;0;12;87;57
536;2025;124;0;3;10779;2;1;0;1;0;7;105;84
536;2026;3;0;2;7200;2;0;0;0;0;5;53;71
536;2027;27;0;2;7200;1;1;0;0;0;6;66;77
540;2021;56;1;5;18245;1;3;1;1;0;18;158;58
540;2022;56;1;4;14694;2;1;1;0;0;11;109;64
540;2025;21;0;3;11100;1;2;0;0;0;13;103;64
540;2026;21;0;4;14331;3;1;0;1;0;11;114;72
540;2027;21;0;5;18423;4;0;1;0;0;15;174;79
551;2021;18;0;3;10736;2;1;0;1;0;5;75;76
551;2023;26;0;2;7168;1;1;0;1;0;8;69;68
551;2025;50;1;3;10776;1;2;0;1;0;15;132;67
567;2021;29;0;3;10767;2;1;0;0;0;6;81;76
567;2022;29;0;5;17911;3;2;0;1;1;10;145;79
567;2023;29;0;1;3566;0;1;0;1;0;5;35;56
567;2024;29;0;2;7116;0;2;0;1;0;7;101;95
567;2025;18;0;1;3600;1;0;0;0;1;0;14;85
567;2026;24;0;3;11100;2;1;0;0;0;11;121;79
567;2027;24;0;6;20564;2;4;0;0;0;20;220;78
613;2021;40;1;4;14400;4;0;0;0;1;4;106;87
613;2022;40;1;4;14343;2;2;0;0;1;8;102;71
613;2023;40;1;4;14400;3;1;0;0;1;13;119;63
613;2023;20;0;1;3600;1;0;0;0;0;5;52;90
613;2024;26;0;2;7500;2;0;0;0;0;5;67;85
613;2025;53;1;3;10715;1;2;0;1;0;10;76;54
613;2026;53;1;4;14348;1;3;0;1;0;15;137;63
613;2027;20;0;5;18494;1;2;2;1;0;15;169;77
650;2021;55;1;5;18300;3;2;0;0;0;18;152;63
650;2022;55;1;4;13992;2;1;0;0;1;13;117;66
650;2023;55;1;4;12433;2;1;0;0;0;6;98;75
650;2024;55;1;3;10800;3;0;0;0;0;6;94;77
650;2025;55;1;3;11100;3;0;0;0;0;5;93;78
665;2021;59;1;3;10939;1;1;1;0;1;11;84;55
665;2022;31;0;2;4046;1;0;0;0;0;2;31;67
665;2023;123;1;0;0;0;0;0;0;0;0;0;0
665;2023;31;0;1;3600;1;0;0;0;0;2;44;100
665;2027;124;0;1;3600;0;1;0;0;0;5;44;73
666;2027;45;1;2;7171;1;1;0;0;0;5;61;67
668;2022;14;0;0;0;0;0;0;0;0;0;0;0
668;2022;48;1;4;14639;1;2;1;0;0;12;135;68
668;2023;48;1;5;18284;2;2;1;0;1;14;131;64
668;2024;48;1;4;14637;2;2;0;1;0;12;132;73
668;2025;48;1;2;7384;1;0;1;0;0;4;53;71
668;2025;14;0;3;7499;1;1;0;0;0;9;69;58
668;2026;48;1;3;10800;1;2;0;0;0;12;99;62
668;2027;14;0;5;17938;3;2;0;2;0;18;155;68
690;2021;46;1;4;14400;3;1;0;0;2;7;123;80
690;2022;22;0;5;15270;1;2;0;1;1;19;107;48
690;2023;53;1;1;3893;1;0;0;0;0;4;29;68
690;2023;8;0;3;11100;2;1;0;0;0;8;93;77
690;2024;53;1;2;7166;0;2;0;1;0;6;43;48
690;2025;8;0;5;15762;3;0;1;0;1;11;108;68
690;2026;8;0;3;9537;0;3;0;0;0;13;96;59
690;2027;152;0;2;4400;0;0;1;0;0;2;32;66
703;2021;13;0;3;10727;1;2;0;1;1;9;52;51
703;2022;13;0;3;10800;2;1;0;0;0;11;86;62
703;2023;1;0;3;10800;2;1;0;0;0;13;89;57
703;2024;1;0;6;17709;4;1;0;0;1;11;137;72
703;2025;1;0;4;14672;2;1;1;0;1;8;127;88
703;2026;1;0;4;14345;2;2;0;1;1;8;125;86
703;2027;1;0;4;14343;3;1;0;1;1;8;119;83
704;2021;51;1;2;7200;1;1;0;0;0;6;63;70
704;2023;30;0;2;7656;2;0;0;0;0;3;65;95
704;2025;27;0;3;10874;2;1;0;0;0;5;82;81
704;2026;27;0;2;7200;1;1;0;0;0;8;75;74
704;2027;3;0;4;14690;2;2;0;0;0;17;147;71
733;2021;58;1;6;20608;3;2;0;1;1;15;176;64
737;2021;75;3;2;7200;2;0;0;0;0;4;64;80
737;2022;75;3;3;9107;1;2;0;0;1;10;89;64
737;2023;50;1;4;11642;0;4;0;0;0;13;94;54
737;2024;50;1;3;11065;2;1;0;0;0;5;84;71
737;2025;50;1;4;14368;2;2;0;1;1;9;151;86
737;2027;50;1;5;15672;1;4;0;0;0;13;127;63
738;2021;39;1;3;10727;1;2;0;0;0;10;96;68
738;2022;39;1;3;10768;1;2;0;1;0;7;98;77
738;2024;45;1;2;6491;1;1;0;0;1;6;78;76
738;2025;18;0;1;3600;1;0;0;0;0;3;42;83
738;2026;18;0;0;0;0;0;0;0;0;0;0;0
738;2027;18;0;4;14268;0;4;0;2;0;11;140;82
762;2023;53;1;3;9398;0;3;0;0;0;16;86;37
762;2024;53;1;4;14945;1;1;2;0;0;10;98;65
762;2027;25;0;3;10718;1;2;0;1;0;13;90;57
813;2027;36;1;5;17945;1;4;0;0;0;14;179;74
830;2021;32;1;6;19321;0;4;2;1;0;18;173;63
830;2022;32;1;3;11400;1;1;1;0;0;11;102;58
830;2023;32;1;1;3600;1;0;0;0;0;2;27;70
830;2023;23;0;2;7200;2;0;0;0;1;1;52;95
830;2024;32;1;3;11400;3;0;0;0;1;4;69;80
830;2025;32;1;3;10730;2;1;0;0;0;8;73;60
830;2026;50;1;2;7154;1;1;0;1;0;4;68;80
830;2027;26;0;3;7540;2;0;0;0;0;5;57;66
862;2021;2;0;1;3554;0;1;0;1;0;2;23;69
862;2022;2;0;3;10800;3;0;0;0;1;5;57;71
862;2023;2;0;4;14940;2;2;0;0;0;15;135;69
862;2024;2;0;4;12251;3;0;0;0;0;11;119;72
862;2025;2;0;5;18004;2;2;1;2;1;16;173;81
862;2026;2;0;4;14700;4;0;0;0;2;6;121;88
862;2027;2;0;5;16297;2;3;0;0;0;19;152;64
863;2021;46;1;2;7200;2;0;0;0;0;3;49;74
863;2023;40;1;2;7200;2;0;0;0;1;3;39;68
863;2024;34;1;3;10957;1;1;1;0;0;8;96;76
863;2025;60;1;4;11415;1;1;1;1;0;8;80;58
863;2027;36;1;2;7200;2;0;0;0;0;5;55;72
864;2023;3;0;1;3739;0;0;1;0;0;4;58;93
864;2024;36;1;5;15030;0;3;1;0;0;12;130;63
864;2025;36;1;3;10880;2;0;1;0;0;7;74;64
864;2026;36;1;0;0;0;0;0;0;0;0;0;0
864;2026;3;0;1;3584;0;1;0;0;0;4;52;98
864;2027;153;1;1;3900;0;0;1;0;0;2;40;92
864;2027;152;0;1;3600;1;0;0;0;0;2;27;78
879;2023;3;0;2;5781;0;2;0;1;0;9;58;52
879;2024;36;1;1;3600;1;0;0;0;0;6;31;40
879;2024;3;0;2;7200;1;1;0;0;0;7;63;68
879;2025;31;0;1;3574;0;1;0;1;0;4;35;70
879;2026;30;0;1;3600;1;0;0;0;0;1;15;66
879;2027;124;0;1;3563;0;1;0;0;0;3;72;89
888;2021;30;0;5;18672;1;1;3;0;0;11;127;68
888;2022;30;0;3;11100;3;0;0;0;1;2;73;86
888;2023;30;0;1;3870;1;0;0;0;0;3;31;74
888;2024;30;0;2;7200;2;0;0;0;1;1;56;92
888;2025;30;0;4;14400;3;1;0;0;0;12;97;62
888;2026;31;0;1;3600;1;0;0;0;0;1;36;100
889;2021;18;0;4;14358;2;2;0;0;1;5;80;75
889;2023;18;0;2;7132;1;1;0;1;0;7;63;69
889;2024;18;0;4;14383;3;1;0;0;0;12;154;87
889;2025;19;0;5;14845;1;3;0;1;0;17;163;72
889;2026;19;0;2;7200;2;0;0;0;1;3;71;91
889;2026;62;1;0;0;0;0;0;0;0;0;0;0
889;2027;19;0;1;3577;0;1;0;1;0;3;32;75
892;2021;31;0;2;7200;1;1;0;0;0;7;45;53
892;2022;31;0;1;3600;1;0;0;0;1;0;22;99
892;2023;8;0;1;3900;1;0;0;0;0;1;37;99
892;2024;8;0;2;7200;2;0;0;0;0;5;50;69
892;2024;53;1;1;3600;1;0;0;0;0;3;18;53
892;2025;53;1;3;11084;1;1;1;1;0;8;75;60
892;2026;53;1;3;10800;2;1;0;0;0;8;106;81
904;2021;49;1;5;17803;2;3;0;0;0;19;191;67
904;2022;49;1;4;14400;3;1;0;0;0;7;153;90
904;2023;60;1;1;3600;1;0;0;0;0;1;25;87
904;2023;18;0;0;0;0;0;0;0;0;0;0;0
904;2024;60;1;3;10957;3;0;0;0;0;5;69;72
904;2025;60;1;1;3600;1;0;0;0;0;2;20;65
904;2025;18;0;1;3566;0;1;0;1;0;4;33;65
904;2026;18;0;2;7134;1;1;0;0;0;6;70;81
904;2027;29;0;4;12086;2;1;1;0;0;11;140;83
929;2021;8;0;4;14937;2;1;1;0;0;8;76;61
929;2022;8;0;4;14597;3;0;1;0;0;12;134;79
929;2023;8;0;3;11100;3;0;0;0;1;6;99;89
929;2024;8;0;5;18264;4;1;0;0;1;12;159;82
929;2025;8;0;3;9456;2;1;0;0;0;9;89;70
929;2026;8;0;5;15588;1;3;0;0;0;17;107;51
929;2027;8;0;3;11223;2;0;1;0;0;5;73;76
930;2021;86;2;5;16952;2;2;0;1;1;20;157;52
930;2022;86;2;6;18013;2;1;1;0;0;16;182;73
930;2023;55;1;0;0;0;0;0;0;0;0;0;0
930;2023;9;0;2;7088;0;2;0;1;0;6;78;88
930;2024;55;1;4;14376;3;1;0;0;1;8;82;63
930;2025;9;0;1;886;0;1;0;0;0;5;11;13
930;2025;55;1;3;10770;2;1;0;0;0;6;88;74
930;2026;55;1;3;10675;0;3;0;1;0;8;108;76
930;2027;9;0;1;3600;1;0;0;0;0;2;24;74
933;2021;2;0;4;15221;1;1;2;0;1;6;92;75
933;2022;2;0;4;14981;1;1;2;1;0;13;114;65
933;2023;2;0;3;11071;1;1;1;0;0;8;88;74
933;2024;2;0;4;12943;1;3;0;0;0;19;116;50
933;2025;124;0;3;10898;3;0;0;0;0;8;106;84
933;2026;19;0;2;7137;0;2;0;0;0;9;77;71
933;2027;19;0;5;17967;4;1;0;1;0;15;165;78
945;2021;35;1;2;6854;0;2;0;1;0;9;60;45
945;2022;35;1;4;11680;2;0;1;0;0;7;101;70
945;2023;30;0;1;3600;1;0;0;0;0;2;20;64
945;2024;30;0;3;10800;3;0;0;0;2;1;72;96
945;2026;30;0;1;3600;1;0;0;0;0;2;23;69
945;2027;30;0;1;3563;0;1;0;0;0;3;22;55
952;2021;20;0;4;14281;1;3;0;0;0;6;90;72
952;2022;20;0;4;14400;4;0;0;0;0;5;98;82
952;2023;20;0;2;4799;1;1;0;0;1;4;36;65
952;2024;20;0;6;21852;5;0;1;0;0;13;187;81
952;2025;20;0;4;14400;3;1;0;0;0;11;133;77
952;2026;20;0;5;14688;2;2;0;1;0;13;130;68
952;2027;20;0;2;7200;1;1;0;0;0;5;59;75
977;2021;107;4;5;15482;0;4;1;0;0;25;152;41
977;2022;27;0;7;22577;4;3;0;0;0;19;214;76
977;2023;27;0;3;8034;2;0;0;0;0;7;85;74
977;2026;32;1;6;22130;5;1;0;0;1;11;158;75
982;2021;51;1;5;17867;2;3;0;0;0;17;168;63
982;2022;51;1;4;14700;2;2;0;0;0;14;123;63
982;2023;26;0;3;10798;1;2;0;0;0;13;146;78
982;2024;26;0;3;10814;1;2;0;0;0;12;130;79
982;2025;45;1;2;7122;1;1;0;0;0;4;48;73
982;2025;28;0;3;10715;0;2;1;0;0;10;104;76
982;2026;28;0;4;9764;1;2;0;1;0;12;92;57
1021;2021;11;0;5;18280;4;1;0;0;0;8;109;73
1021;2022;11;0;4;13081;2;1;0;0;0;16;106;54
1021;2023;14;0;4;14400;4;0;0;0;1;8;126;85
1021;2024;31;0;2;7452;2;0;0;0;0;6;65;74
1021;2025;31;0;1;3600;1;0;0;0;0;2;36;95
1021;2026;31;0;2;7500;1;0;1;0;0;6;70;81
1021;2027;30;0;2;7375;1;1;0;1;0;6;59;71
1044;2021;3;0;2;7507;1;0;1;0;0;3;39;67
1044;2022;3;0;3;8265;0;3;0;0;0;13;63;41
1044;2023;3;0;1;3544;0;1;0;1;0;5;36;62
1044;2026;17;0;3;11078;3;0;0;0;0;7;82;74
1064;2021;4;0;7;25355;2;5;0;2;0;17;164;66
1064;2022;4;0;4;14665;2;1;1;1;0;13;135;75
1064;2023;20;0;5;16742;2;2;0;1;0;10;178;87
1064;2024;20;0;1;3600;1;0;0;0;0;1;29;93
1064;2027;7;0;5;17969;3;2;0;2;1;14;146;70
1067;2021;50;1;1;3600;0;1;0;0;0;4;26;42
1130;2021;53;1;3;10775;2;1;0;1;0;10;79;52
1130;2022;14;0;3;10800;3;0;0;0;1;3;60;79
1130;2023;48;1;2;7136;0;2;0;0;0;12;73;40
1130;2024;48;1;3;11092;1;1;1;0;0;11;87;63
1130;2025;48;1;2;7143;0;2;0;1;0;6;61;66
1130;2027;33;1;3;8007;1;1;0;1;0;6;65;57
1153;2021;61;1;3;11262;1;1;1;0;0;10;101;74
1153;2024;25;0;1;3600;0;1;0;0;0;5;42;72
1155;2021;40;1;3;11100;2;0;1;0;0;4;81;73
1155;2022;40;1;3;10800;3;0;0;0;0;4;70;77
1155;2023;56;1;2;7433;0;1;1;0;0;7;64;58
1155;2024;56;1;2;7500;0;1;1;0;0;6;55;67
1155;2025;56;1;0;0;0;0;0;0;0;0;0;0
1155;2026;36;1;5;18201;3;2;0;0;1;18;176;62
1218;2021;44;1;5;18429;3;1;1;0;2;11;140;71
1218;2022;6;0;2;7500;2;0;0;0;1;2;44;87
1218;2023;14;0;3;10684;1;2;0;0;0;10;100;73
1218;2024;14;0;3;10767;2;1;0;1;0;6;70;70
1218;2025;14;0;3;10423;1;2;0;0;0;14;89;52
1218;2026;14;0;2;7200;1;1;0;0;0;7;57;63
1222;2021;10;0;5;18246;3;2;0;0;2;8;105;71
1222;2022;10;0;4;14360;2;2;0;1;0;13;136;73
1222;2023;10;0;1;3600;1;0;0;0;0;2;29;81
1222;2025;10;0;5;13125;1;1;1;1;1;9;136;75
1222;2026;10;0;3;10333;2;0;1;0;0;5;75;76
1222;2027;10;0;1;3600;0;1;0;0;0;3;30;74
1242;2021;37;1;3;10800;3;0;0;0;0;5;64;70
1242;2022;25;0;4;14319;2;2;0;0;0;12;131;77
1242;2024;38;1;0;0;0;0;0;0;0;0;0;0
1242;2024;25;0;2;7177;0;2;0;1;0;7;56;62
1242;2025;20;0;3;10768;0;3;0;1;0;11;108;73
1242;2026;20;0;3;10720;1;1;1;0;0;11;76;54
1247;2021;26;0;2;7500;2;0;0;0;0;3;47;77
1247;2022;26;0;5;15226;3;1;0;0;0;10;119;71
1247;2023;23;0;2;7200;2;0;0;0;0;4;62;84
1247;2024;23;0;4;14638;2;1;1;0;1;9;114;79
1247;2025;23;0;1;3600;1;0;0;0;1;0;25;100
1247;2026;30;0;3;10800;3;0;0;0;0;3;94;95
1247;2027;18;0;2;7200;1;1;0;0;0;7;69;76
1259;2021;9;0;3;10800;3;0;0;0;1;2;73;92
1259;2022;9;0;3;10800;1;2;0;0;0;11;89;62
1259;2023;9;0;1;3600;0;1;0;0;0;5;34;56
1264;2021;15;0;4;14551;2;2;0;0;0;8;84;65
1264;2022;15;0;5;15948;4;1;0;0;0;16;141;67
1264;2023;24;0;5;14984;0;3;1;0;0;24;166;58
1264;2024;24;0;4;13526;3;1;0;0;0;16;122;61
1264;2025;24;0;3;10819;3;0;0;0;0;7;105;87
1264;2026;58;1;2;7148;1;1;0;0;0;6;70;76
1269;2021;60;1;3;10800;1;2;0;0;1;12;99;58
1269;2022;60;1;3;10227;1;2;0;0;1;10;70;53
1269;2023;60;1;2;7200;1;1;0;0;0;6;47;56
1269;2024;60;1;2;7128;0;2;0;0;0;8;60;53
1269;2025;60;1;3;10657;2;1;0;0;0;11;83;51
1272;2022;31;0;1;3106;0;1;0;0;0;6;36;51
1272;2022;123;1;5;13526;3;0;0;0;0;6;119;70
1272;2023;123;1;2;7500;1;0;1;0;0;3;46;69
1272;2023;31;0;1;3900;1;0;0;0;0;3;20;58
1272;2025;40;1;4;14348;1;3;0;1;0;12;130;71
1275;2021;45;1;2;7166;1;1;0;0;0;5;56;72
1275;2022;53;1;3;10759;2;1;0;0;0;9;81;66
1275;2023;45;1;4;13676;1;3;0;1;0;16;109;53
1275;2024;28;0;3;10683;1;2;0;0;0;10;96;71
1275;2024;45;1;1;3600;0;1;0;0;0;3;25;52
1275;2025;28;0;3;10301;0;3;0;1;0;13;85;54
1275;2026;28;0;4;11806;1;2;0;0;0;15;119;63
1275;2027;28;0;3;11100;2;0;1;0;0;8;92;77
1294;2021;9;0;4;14700;3;0;1;0;1;4;83;79
1294;2022;9;0;4;14681;1;2;1;1;0;14;114;63
1294;2023;9;0;1;3890;1;0;0;0;0;2;32;86
1294;2024;9;0;7;22302;4;2;1;0;2;17;216;74
1294;2025;9;0;2;7200;2;0;0;0;1;3;78;100
1294;2026;9;0;2;4309;0;1;0;0;0;5;37;55
1294;2027;9;0;6;20292;3;3;0;0;1;24;202;67
1299;2022;52;1;4;14674;2;1;1;0;0;12;128;72
1300;2021;1;0;6;22200;4;1;1;0;1;10;146;77
1300;2022;1;0;3;10799;1;2;0;0;0;12;95;64
1300;2023;1;0;4;14276;1;3;0;2;1;10;108;70
1300;2024;1;0;3;7790;0;1;1;0;0;10;78;59
1300;2025;1;0;2;7200;1;1;0;0;0;6;83;93
1300;2026;124;0;2;7200;2;0;0;0;2;0;57;100
1331;2027;123;1;3;10800;2;1;0;0;1;9;84;66
1331;2022;50;1;3;11100;1;1;1;0;0;9;98;69
1331;2026;47;1;3;10656;0;3;0;1;0;11;96;60
1351;2021;50;1;4;14372;1;3;0;0;0;11;110;66
1351;2022;37;1;3;10800;1;2;0;0;0;11;121;75
1351;2023;37;1;3;10379;1;2;0;0;0;12;107;65
1351;2026;34;1;1;3518;0;1;0;0;0;2;33;79
1351;2027;38;1;3;8555;2;0;0;0;0;4;78;75
1358;2022;42;1;4;14962;1;1;2;0;0;7;145;88
1371;2027;60;1;5;17904;2;3;0;0;0;16;161;63
1396;2021;25;0;2;7144;1;1;0;0;1;2;38;76
1396;2022;37;1;4;14359;0;4;0;0;0;20;182;62
1396;2023;25;0;4;14400;2;2;0;0;0;15;166;74
1396;2023;38;1;1;3600;0;1;0;0;0;4;41;70
1396;2024;25;0;4;14400;3;1;0;0;0;10;125;79
1396;2025;25;0;4;12867;2;2;0;1;0;11;136;81
1396;2026;25;0;2;7296;1;1;0;0;0;9;62;58
1396;2026;38;1;1;3600;1;0;0;0;0;2;20;62
1410;2021;62;1;3;7704;1;1;0;0;0;9;92;64
1410;2022;62;1;5;15478;2;3;0;0;0;16;138;63
1410;2023;62;1;3;10763;2;1;0;0;0;4;80;76
1410;2024;19;0;1;2793;0;1;0;0;0;6;18;16
1410;2024;62;1;2;7177;1;1;0;0;0;5;52;66
1433;2021;62;1;5;17772;2;2;1;0;0;18;139;56
1433;2022;19;0;3;10950;1;1;1;0;1;12;65;49
1433;2023;19;0;1;3597;0;1;0;0;0;3;37;83
1433;2024;62;1;1;3600;1;0;0;0;0;2;31;80
1433;2024;19;0;2;7200;1;1;0;0;0;6;75;85
1454;2026;57;1;1;3600;1;0;0;0;0;6;35;51
1454;2022;42;1;3;10786;2;1;0;0;0;9;86;60
1481;2021;36;1;5;17323;2;2;1;0;0;20;164;55
1481;2022;36;1;4;11662;2;1;0;1;0;10;89;59
1481;2023;43;1;3;11002;1;2;0;0;0;10;110;74
1481;2023;17;0;1;518;0;0;0;0;0;1;4;44
1481;2024;43;1;1;531;0;1;0;0;0;3;6;26
1481;2024;17;0;3;10707;0;3;0;1;0;12;117;76
1481;2025;43;1;4;14345;3;1;0;0;0;14;121;63
1507;2021;41;1;5;14710;0;4;0;1;0;12;146;68
1507;2022;41;1;5;14618;3;1;0;1;0;10;115;65
1507;2023;7;0;2;4384;1;0;0;0;0;5;35;54
1507;2024;41;1;4;14354;2;2;0;0;0;11;116;67
1507;2025;7;0;3;10793;1;2;0;0;0;9;103;76
1507;2026;41;1;0;0;0;0;0;0;0;0;0;0
1507;2026;7;0;0;0;0;0;0;0;0;0;0;0
1523;2021;48;1;5;14762;1;3;0;2;0;13;123;61
1523;2022;33;1;4;14312;1;3;0;0;0;16;135;60
1523;2023;34;1;3;10689;1;2;0;2;0;11;87;55
1523;2024;34;1;4;14308;1;3;0;1;0;13;121;60
1531;2027;153;1;2;7181;0;2;0;0;0;8;68;56
1547;2021;16;0;1;3640;0;0;1;0;0;3;34;81
1547;2022;16;0;3;9647;0;2;0;0;0;10;81;61
1547;2023;9;0;3;10750;1;2;0;0;0;9;90;71
1547;2025;9;0;4;13454;0;3;0;0;0;14;142;74
1547;2026;9;0;2;7200;1;1;0;0;0;5;60;77
1557;2021;36;1;3;8042;1;1;0;0;0;6;65;59
1557;2022;36;1;4;14106;2;1;1;0;0;13;93;50
1588;2021;1;0;1;3600;0;1;0;0;0;5;26;40
1588;2022;59;1;4;14082;2;1;1;0;0;4;97;78
1614;2026;38;1;4;12513;2;1;0;1;0;7;92;69
1614;2027;58;1;4;14326;2;2;0;0;0;10;99;63
1615;2021;35;1;5;14989;2;1;1;0;1;13;113;59
1615;2022;35;1;4;14304;1;3;0;0;0;16;164;69
1615;2023;62;1;2;7200;1;1;0;0;1;6;59;69
1615;2023;19;0;3;11400;1;0;2;0;0;7;86;75
1615;2024;62;1;4;14336;2;2;0;0;0;7;105;74
1615;2025;19;0;3;10302;2;1;0;0;1;11;105;75
1615;2026;29;0;3;11065;0;2;1;1;0;11;112;75
1615;2026;33;1;0;0;0;0;0;0;0;0;0;0
1615;2027;19;0;1;3559;0;1;0;0;0;3;21;54
1619;2021;23;0;6;21871;2;3;1;0;1;18;139;60
1619;2022;23;0;4;14310;1;3;0;0;0;18;112;50
1619;2022;32;1;4;14446;3;1;0;0;1;10;99;65
1619;2023;23;0;1;3600;1;0;0;0;0;3;33;79
1619;2024;23;0;3;10728;1;2;0;0;0;6;77;73
1619;2025;30;0;3;11040;1;1;1;0;0;8;93;78
1619;2026;60;1;0;0;0;0;0;0;0;0;0;0
1619;2026;18;0;1;3600;0;1;0;0;0;6;46;67
1633;2021;57;1;6;21527;4;2;0;1;2;11;157;76
1633;2022;57;1;4;13956;1;2;1;1;0;14;122;58
1633;2022;12;0;2;7500;0;1;1;0;0;9;61;58
1633;2023;57;1;4;14700;2;1;1;0;1;9;116;79
