PlayerId;Year;Team Id;League Id;GP;Min;W;L;T/OL;ENG;SO;GA;SA;GR
977;2021;107;9999;7;25324;3;4;0;0;0;23;210;65
982;2024;50;9999;7;25565;3;2;2;0;0;24;210;64
1021;2021;11;9999;7;26864;3;3;1;1;0;18;191;70
1021;2023;14;9999;1;309;0;0;0;0;0;0;2;51
1021;2024;31;9999;14;50240;7;7;0;3;0;45;526;81
1021;2025;31;9999;18;65258;10;6;2;3;0;49;591;78
1044;2023;3;9999;3;6951;0;3;0;0;0;14;79;46
1064;2023;20;9999;1;1654;0;0;0;0;0;4;24;47
1064;2025;40;9999;18;64804;13;3;2;0;2;47;522;71
1130;2021;53;9999;4;14322;0;4;0;2;0;15;108;50
1130;2022;14;9999;3;11385;1;1;1;0;0;8;73;65
1130;2023;48;9999;0;0;0;0;0;0;0;0;0;0
1130;2024;48;9999;1;611;0;0;0;0;0;1;5;45
1130;2025;48;9999;0;0;0;0;0;0;0;0;0;0
1155;2022;20;9999;2;4021;0;0;1;0;0;4;41;65
1155;2023;56;9999;5;18060;1;3;1;0;0;18;179;69
1155;2024;56;9999;3;6301;0;2;0;0;0;9;87;67
1218;2023;14;9999;7;25652;3;3;1;1;1;18;206;77
1218;2024;14;9999;3;9083;1;1;0;0;0;12;83;55
1218;2025;14;9999;19;68905;10;8;1;2;1;56;658;79
1222;2022;10;9999;7;26669;3;3;1;1;0;17;205;74
1222;2025;10;9999;27;103606;16;9;2;2;4;72;891;77
1242;2022;25;9999;6;21475;2;4;0;2;0;14;168;75
1242;2023;25;9999;0;0;0;0;0;0;0;0;0;0
1242;2024;20;9999;2;824;0;0;0;1;0;1;5;47
1242;2025;20;9999;0;0;0;0;0;0;0;0;0;0
1247;2025;32;9999;1;3106;0;0;0;0;0;4;25;53
1247;2026;30;9999;5;19875;2;2;0;0;0;21;184;65
1259;2021;9;9999;0;0;0;0;0;0;0;0;0;0
1259;2022;9;9999;4;14296;2;2;0;0;0;9;101;71
1259;2023;9;9999;0;0;0;0;0;0;0;0;0;0
1259;2024;62;9999;0;0;0;0;0;0;0;0;0;0
1264;2025;24;9999;1;1200;0;0;0;0;0;0;13;71
1264;2026;58;9999;6;21204;3;3;0;0;0;21;186;63
1269;2021;60;9999;0;0;0;0;0;0;0;0;0;0
1269;2022;60;9999;1;2410;0;0;0;0;0;1;18;64
1269;2025;60;9999;7;25561;3;3;1;2;0;19;233;74
1272;2022;123;9999;0;0;0;0;0;0;0;0;0;0
1272;2023;123;9999;0;0;0;0;0;0;0;0;0;0
1294;2021;9;9999;24;92880;15;7;2;1;1;77;618;61
1294;2022;9;9999;9;32286;5;3;1;2;0;30;223;59
1294;2023;9;9999;14;50247;7;7;0;2;1;38;475;80
1294;2024;9;9999;13;46608;6;6;1;1;2;31;355;72
1294;2025;9;9999;7;26887;3;3;1;0;1;21;216;72
1300;2021;1;9999;10;34705;6;3;1;0;1;19;200;65
1300;2022;1;9999;15;50683;8;7;0;1;3;34;350;68
1300;2024;1;9999;6;23015;3;3;0;0;0;20;200;71
1300;2026;29;9999;0;0;0;0;0;0;0;0;0;0
1351;2021;50;9999;6;21838;2;3;1;0;0;22;213;69
1351;2022;37;9999;6;22768;2;2;2;0;0;17;215;74
1396;2022;37;9999;0;0;0;0;0;0;0;0;0;0
1396;2023;38;9999;5;19031;1;3;1;1;0;13;147;66
1396;2024;25;9999;0;0;0;0;0;0;0;0;0;0
1396;2026;38;9999;12;43457;7;5;0;1;0;36;380;70
1410;2022;62;9999;7;25399;3;4;0;0;1;17;186;68
1410;2024;62;9999;20;74725;16;3;1;0;3;32;491;75
1433;2022;19;9999;11;41090;6;4;1;0;0;19;298;79
1433;2023;62;9999;0;0;0;0;0;0;0;0;0;0
1481;2024;43;9999;10;37221;5;5;0;1;0;32;343;68
1507;2026;41;9999;16;51336;8;7;1;0;0;51;518;68
1523;2022;33;9999;7;25581;3;3;1;0;0;22;210;65
1547;2021;16;9999;2;2711;0;0;0;0;0;3;13;43
1547;2022;16;9999;1;2690;0;0;0;0;0;3;19;49
1547;2024;57;9999;0;0;0;0;0;0;0;0;0;0
1547;2025;9;9999;0;0;0;0;0;0;0;0;0;0
1547;2026;48;9999;7;25132;3;4;0;2;0;24;220;62
1588;2021;59;9999;7;25150;3;4;0;2;1;17;232;78
1588;2022;59;9999;4;11480;2;2;0;0;0;7;99;71
1615;2023;62;9999;6;22856;2;2;2;0;0;17;184;69
1619;2022;32;9999;1;3181;0;0;0;0;0;1;17;74
1619;2025;30;9999;0;0;0;0;0;0;0;0;0;0
1619;2026;60;9999;1;2617;0;0;0;0;0;2;23;62
1633;2021;57;9999;12;43533;6;6;0;2;0;38;337;58
1633;2022;57;9999;4;14312;0;4;0;1;0;16;136;63
1633;2026;57;9999;0;0;0;0;0;0;0;0;0;0
1639;2023;33;9999;11;42259;6;4;1;0;0;33;303;61
1641;2023;25;9999;12;43233;7;5;0;2;0;32;341;72
1641;2024;25;9999;7;25255;3;3;1;2;0;27;262;76
1641;2026;25;9999;6;20481;3;2;0;0;0;23;184;63
1651;2024;7;9999;5;14711;1;3;0;0;0;19;113;49
1652;2021;47;9999;10;35933;6;4;0;0;0;33;318;71
1652;2023;47;9999;5;17914;1;4;0;0;0;15;152;65
1652;2026;0;9999;1;359;0;0;1;0;0;1;4;47
1664;2021;37;9999;0;0;0;0;0;0;0;0;0;0
1664;2022;123;9999;14;51369;7;5;2;2;1;47;399;61
1664;2023;10;9999;14;52864;7;6;1;1;0;51;474;68
1664;2025;10;9999;0;0;0;0;0;0;0;0;0;0
1664;2026;31;9999;0;0;0;0;0;0;0;0;0;0
1828;2021;70;9999;3;10385;2;1;0;0;0;10;87;57
1828;2025;24;9999;6;20316;2;4;0;3;0;22;179;64
1831;2022;84;9999;1;366;0;0;0;0;0;0;3;51
1835;2021;71;9999;16;61989;9;4;3;2;0;50;505;66
1835;2022;71;9999;4;14324;0;4;0;0;0;19;151;58
1835;2026;34;9999;0;0;0;0;0;0;0;0;0;0
1893;2021;101;9999;1;910;0;0;0;0;0;3;15;38
1893;2022;101;9999;17;61496;9;6;2;1;3;49;554;71
1893;2024;36;9999;6;22726;2;2;2;0;0;19;244;82
1897;2026;125;9999;0;0;0;0;0;0;0;0;0;0
1926;2026;47;9999;0;0;0;0;0;0;0;0;0;0
1959;2025;54;9999;1;3140;0;0;0;0;0;2;24;71
2021;2022;102;9999;5;13083;1;4;0;0;0;17;136;56
2062;2021;78;9999;7;25505;3;3;1;0;1;20;282;80
2062;2023;33;9999;0;0;0;0;0;0;0;0;0;0
2062;2026;27;9999;15;48003;7;5;0;2;1;51;518;72
2075;2022;54;9999;0;0;0;0;0;0;0;0;0;0
2075;2024;38;9999;4;15200;0;3;1;0;0;21;122;43
2115;2026;59;9999;3;8660;0;0;1;0;0;11;93;61
2116;2021;99;9999;4;14354;0;4;0;0;0;16;153;70
2116;2022;99;9999;6;21191;3;3;0;0;0;24;195;62
2116;2026;41;9999;7;20865;2;2;0;0;0;32;262;62
2123;2021;115;9999;12;43373;7;5;0;1;0;31;289;62
2123;2022;115;9999;13;45338;7;6;0;0;2;39;374;67
2123;2026;8;9999;5;19794;3;1;1;0;1;14;142;71
2462;2022;74;9999;17;61023;8;9;0;1;0;54;560;68
2463;2021;81;9999;4;10501;0;4;0;1;0;19;94;34
2485;2023;65;9999;6;21015;2;4;0;0;0;26;187;53
2499;2021;78;9999;1;399;0;0;0;0;0;0;3;52
2513;2021;63;9999;1;853;0;0;0;0;0;4;9;21
2579;2021;80;9999;0;0;0;0;0;0;0;0;0;0
2580;2022;72;9999;1;481;0;0;0;0;0;5;12;14
2580;2021;72;9999;1;1431;0;0;0;0;0;0;8;67
2601;2022;69;9999;4;12223;0;4;0;0;0;21;123;44
2601;2021;69;9999;7;25398;3;4;0;0;0;25;212;62
2603;2021;67;9999;5;19044;1;1;3;0;0;15;164;69
2627;2021;64;9999;1;590;0;0;0;0;0;1;8;56
2653;2021;66;9999;8;28186;4;3;1;0;0;28;310;73
2653;2022;66;9999;1;481;0;0;0;0;0;2;8;41
2653;2023;66;9999;13;47792;7;6;0;1;0;40;392;65
2653;2025;44;9999;5;12764;1;2;0;0;0;17;140;57
2653;2026;44;9999;14;51514;7;4;3;0;0;41;428;69
2664;2021;77;9999;5;18151;1;4;0;0;0;23;212;65
2664;2022;77;9999;9;35959;5;2;2;0;0;26;328;81
2664;2023;77;9999;0;0;0;0;0;0;0;0;0;0
2664;2024;43;9999;1;678;0;0;0;0;0;1;5;44
2680;2021;76;9999;7;23624;5;2;0;0;0;29;201;52
2680;2022;76;9999;5;15415;1;4;0;0;1;17;134;58
2681;2022;71;9999;0;0;0;0;0;0;0;0;0;0
2689;2021;80;9999;9;32392;5;3;1;0;0;28;271;66
2689;2022;84;9999;4;14034;0;4;0;0;0;18;149;56
2689;2025;54;9999;5;15407;1;3;1;0;0;15;140;62
2698;2022;72;9999;7;24666;3;4;0;0;0;27;236;58
2698;2021;72;9999;22;78812;13;6;3;0;1;68;607;62
2699;2021;82;9999;1;556;0;0;0;0;0;1;7;48
2699;2021;82;9999;0;0;0;0;0;0;0;0;0;0
2699;2023;82;9999;10;35886;5;5;0;1;2;27;288;71
2720;2022;74;9999;0;0;0;0;0;0;0;0;0;0
2746;2021;75;9999;2;5482;1;0;0;0;0;7;42;49
2746;2022;75;9999;17;65252;11;6;0;0;1;54;619;73
2746;2023;75;9999;5;17450;1;4;0;1;1;21;181;62
2746;2025;50;9999;1;2565;0;0;0;0;0;1;34;91
2756;2022;68;9999;10;35038;6;4;0;0;1;31;274;64
2756;2023;68;9999;12;42492;7;3;2;0;1;32;301;63
2756;2024;68;9999;15;54997;10;5;0;0;2;40;456;71
2770;2021;70;9999;5;14966;1;2;1;0;0;14;151;66
2770;2024;70;9999;4;14400;0;4;0;0;0;23;193;69
2771;2021;66;9999;5;15730;1;2;1;0;0;21;169;57
2771;2022;66;9999;4;13813;0;4;0;0;0;18;174;72
2771;2023;66;9999;0;0;0;0;0;0;0;0;0;0
2771;2024;66;9999;5;18694;1;3;1;1;0;17;174;73
2778;2021;69;9999;0;0;0;0;0;0;0;0;0;0
2778;2022;81;9999;2;6052;0;1;0;0;0;4;62;74
2784;2022;77;9999;0;0;0;0;0;0;0;0;0;0
2798;2023;73;9999;0;0;0;0;0;0;0;0;0;0
2798;2021;71;9999;0;0;0;0;0;0;0;0;0;0
2809;2021;77;9999;0;0;0;0;0;0;0;0;0;0
2809;2022;77;9999;0;0;0;0;0;0;0;0;0;0
2809;2023;77;9999;15;54446;11;3;1;1;3;30;399;73
2809;2024;77;9999;5;17948;1;4;0;0;0;17;207;77
2819;2023;80;9999;1;3600;1;0;0;0;0;5;22;33
2819;2022;80;9999;0;0;0;0;0;0;0;0;0;0
2820;2021;67;9999;0;0;0;0;0;0;0;0;0;0
2845;2021;64;9999;6;24230;2;3;1;0;0;22;227;68
2845;2022;64;9999;11;39756;7;3;1;0;0;47;421;66
2845;2022;64;9999;5;18287;4;1;0;0;0;11;167;84
2845;2023;64;9999;25;84551;13;9;2;2;1;73;783;67
2845;2025;64;9999;12;44706;5;6;1;1;0;39;389;71
2845;2026;47;9999;7;25876;3;3;1;0;0;20;265;80
2868;2024;65;9999;5;17987;4;1;0;0;0;9;129;72
2868;2024;65;9999;19;68529;16;3;0;0;3;41;419;65
2868;2023;65;9999;1;476;0;0;0;0;0;0;4;55
2889;2021;79;9999;3;8567;1;1;0;0;0;10;83;59
2889;2022;79;9999;0;0;0;0;0;0;0;0;0;0
2889;2023;79;9999;0;0;0;0;0;0;0;0;0;0
2889;2024;79;9999;15;52820;9;5;1;0;0;51;399;56
2896;2021;82;9999;3;10761;0;3;0;1;0;11;112;75
2896;2021;82;9999;22;78881;16;5;1;1;1;63;597;64
2896;2022;82;9999;25;89134;14;9;2;2;0;83;770;65
2896;2023;82;9999;0;0;0;0;0;0;0;0;0;0
2896;2025;56;9999;0;0;0;0;0;0;0;0;0;0
2896;2026;50;9999;0;0;0;0;0;0;0;0;0;0
2900;2024;80;9999;12;44938;7;2;3;0;2;33;356;70
2900;2022;80;9999;12;43999;7;4;1;1;0;34;340;60
2900;2023;80;9999;21;76052;15;4;2;0;1;59;642;67
2900;2023;80;9999;3;11100;0;2;1;0;0;10;114;69
2903;2023;68;9999;1;2648;0;0;0;0;0;2;22;58
2921;2021;63;9999;10;36946;5;4;1;0;0;37;327;61
2921;2022;63;9999;4;14314;2;2;0;0;0;13;108;59
2921;2022;63;9999;21;74300;16;5;0;1;1;58;596;65
2921;2023;63;9999;20;72671;11;8;1;3;0;64;642;65
2921;2024;63;9999;10;35600;5;3;2;0;0;30;327;71
2922;2023;76;9999;1;1471;0;0;0;1;0;1;8;50
2925;2024;83;9999;2;1551;0;0;0;0;0;3;30;59
2955;2021;97;9999;1;2415;0;0;0;0;0;7;17;3
2955;2022;97;9999;1;1231;0;0;0;0;0;2;6;38
2957;2021;92;9999;12;42627;5;6;1;1;0;43;394;64
2965;2023;123;9999;5;17961;1;4;0;1;0;17;157;59
2965;2025;123;9999;4;15139;0;3;1;0;0;16;159;73
2976;2021;100;9999;10;34858;6;4;0;1;0;34;265;58
2995;2021;87;9999;5;18224;1;3;1;0;0;22;185;62
3012;2021;103;9999;7;22544;3;4;0;0;0;25;226;61
3012;2022;103;9999;5;18000;1;4;0;0;0;18;180;68
3019;2021;85;9999;24;88559;16;5;3;0;1;74;727;66
3019;2021;85;9999;5;18000;4;1;0;0;0;15;123;58
3019;2022;85;9999;7;25700;3;3;1;1;0;25;195;56
3028;2021;91;9999;0;0;0;0;0;0;0;0;0;0
3030;2021;89;9999;0;0;0;0;0;0;0;0;0;0
3030;2022;89;9999;0;0;0;0;0;0;0;0;0;0
3040;2021;94;9999;7;25133;3;3;1;1;0;23;237;71
3046;2022;98;9999;1;2905;0;0;0;0;0;5;37;52
3048;2021;95;9999;0;0;0;0;0;0;0;0;0;0
3055;2021;98;9999;14;46623;7;6;1;2;0;42;402;63
3055;2022;98;9999;11;36636;6;5;0;1;1;29;257;61
3055;2023;54;9999;17;61261;10;5;2;0;2;45;524;72
3058;2021;99;9999;0;0;0;0;0;0;0;0;0;0
3058;2022;99;9999;3;4431;0;1;0;0;0;4;50;68
3066;2021;88;9999;10;37561;6;4;0;1;0;39;367;67
3066;2022;88;9999;10;36672;4;4;2;0;0;32;302;64
3066;2025;62;9999;21;76036;15;5;1;0;1;49;577;70
3066;2026;62;9999;21;78160;16;5;0;0;3;51;536;67
3101;2023;83;9999;4;13764;0;4;0;1;0;19;175;74
3109;2023;75;9999;1;429;0;0;0;0;0;1;3;40
3109;2025;62;9999;3;8223;1;1;0;0;0;11;54;39
3179;2021;88;9999;0;0;0;0;0;0;0;0;0;0
3179;2022;88;9999;0;0;0;0;0;0;0;0;0;0
3181;2021;85;9999;0;0;0;0;0;0;0;0;0;0
3181;2021;85;9999;2;4076;0;1;0;0;0;3;28;54
3182;2021;93;9999;0;0;0;0;0;0;0;0;0;0
3182;2022;93;9999;0;0;0;0;0;0;0;0;0;0
3182;2023;93;9999;3;10340;2;1;0;0;0;9;77;58
3182;2023;93;9999;4;11783;0;2;1;1;0;13;89;48
3188;2021;87;9999;0;0;0;0;0;0;0;0;0;0
3188;2022;87;9999;22;77817;13;8;1;1;1;72;665;65
3188;2023;87;9999;6;21576;2;4;0;1;0;23;248;73
3194;2021;89;9999;17;62904;10;5;2;0;0;50;457;64
3194;2022;89;9999;6;21528;2;4;0;0;0;21;169;57
3196;2022;85;9999;0;0;0;0;0;0;0;0;0;0
3203;2022;86;9999;0;0;0;0;0;0;0;0;0;0
3220;2021;91;9999;7;26419;3;3;1;0;0;23;237;72
3220;2022;91;9999;18;64356;10;8;0;1;0;60;501;58
3220;2023;91;9999;5;12650;1;4;0;0;0;13;129;62
3220;2025;34;9999;16;58629;10;6;0;0;1;41;530;78
3240;2021;96;9999;24;87664;15;6;3;0;0;79;817;70
3240;2022;96;9999;12;44045;7;5;0;1;0;35;336;61
3240;2023;96;9999;7;24290;3;4;0;0;0;25;178;49
3251;2021;97;9999;4;11988;0;3;1;1;0;16;109;48
3251;2022;97;9999;5;16724;1;4;0;0;0;22;175;56
3251;2023;97;9999;13;43274;6;6;1;0;0;53;492;67
3251;2024;97;9999;13;46755;6;6;1;1;1;43;348;57
3273;2021;101;9999;19;67927;11;8;0;0;0;57;626;70
3273;2022;93;9999;12;43094;6;6;0;0;1;42;428;69
3273;2023;93;9999;3;7612;2;0;0;0;0;4;60;69
3273;2023;93;9999;7;24301;4;3;0;1;0;21;171;52
3273;2024;93;9999;23;77023;15;7;0;0;1;71;643;62
3273;2024;93;9999;4;14364;3;1;0;1;0;9;99;68
3273;2025;38;9999;2;3820;0;2;0;0;0;7;34;38
3276;2023;86;9999;7;25804;3;3;1;0;0;22;206;61
3283;2022;68;9999;2;874;0;0;0;0;0;1;7;48
3283;2024;68;9999;0;0;0;0;0;0;0;0;0;0
3312;2023;101;9999;16;55766;8;7;1;1;0;56;509;63
3314;2023;89;9999;0;0;0;0;0;0;0;0;0;0
3318;2021;95;9999;5;17838;1;4;0;3;0;20;169;62
3318;2023;95;9999;5;18881;1;3;1;1;0;20;194;70
3318;2025;44;9999;6;20627;4;2;0;0;0;23;189;61
3318;2026;44;9999;0;0;0;0;0;0;0;0;0;0
3319;2023;99;9999;6;19230;2;4;0;0;0;25;235;68
3319;2026;55;9999;0;0;0;0;0;0;0;0;0;0
3322;2023;86;9999;0;0;0;0;0;0;0;0;0;0
3322;2022;101;9999;2;2079;0;0;0;0;0;5;18;38
3323;2023;102;9999;6;22140;2;2;2;1;0;24;216;65
3323;2022;102;9999;2;4917;0;0;0;0;0;10;45;25
3325;2023;97;9999;2;3780;0;0;0;0;0;7;45;45
3327;2021;103;9999;1;2545;0;0;0;0;0;2;23;60
3340;2024;104;9999;4;8849;1;0;0;0;0;8;80;59
3343;2024;104;9999;17;52734;7;9;0;0;0;65;469;53
3391;2023;98;9999;4;14400;3;1;0;0;0;11;112;68
3391;2023;98;9999;19;69516;16;2;0;0;1;50;478;64
3391;2024;98;9999;7;25490;3;4;0;0;1;21;231;67
3391;2025;98;9999;11;37358;4;6;1;1;0;42;340;59
3395;2021;93;9999;4;14507;0;3;1;0;0;18;132;52
3395;2023;89;9999;13;46957;8;5;0;2;1;39;430;68
3395;2025;89;9999;5;17251;1;4;0;0;0;24;183;62
3433;2023;83;9999;1;599;0;0;0;0;0;4;12;23
3435;2023;87;9999;0;0;0;0;0;0;0;0;0;0
3435;2022;87;9999;2;3065;0;0;0;0;0;6;33;42
3436;2021;92;9999;1;832;0;0;0;0;0;1;13;56
3437;2023;91;9999;2;5278;0;0;0;0;0;11;47;25
3437;2022;91;9999;1;1011;0;0;0;0;0;2;14;51
3451;2024;87;9999;4;13114;0;4;0;0;0;29;180;45
3462;2021;122;9999;5;18197;1;3;1;0;0;12;159;71
3462;2022;122;9999;12;45065;6;4;2;0;0;46;419;63
3462;2023;122;9999;5;19518;1;2;2;0;0;16;171;71
3462;2024;33;9999;0;0;0;0;0;0;0;0;0;0
3462;2026;29;9999;7;25915;3;3;1;0;1;22;236;75
3472;2021;120;9999;0;0;0;0;0;0;0;0;0;0
3472;2022;120;9999;5;16392;1;4;0;1;1;15;172;72
3476;2022;113;9999;0;0;0;0;0;0;0;0;0;0
3498;2021;119;9999;4;8755;2;1;0;0;0;8;82;64
3508;2021;114;9999;4;15377;0;1;3;0;0;11;149;77
3508;2022;33;9999;0;0;0;0;0;0;0;0;0;0
3508;2023;50;9999;12;43820;5;7;0;0;0;35;402;73
3513;2021;116;9999;4;12008;0;4;0;0;0;24;117;29
3513;2024;57;9999;10;36350;4;5;1;0;1;26;358;83
3522;2021;120;9999;5;19013;1;4;0;0;0;23;191;59
3528;2021;113;9999;9;31009;4;4;1;0;1;24;283;72
3531;2021;112;9999;9;34227;5;2;2;1;0;25;293;70
3540;2022;110;9999;5;17898;1;3;1;0;0;21;184;65
3552;2021;116;9999;3;2392;0;0;0;0;0;5;19;40
3575;2021;121;9999;0;0;0;0;0;0;0;0;0;0
3575;2021;121;9999;0;0;0;0;0;0;0;0;0;0
3605;2021;107;9999;0;0;0;0;0;0;0;0;0;0
3613;2021;105;9999;21;77729;14;6;1;0;3;58;530;64
3647;2023;109;9999;5;18005;1;4;0;0;0;26;158;43
3647;2021;109;9999;14;52237;8;3;3;0;0;45;426;66
3647;2022;109;9999;0;0;0;0;0;0;0;0;0;0
3647;2022;109;9999;1;792;0;0;0;0;0;1;11;53
3650;2023;112;9999;5;17955;1;4;0;1;0;18;173;63
