PlayerId;Year;TeamId;LeagueId;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
18;2022;43;1;30;8;4;91;5;0;0;1;0;59;3;36;115;60;106;10;8;8;16337;328;2378;0;0
18;2023;43;1;3;1;1;2;-1;0;0;0;0;62;0;2;27;14;8;0;2;1;1419;0;144;0;0
18;2023;32;1;7;2;1;6;3;0;0;0;0;64;1;5;5;3;12;1;4;3;4101;27;768;0;0
19;2021;17;0;82;10;9;22;2;1;0;3;5;61;1;65;781;412;36;48;24;7;33109;703;14213;0;0
19;2022;43;1;66;15;18;33;-1;0;0;0;0;67;2;102;799;429;48;19;33;36;53649;1148;10289;0;0
19;2023;43;1;4;0;1;2;0;0;0;0;0;58;0;4;24;14;0;1;0;1;3040;54;629;0;0
19;2023;54;1;27;2;2;8;1;0;0;0;1;59;1;24;52;28;6;6;5;10;11441;699;3433;0;0
22;2021;20;0;74;5;7;26;1;0;0;1;0;63;2;28;13;4;83;36;16;4;39631;467;1644;0;0
22;2022;8;0;56;4;12;18;-20;0;0;0;0;64;0;58;4;2;85;41;19;7;36145;1577;626;0;0
22;2022;7;0;17;3;6;8;-8;0;1;0;0;61;0;16;3;1;36;13;5;2;13009;352;0;0;0
24;2021;23;0;82;6;7;28;-2;0;0;4;4;61;2;39;312;134;61;32;18;12;32685;662;13252;0;0
24;2022;32;1;57;3;13;16;-5;0;3;0;0;63;1;71;101;43;93;6;10;40;33437;3430;5623;0;0
24;2023;45;1;13;1;2;8;-3;0;0;0;0;61;0;9;16;8;21;7;9;6;8311;217;2625;0;0
35;2021;7;0;29;1;2;13;-4;0;0;0;1;58;1;17;52;30;30;16;4;1;15049;281;1454;1;1
35;2021;41;1;43;8;9;30;-7;0;0;2;1;63;3;65;164;79;109;14;20;23;37870;373;5676;0;0
35;2022;41;1;71;12;10;36;1;0;4;0;0;60;2;70;69;29;111;19;17;15;47906;2250;6224;0;0
41;2021;60;1;71;7;18;36;12;0;3;3;2;67;1;130;3;1;123;20;27;79;70428;3785;9935;0;0
41;2022;60;1;72;5;23;14;-3;0;1;1;3;63;1;115;0;0;107;29;30;81;72790;368;11653;0;0
48;2021;12;0;63;5;10;41;14;1;2;0;1;59;1;76;1;1;65;5;18;56;63518;2077;4325;1;0
48;2022;12;0;31;1;2;18;3;0;0;0;0;58;0;58;0;0;49;8;17;19;30702;371;2230;0;0
48;2023;12;0;23;3;5;2;-6;2;0;0;0;59;0;33;0;0;29;3;9;31;18470;1042;2431;0;0
57;2021;24;0;73;4;9;40;-10;1;4;0;0;66;1;68;28;13;81;51;18;4;47418;5657;1043;0;0
59;2021;22;0;82;9;12;26;-3;2;1;2;4;60;2;76;600;310;56;43;20;15;49046;3167;7276;0;0
59;2022;20;0;64;20;10;14;13;1;2;0;2;59;4;54;485;230;43;27;27;7;33922;1264;2477;0;0
59;2022;3;0;20;1;3;8;-7;0;2;0;0;57;1;9;133;79;19;18;6;4;9685;1076;66;0;0
59;2023;3;0;5;0;1;2;-1;0;0;0;0;55;0;1;38;19;2;6;2;0;3274;81;174;0;0
59;2023;36;1;31;3;5;30;-6;0;1;0;0;62;0;34;330;191;30;2;7;6;19255;1719;691;0;0
60;2021;30;0;82;5;20;58;28;0;1;0;4;64;0;128;0;0;106;9;32;130;89907;1835;12442;0;0
60;2022;30;0;82;8;20;48;13;2;1;0;2;63;2;166;2;1;106;16;35;131;92695;1704;11513;0;0
60;2023;30;0;71;11;21;34;7;0;0;0;2;62;2;152;0;0;96;20;36;117;70008;844;9050;0;0
71;2021;22;0;79;2;15;12;7;0;0;0;2;63;0;62;21;10;155;46;23;6;56084;688;2106;0;0
71;2022;22;0;82;6;18;14;-22;0;0;0;2;62;0;77;80;43;149;75;29;18;64616;94;3751;0;0
79;2021;4;0;82;7;11;20;-7;0;0;3;0;64;2;58;117;45;105;46;17;13;50225;655;2542;0;0
79;2022;4;0;81;9;14;25;-45;0;3;0;1;58;2;40;741;274;30;40;35;25;51265;3914;2309;1;1
79;2023;58;1;8;1;0;4;0;0;0;0;0;57;0;4;28;13;7;0;0;1;3307;0;474;0;0
89;2021;7;0;18;0;4;8;1;0;0;0;1;57;0;28;22;8;15;3;6;17;15540;181;1337;0;0
89;2022;41;1;46;7;19;26;-20;3;11;0;0;71;0;103;0;0;58;28;23;86;42059;13044;5075;0;0
95;2021;8;0;59;10;22;44;-16;1;8;0;4;62;3;123;1;0;68;12;34;66;62481;9948;4703;0;0
95;2021;1;0;15;1;2;6;-1;1;0;0;1;59;0;23;0;0;8;0;6;15;11527;517;1527;0;0
95;2022;1;0;82;8;21;34;2;0;0;0;2;59;5;146;0;0;74;18;28;90;75405;364;4104;0;0
95;2023;34;1;21;0;5;18;-8;0;0;0;2;57;0;15;7;5;19;10;2;64;18251;211;3431;0;0
101;2021;60;1;62;11;14;16;17;1;0;0;1;59;2;89;67;22;67;15;7;11;36642;427;674;0;0
101;2023;43;1;6;2;0;0;-3;0;0;0;0;51;0;6;0;0;2;0;0;0;2315;21;0;0;0
109;2021;18;0;3;0;0;0;-2;0;0;0;0;61;0;2;0;0;4;1;2;0;1124;0;44;0;0
109;2021;28;0;16;0;2;14;0;0;0;0;0;61;0;4;8;2;26;9;2;0;6747;187;400;0;0
109;2022;23;0;56;6;10;10;2;0;0;2;4;60;0;29;137;49;65;35;20;7;28109;439;6379;0;0
109;2023;57;1;6;0;1;2;1;0;0;0;0;61;0;12;4;2;8;2;2;0;3918;0;225;0;0
109;2023;12;0;50;2;9;21;-28;0;0;0;0;59;0;41;1;1;89;34;14;11;29315;1453;458;1;0
125;2021;42;1;71;29;31;34;-25;13;16;1;0;69;4;204;94;45;121;36;20;27;55603;20334;454;0;0
125;2022;42;1;35;7;9;22;-1;0;1;0;0;58;0;50;56;24;59;10;2;15;20155;195;3274;0;0
125;2022;4;0;14;0;2;0;-9;0;0;0;0;56;0;4;59;28;7;0;4;2;6869;0;67;0;0
127;2021;49;1;59;15;29;48;-6;7;12;0;0;67;5;123;141;72;114;20;10;9;40374;13426;184;0;0
127;2021;5;0;1;0;1;0;1;0;0;0;0;71;0;1;1;1;0;1;0;0;994;42;82;0;0
127;2022;38;1;33;8;7;18;2;3;3;0;0;65;0;58;43;22;38;5;2;4;15293;8016;151;0;0
136;2021;3;0;45;5;7;4;-5;1;2;2;0;61;2;32;20;10;38;20;7;9;20265;2623;2976;0;0
136;2022;38;1;65;14;16;18;18;1;0;0;1;58;2;110;91;45;54;27;13;28;49184;612;4836;0;0
146;2021;8;0;37;1;5;23;1;0;0;0;0;59;0;13;8;4;31;12;7;2;19266;823;486;1;1
146;2022;53;1;59;11;10;151;0;0;0;0;0;58;2;99;36;20;179;28;8;5;42046;1491;4452;11;2
146;2023;12;0;80;2;10;32;-43;0;0;1;1;59;0;43;15;3;127;45;22;13;45259;271;2458;2;2
152;2021;55;1;41;3;18;24;21;1;4;0;1;73;1;67;1;1;66;8;22;118;42700;4243;6523;0;0
152;2021;25;0;7;0;0;6;-3;0;0;0;0;57;0;5;0;0;3;0;2;10;6768;115;388;0;0
152;2022;27;0;80;7;23;32;16;0;0;1;2;58;2;89;0;0;70;8;36;159;82297;365;9136;0;0
152;2023;60;1;29;2;4;20;-4;0;1;0;0;59;0;32;0;0;31;9;19;50;27058;229;2846;0;0
161;2021;38;1;8;1;3;2;-1;0;0;0;1;61;1;21;0;0;13;0;1;17;7650;208;1624;0;0
161;2021;3;0;10;0;0;4;-10;0;0;0;0;55;0;8;0;0;12;1;1;17;9225;54;493;0;0
161;2022;57;1;49;3;19;22;0;0;0;0;2;60;0;42;0;0;69;8;16;119;44286;736;7399;0;0
177;2022;48;1;9;0;0;2;-7;0;0;0;0;59;0;16;0;0;7;2;2;12;7454;2261;821;0;0
177;2021;50;1;36;3;9;30;8;1;1;0;0;60;0;71;0;0;37;10;15;37;34651;4397;4012;0;0
200;2021;7;0;7;0;1;0;-1;0;0;0;0;55;0;6;4;1;5;2;1;3;6156;289;332;0;0
200;2022;7;0;34;3;11;16;-14;3;1;0;1;57;1;53;0;0;32;4;15;11;32553;2351;1334;0;0
203;2021;54;1;46;3;7;83;11;0;0;0;1;59;0;50;0;0;81;14;17;53;39927;548;6082;7;2
203;2022;54;1;56;2;9;45;-4;0;0;0;0;57;0;68;1;0;92;21;24;41;48962;620;5285;3;1
212;2022;58;1;69;9;19;36;-9;2;1;0;1;69;1;134;3;2;59;24;32;85;67360;2210;8571;0;0
212;2021;27;0;72;6;9;26;7;0;3;1;2;59;2;84;0;0;78;8;33;18;64881;2921;2436;0;0
219;2021;15;0;76;1;16;60;-15;0;3;0;0;63;0;37;9;5;120;45;17;8;62156;1254;703;2;0
219;2022;15;0;32;4;7;16;-6;0;0;0;0;59;0;25;0;0;37;20;8;3;22210;221;15;0;0
230;2021;21;0;65;13;20;34;-18;7;11;0;0;72;2;108;25;12;92;44;33;14;53657;13022;795;0;0
230;2021;28;0;16;3;4;2;1;0;1;0;0;72;1;16;1;0;28;11;10;0;14584;784;0;0;0
230;2022;28;0;54;14;11;10;-17;6;4;0;0;69;1;97;9;2;76;45;20;16;40990;8903;312;0;0
230;2023;58;1;16;1;4;8;0;1;0;0;1;57;0;10;30;14;11;2;2;1;6950;599;470;0;0
235;2021;8;0;80;3;12;36;-10;0;2;0;2;57;1;71;0;0;75;11;31;89;80786;2215;4439;0;0
235;2022;53;1;40;2;10;12;14;0;0;1;0;67;1;56;1;0;43;5;26;82;36006;556;6305;0;0
235;2022;8;0;5;1;1;10;-1;1;0;0;0;53;1;11;1;0;0;0;3;4;4068;221;461;0;0
251;2021;24;0;52;0;10;16;-2;0;0;0;3;61;0;27;51;25;49;29;18;11;31194;237;7496;0;0
251;2022;58;1;71;8;17;63;4;0;0;3;2;62;1;78;496;251;136;10;29;26;42574;279;12070;1;0
253;2021;4;0;67;0;7;18;-14;0;1;0;0;61;0;45;30;14;69;33;18;7;32421;1212;8088;0;0
253;2022;42;1;74;6;16;43;-6;0;0;0;1;65;1;104;438;184;66;19;29;66;53329;296;12559;1;0
274;2021;24;0;82;6;7;36;-7;1;0;1;4;58;0;82;1;1;74;6;33;120;72254;1998;10523;0;0
274;2022;58;1;70;7;13;20;-6;0;0;1;0;59;2;122;1;0;130;11;20;84;67496;5244;7211;0;0
304;2021;33;1;71;4;17;75;8;0;0;0;0;60;0;90;0;0;105;19;29;134;68839;682;13433;6;2
348;2021;49;1;52;3;2;119;-12;0;0;0;0;55;0;23;102;33;91;10;3;11;22472;361;2676;15;3
417;2021;49;1;62;9;19;40;-3;2;0;0;2;62;1;88;134;70;75;20;10;43;41542;3373;5236;0;0
445;2021;52;1;70;35;23;25;-20;18;13;0;0;66;1;209;164;99;79;28;14;16;57674;20142;0;1;0
476;2021;52;1;53;8;17;48;-10;4;13;1;0;66;2;95;54;22;62;21;18;36;30972;14817;3068;0;0
492;2021;4;0;13;1;0;2;2;0;0;0;0;60;0;17;0;0;14;0;10;5;9927;112;429;0;0
492;2022;4;0;14;1;3;6;-8;0;0;0;0;56;0;16;0;0;7;3;9;17;12865;56;1598;0;0
499;2021;59;1;57;18;13;26;31;0;0;3;0;67;1;127;392;207;74;29;21;30;49347;2660;10336;0;0
499;2021;31;0;1;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;577;0;15;0;0
622;2021;11;0;62;6;7;6;-17;4;2;0;1;60;0;43;202;98;52;34;8;5;29604;6196;2765;0;0
622;2022;11;0;39;2;5;10;-18;0;0;0;1;57;0;32;91;42;31;11;18;3;22201;398;528;0;0
750;2021;36;1;50;6;12;24;10;0;1;1;0;60;1;58;1;0;56;17;19;61;47041;1892;9714;0;0
807;2021;0;0;10;1;4;6;-1;1;2;0;0;68;0;26;0;0;8;1;9;2;8506;1770;622;0;0
807;2022;0;0;56;7;16;6;-8;0;0;0;0;65;0;58;15;7;73;32;17;26;44556;29;0;0;0
807;2022;2;0;26;3;6;6;-11;0;0;0;0;62;1;24;0;0;46;21;6;9;21655;22;0;0;0
831;2021;7;0;76;8;12;28;2;0;1;1;3;59;1;62;768;420;51;50;23;8;56370;683;7841;0;0
831;2022;7;0;59;5;16;6;-16;0;5;0;0;59;0;37;298;159;26;20;13;12;29832;4223;1053;0;0
846;2021;27;0;82;6;15;4;5;0;1;1;2;59;2;37;86;33;73;27;14;5;38819;1227;1625;0;0
848;2021;34;1;72;12;21;63;-7;1;2;0;3;66;0;133;855;422;131;27;31;49;58661;830;12380;1;0
988;2021;57;1;66;10;21;49;16;1;1;1;1;65;1;124;371;126;145;35;20;35;48062;1861;13472;2;0
995;2021;59;1;72;12;9;69;-3;3;0;1;0;61;3;102;110;59;94;31;13;31;47154;2426;1405;9;4
997;2021;24;0;75;5;8;30;-12;1;3;2;1;60;1;116;0;0;85;4;31;93;74283;2826;5982;0;0
997;2022;58;1;74;11;24;40;9;0;0;1;3;64;2;94;0;0;119;24;38;318;76404;869;14980;0;0
1000;2021;55;1;55;11;24;14;9;7;16;0;0;67;2;146;0;0;60;10;30;55;50178;13954;4734;0;0
1003;2021;9;0;82;1;11;20;-1;0;0;0;1;61;1;37;85;51;79;35;22;10;42593;481;5479;0;0
1003;2022;9;0;51;6;6;6;6;1;0;2;1;58;2;28;319;160;26;30;16;9;22528;225;5766;0;0
2141;2022;52;1;5;2;0;4;0;0;0;0;0;60;0;6;5;1;6;4;2;2;4124;27;947;0;0
2141;2022;33;1;28;2;7;18;10;0;0;0;0;60;0;31;0;0;31;8;5;20;24395;211;3148;0;0
2141;2021;55;1;74;7;13;57;0;0;1;0;2;59;1;104;0;0;64;47;30;90;69698;797;13645;1;0
2143;2021;43;1;60;9;6;42;-2;1;0;0;0;60;2;66;79;32;70;18;9;24;38610;649;5392;0;0
2143;2022;36;1;31;1;1;6;-16;0;0;0;0;57;0;32;27;10;36;6;5;7;16697;55;2763;0;0
2148;2021;35;1;75;16;15;134;-5;3;1;1;0;63;3;100;216;117;222;18;22;35;61637;7106;6437;14;5
2148;2022;35;1;74;5;8;51;-15;0;0;0;0;59;1;51;86;42;95;5;12;22;44106;1032;845;3;1
2155;2022;48;1;11;0;2;2;2;0;0;0;0;58;0;6;10;6;4;1;1;1;4500;158;198;0;0
2155;2022;45;1;28;3;1;20;-11;0;0;0;0;56;1;9;68;35;39;5;2;7;11574;0;2075;0;0
2155;2021;45;1;57;4;7;25;-15;1;1;1;0;61;0;69;43;23;72;7;8;28;34644;372;1403;1;1
2159;2021;47;1;65;9;20;52;5;1;1;1;0;65;1;97;58;22;112;34;25;62;54471;1330;4417;0;0
2160;2021;50;1;59;6;16;33;7;0;1;0;0;70;1;100;0;0;70;16;24;117;58197;868;6202;1;0
2160;2022;50;1;13;1;0;10;-1;0;0;0;0;63;0;26;0;0;14;6;2;14;11796;39;1136;0;0
2160;2022;51;1;36;4;11;25;11;0;0;1;0;63;1;53;1;0;33;15;4;44;33165;992;3001;1;0
2167;2021;48;1;48;3;6;37;-18;0;0;0;0;56;0;37;24;8;59;13;6;15;22692;877;1930;3;1
2167;2022;48;1;48;6;6;18;-2;0;0;0;0;56;2;43;92;38;72;10;6;10;22625;1167;1162;0;0
2173;2021;50;1;26;2;9;8;1;0;0;0;0;59;1;43;0;0;13;13;9;30;22648;1324;2815;0;0
2186;2021;61;1;5;1;0;14;2;0;0;0;0;54;0;3;28;13;1;0;0;1;2103;0;370;0;0
2189;2021;51;1;16;0;2;4;2;0;0;0;0;66;0;20;0;0;20;4;6;38;15977;118;2335;0;0
2189;2021;56;1;14;1;3;0;-2;0;0;0;0;62;0;10;0;0;15;4;4;14;12361;54;1307;0;0
2198;2021;46;1;30;2;1;37;1;1;0;0;0;57;0;13;22;6;21;2;4;7;14320;256;70;5;2
2200;2021;33;1;61;7;12;363;7;0;1;1;0;69;2;81;3;0;412;13;25;108;58300;4786;9737;27;12
2214;2021;37;1;64;11;9;32;-5;2;1;0;0;66;1;135;61;25;65;22;20;40;47627;2871;8183;0;0
2227;2021;47;1;61;8;20;26;4;1;6;0;0;61;0;94;39;21;21;14;14;46;37059;3367;1501;0;0
2230;2021;61;1;3;1;1;8;4;0;0;0;0;70;0;5;1;1;14;1;0;7;2751;103;338;0;0
2231;2021;56;1;46;2;16;16;8;0;0;0;1;61;0;58;0;0;58;14;20;95;45239;581;9121;0;0
2232;2021;40;1;38;1;6;10;-12;0;0;0;0;59;0;57;22;13;15;9;11;18;27789;1906;1021;0;0
2232;2022;43;1;31;3;2;6;-6;1;1;0;0;60;1;28;34;16;19;5;16;21;14497;2248;2354;0;0
2233;2021;34;1;25;0;1;28;2;0;0;0;0;57;0;24;0;0;21;9;11;28;23107;408;3498;0;0
2235;2021;50;1;72;10;14;183;2;0;0;0;0;59;1;108;80;33;121;21;19;32;56104;486;2243;21;6
2236;2021;35;1;76;38;31;40;-11;19;12;0;0;66;4;225;35;19;54;31;11;22;62746;20381;125;0;0
