PlayerId;TeamId;FranchiseId;Games Played;Minutes Played;Wins;Losses;OT;Shots Against;Saves;Goals Against;Goals Against Average;Shutouts;Save Percentage;Game Rating
5820;56;21;11;673;7;2;2;334;308;26;2.32;1;.922;73
5889;57;12;11;609;6;4;0;270;237;33;3.25;0;.878;57
5923;40;20;1;20;0;0;0;15;13;2;5.72;0;.867;48
5944;32;23;11;655;7;4;0;339;310;29;2.65;1;.914;71
5974;143;18;1;53;0;0;0;26;25;1;1.12;0;.962;79
6187;134;134;1;54;0;0;0;24;22;2;2.19;0;.917;61
6373;114;114;13;756;9;2;2;319;288;31;2.46;0;.903;63
6446;0;0;7;420;3;4;0;277;244;33;4.71;0;.881;70
6491;132;12;5;299;2;3;0;134;119;15;3.01;0;.888;64
6539;127;31;3;177;0;3;0;76;67;9;3.05;0;.882;59
6545;135;2;11;685;7;3;1;395;369;26;2.28;1;.934;82
6571;38;38;13;833;7;5;1;384;346;38;2.74;0;.901;66
6603;104;104;1;22;0;0;0;15;13;2;5.40;0;.867;55
6627;100;100;3;141;0;3;0;103;92;11;4.66;0;.893;62
6663;85;85;5;211;1;3;0;124;110;14;3.98;0;.887;55
6683;91;91;7;429;3;2;2;218;197;21;2.93;1;.904;67
6731;95;95;5;294;1;4;0;171;147;24;4.90;0;.860;51
6804;72;72;18;1098;14;4;0;392;349;43;2.35;0;.890;60
6821;71;71;4;234;0;3;1;192;168;24;6.15;0;.875;61
6905;68;68;1;14;0;0;0;7;7;0;0.00;0;1.000;56
6908;111;111;4;168;0;3;0;135;115;20;7.12;0;.852;48
6937;111;111;2;70;0;1;0;63;57;6;5.12;0;.905;71
6939;69;69;4;186;0;4;0;180;158;22;7.07;0;.878;61
6961;110;110;14;786;9;5;0;355;313;42;3.20;0;.882;57
6967;121;121;11;675;4;4;3;361;316;45;4.00;0;.875;58
6985;114;12;1;47;0;0;0;26;23;3;3.79;0;.885;64
6993;120;120;10;604;5;4;1;376;336;40;3.97;0;.894;61
7003;122;122;9;478;4;1;2;318;284;34;4.26;0;.893;60
7029;105;105;5;313;1;3;1;190;175;15;2.87;0;.921;76
7075;96;96;4;209;0;4;0;240;217;23;6.58;0;.904;76
7078;99;99;12;717;8;4;0;396;361;35;2.93;2;.912;69
7142;85;85;8;458;3;2;2;265;237;28;3.66;1;.894;64
7155;86;86;3;93;0;1;0;67;56;11;7.03;0;.836;41
7164;86;86;4;143;0;3;0;104;88;16;6.67;0;.846;43
7211;103;103;17;1029;14;2;1;313;280;33;1.92;2;.895;58
7271;82;82;19;1182;16;2;1;576;533;43;2.18;2;.925;77
7298;75;75;10;605;6;3;1;285;255;30;2.97;1;.895;63
7325;83;83;9;558;5;3;1;245;219;26;2.79;0;.894;62
7327;69;69;1;53;0;0;0;59;55;4;4.49;0;.932;93
7389;74;74;4;176;0;3;0;106;91;15;5.11;0;.858;50
7409;70;70;5;297;1;4;0;157;136;21;4.23;0;.866;54
7435;116;116;12;725;10;2;0;323;290;33;2.73;1;.898;60
7466;112;112;5;277;1;2;1;171;148;23;4.98;0;.865;52
7512;113;113;5;261;1;3;0;154;134;20;4.58;0;.870;52
7538;109;109;5;299;1;4;0;170;150;20;4.01;1;.882;58
7596;79;79;4;194;0;4;0;137;120;17;5.23;0;.876;55
7630;94;94;8;347;2;4;1;233;201;32;5.52;0;.863;48
7716;89;89;6;338;2;3;1;249;225;24;4.26;0;.904;71
7735;96;96;3;30;0;0;0;29;24;5;9.86;0;.828;42
7749;100;100;2;97;0;1;0;58;48;10;6.17;0;.828;39
7816;68;68;9;524;4;5;0;354;318;36;4.12;0;.898;66
7840;66;66;1;53;0;1;0;43;36;7;7.87;0;.837;41
7899;81;81;4;90;0;0;0;54;53;1;0.66;0;.981;64
7904;79;79;1;44;0;0;0;29;25;4;5.36;0;.862;60
7908;64;64;4;183;0;3;0;107;95;12;3.93;0;.888;57
7966;122;122;6;271;3;2;0;156;134;22;4.87;0;.859;47
7993;108;108;5;249;1;4;0;215;195;20;4.81;0;.907;66
8031;106;106;14;841;10;2;2;413;369;44;3.14;0;.893;61
8056;108;108;1;50;0;0;0;40;34;6;7.20;0;.850;43
8057;120;120;1;24;0;0;0;12;12;0;0.00;0;1.000;68
8104;99;99;1;4;0;0;0;1;1;0;0.00;0;1.000;50
8105;102;102;1;13;0;0;0;16;16;0;0.00;0;1.000;67
8109;107;107;4;259;0;2;2;190;176;14;3.24;0;.926;77
8111;112;112;1;51;0;0;1;37;34;3;3.48;0;.919;71
8126;104;104;10;587;5;5;0;331;294;37;3.78;0;.888;58
8130;71;71;1;18;0;0;0;13;10;3;9.74;0;.769;37
8150;113;113;1;41;0;1;0;25;21;4;5.73;0;.840;40
8165;88;88;11;652;5;5;1;320;278;42;3.86;1;.869;54
8168;95;95;1;5;0;0;0;2;1;1;10.88;0;.500;39
8236;101;101;3;144;0;2;0;81;70;11;4.56;0;.864;53
8314;94;94;10;553;6;2;0;248;215;33;3.58;0;.867;51
8320;93;93;5;205;2;1;0;87;77;10;2.91;1;.885;54
8404;64;64;7;414;5;2;0;164;144;20;2.90;1;.878;56
8442;74;74;3;123;1;1;0;82;75;7;3.40;0;.915;63
8450;81;81;4;149;0;4;0;113;90;23;9.21;0;.796;27
8493;80;80;6;318;2;4;0;178;152;26;4.90;0;.854;46
8499;78;78;4;239;3;1;0;135;124;11;2.76;0;.919;70
8549;106;106;2;53;0;0;0;27;25;2;2.26;0;.926;56
8564;110;110;1;56;0;0;0;24;19;5;5.35;0;.792;30
8658;117;117;1;23;0;0;0;18;17;1;2.59;0;.944;65
8685;80;80;2;40;0;0;0;23;20;3;4.42;0;.870;47
8703;119;119;7;364;3;4;0;214;186;28;4.60;0;.869;57
8711;78;78;11;586;5;5;0;368;322;46;4.70;0;.875;55
8717;119;119;2;63;0;0;0;33;30;3;2.83;0;.909;52
8726;66;66;4;187;0;2;1;150;142;8;2.56;1;.947;81
8729;117;117;10;579;6;3;1;271;242;29;3.00;1;.893;60
8745;102;102;4;225;0;4;0;166;146;20;5.32;0;.880;59
9226;89;-1;2;34;0;0;0;32;28;4;7.00;0;.875;51
9227;90;-1;5;292;2;3;0;177;153;24;4.93;0;.864;53
9247;63;-1;13;789;8;4;1;434;397;37;2.81;1;.915;70
9273;93;-1;13;755;12;1;0;294;260;34;2.70;1;.884;57
9274;90;-1;2;67;0;1;0;56;50;6;5.31;0;.893;55
9275;101;-1;6;336;4;1;1;142;126;16;2.85;1;.887;60
9279;88;-1;1;20;0;0;0;14;12;2;5.82;0;.857;45
9292;78;-1;4;139;0;2;0;80;64;16;6.87;0;.800;39
