PlayerId;Year;TeamId;LeagueId;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
146;2022;53;1;6;2;4;13;0;0;1;0;0;63;0;15;6;2;20;2;1;0;4452;787;720;1;0
146;2023;53;1;2;0;0;12;-2;0;0;0;0;49;0;0;1;1;3;1;1;0;834;0;139;0;0
152;2021;55;1;7;1;3;0;-3;0;3;0;0;80;0;13;0;0;12;3;8;35;6741;948;1788;0;0
152;2023;60;1;6;0;2;4;1;0;0;0;0;66;0;5;0;0;8;1;3;13;6457;159;880;0;0
161;2021;38;1;7;0;2;4;0;0;0;0;0;65;0;15;0;0;3;0;1;33;6515;423;1706;0;0
161;2022;12;0;5;2;0;0;0;1;0;0;0;55;0;6;0;0;3;0;2;4;5632;105;335;0;0
161;2022;57;1;3;0;0;0;-2;0;0;0;0;63;0;4;0;0;6;2;0;10;3264;115;496;0;0
161;2023;38;1;3;0;3;2;5;0;1;0;1;64;0;2;0;0;4;2;0;8;3191;184;161;0;0
177;2021;50;1;3;1;1;0;-1;0;0;0;0;65;0;7;0;0;3;2;1;6;2561;720;630;0;0
177;2022;12;0;2;0;0;0;-1;0;0;0;0;59;0;3;0;0;0;1;2;2;1890;241;238;0;0
200;2022;7;0;2;1;1;0;-1;1;0;0;0;62;0;6;0;0;0;0;1;0;1910;197;141;0;0
203;2021;54;1;5;0;0;11;-3;0;0;0;0;49;0;8;0;0;10;4;1;6;4638;41;485;1;0
203;2022;54;1;4;1;0;4;1;0;0;0;0;59;1;5;0;0;11;2;1;5;3869;54;467;0;0
203;2023;54;1;4;0;0;4;0;0;0;0;0;59;0;1;0;0;9;3;2;3;3390;15;694;0;0
212;2022;12;0;4;0;1;2;-3;0;0;0;0;58;0;9;0;0;11;0;0;1;4447;334;202;0;0
219;2021;15;0;7;0;1;2;2;0;0;0;0;63;0;3;1;1;10;8;1;1;5231;99;186;0;0
219;2022;15;0;3;0;1;0;1;0;0;0;0;65;0;3;1;0;5;1;0;0;2327;0;0;0;0
230;2021;21;0;7;1;1;0;-7;1;0;0;0;70;0;13;2;0;7;7;5;3;5846;1366;72;0;0
230;2022;28;0;6;1;1;0;1;0;0;0;0;70;0;14;0;0;4;5;3;2;4702;797;102;0;0
235;2021;8;0;7;0;0;2;-1;0;0;0;0;56;0;6;0;0;4;0;0;6;7793;64;279;0;0
235;2022;53;1;5;0;2;0;5;0;0;0;0;70;0;4;0;0;2;1;4;12;4832;48;867;0;0
235;2022;8;0;7;0;2;2;4;0;0;0;0;60;0;14;0;0;7;1;7;6;7008;152;278;0;0
251;2022;58;1;7;2;0;2;-3;0;0;0;0;59;0;8;19;12;10;2;2;2;4944;75;658;0;0
253;2021;4;0;7;1;0;0;0;0;0;0;0;61;0;6;3;2;4;7;1;0;3823;9;1189;0;0
253;2022;42;1;5;0;1;2;0;0;1;0;0;71;0;4;18;8;1;1;4;6;3330;220;1213;0;0
253;2022;4;0;6;2;4;4;2;0;0;0;0;63;0;6;7;3;5;2;1;1;5265;15;324;0;0
274;2021;24;0;7;0;3;2;3;0;0;0;0;59;0;6;0;0;5;1;3;6;5674;453;866;0;0
274;2022;58;1;7;1;3;18;5;0;0;0;0;61;0;10;0;0;8;1;5;10;6527;25;673;0;0
304;2021;33;1;6;0;2;4;3;0;0;0;0;61;0;6;0;0;11;2;1;8;5481;119;1313;0;0
348;2021;49;1;7;0;0;5;-5;0;0;0;0;57;0;9;0;0;15;2;2;2;4830;6;6;1;1
417;2021;49;1;6;2;0;0;4;0;0;0;0;63;0;11;12;6;7;2;1;0;4569;1285;30;0;0
445;2021;52;1;7;2;4;0;6;0;1;0;0;67;1;19;33;17;9;2;1;2;5835;1276;0;0;0
476;2021;52;1;7;1;4;0;1;0;0;0;0;65;0;6;35;18;14;2;2;7;5416;742;430;0;0
492;2021;4;0;7;0;0;0;-4;0;0;0;0;54;0;4;0;0;6;0;0;4;5497;94;358;0;0
492;2022;4;0;7;0;0;0;0;0;0;0;0;55;0;4;0;0;4;2;3;4;6330;0;297;0;0
622;2021;11;0;7;1;1;4;2;0;0;1;1;62;0;4;31;15;9;4;4;0;3440;679;229;0;0
622;2022;11;0;4;2;0;4;-3;0;0;1;0;55;0;5;26;13;4;4;1;0;2431;0;445;0;0
807;2021;29;0;4;0;0;2;-1;0;0;0;0;59;0;6;1;0;0;1;0;0;2070;482;30;0;0
807;2022;0;0;3;0;0;2;0;0;0;0;0;60;0;6;0;0;1;2;0;0;1458;0;91;0;0
807;2023;60;1;6;3;2;2;1;0;2;0;0;70;0;16;6;1;2;1;2;3;4511;1305;0;0;0
831;2021;7;0;3;0;1;2;0;0;1;0;0;62;0;1;35;22;1;1;1;0;1959;546;0;0;0
831;2022;7;0;5;0;2;0;-5;0;1;0;0;54;0;3;39;21;2;3;1;1;2892;51;103;0;0
848;2021;34;1;5;2;1;4;1;0;0;0;0;72;1;14;65;31;12;1;3;3;4339;394;992;0;0
988;2021;57;1;6;1;1;0;1;0;0;0;0;72;0;13;2;0;13;2;0;2;4193;1550;175;0;0
995;2021;59;1;7;0;1;11;1;0;0;0;0;63;0;9;5;4;10;8;2;4;4616;108;201;1;1
997;2021;24;0;7;0;3;2;5;0;0;0;1;65;0;10;0;0;11;0;1;11;6462;442;910;0;0
997;2022;58;1;7;0;5;6;3;0;1;0;0;66;0;7;0;0;13;2;5;21;7654;310;1448;0;0
1003;2021;9;0;7;1;1;2;2;0;1;1;0;61;0;6;18;12;4;7;1;0;4175;13;293;0;0
1003;2022;9;0;6;1;1;0;-1;0;0;0;0;60;0;3;33;13;4;3;4;2;2670;0;941;0;0
2141;2022;33;1;5;0;1;4;-7;0;1;0;0;49;0;5;0;0;9;3;1;6;4738;310;836;0;0
2141;2021;55;1;7;1;3;6;2;0;0;0;0;63;0;8;0;0;8;1;2;6;7100;482;885;0;0
2143;2021;43;1;7;0;1;2;3;0;0;0;0;62;0;8;15;10;8;3;3;3;3945;0;1633;0;0
2143;2022;36;1;3;1;1;2;2;0;0;0;0;64;0;1;9;6;1;0;1;2;1743;207;466;0;0
2148;2021;35;1;6;1;1;4;2;0;0;0;0;71;0;11;59;33;14;3;3;2;4722;0;215;0;0
2148;2022;35;1;7;0;0;13;-1;0;0;0;0;62;0;2;5;2;18;1;0;9;6095;10;212;1;0
2155;2022;45;1;6;0;1;4;1;0;0;0;0;57;0;3;7;4;6;2;1;0;2770;106;418;0;0
2155;2021;45;1;6;0;0;14;-1;0;0;0;0;67;0;12;14;7;7;1;3;4;3038;608;655;0;0
2159;2021;47;1;6;1;1;2;0;0;0;0;0;66;1;7;1;0;9;3;2;4;5049;34;527;0;0
2160;2021;50;1;3;0;1;6;-3;0;0;0;0;62;0;4;0;0;1;2;2;6;2411;291;624;0;0
2160;2022;50;1;5;0;4;0;1;0;0;0;0;67;0;19;0;0;6;2;2;1;4689;61;642;0;0
2167;2021;48;1;6;0;0;4;-2;0;0;0;0;56;0;9;3;3;8;0;1;3;2976;136;301;0;0
2167;2022;48;1;7;0;2;2;-2;0;0;0;0;54;0;3;0;0;7;0;0;0;3062;259;29;0;0
2189;2021;51;1;5;0;1;2;-1;0;0;0;0;65;0;4;0;0;8;0;2;5;4942;164;614;0;0
2200;2021;33;1;6;0;3;18;1;0;0;0;0;64;0;8;0;0;13;1;2;10;5673;581;617;0;0
2214;2021;37;1;5;1;4;2;3;0;2;0;0;74;0;16;7;1;5;1;2;2;4030;1321;63;0;0
2227;2021;47;1;4;1;0;0;1;0;0;0;0;72;0;8;1;1;2;2;2;0;3222;972;98;0;0
2231;2021;56;1;6;0;1;2;1;0;0;0;0;65;0;9;0;0;13;3;3;11;5867;114;1218;0;0
2232;2021;40;1;6;1;2;4;2;0;0;0;0;61;0;7;2;2;0;2;2;3;4523;436;288;0;0
2232;2022;43;1;5;1;2;2;1;0;0;0;0;59;0;6;10;5;6;1;0;1;2213;138;514;0;0
2233;2021;34;1;2;0;1;0;1;0;0;0;0;54;0;4;0;0;2;0;1;1;2209;0;395;0;0
2235;2021;50;1;4;0;0;9;0;0;0;0;0;62;0;3;4;2;0;0;2;1;3012;131;317;1;1
2236;2021;35;1;6;3;3;2;2;1;1;0;0;66;0;18;10;2;6;5;1;0;4540;1545;28;0;0
2238;2021;39;1;6;1;2;0;-3;1;0;0;0;77;1;7;0;0;4;1;1;12;5925;398;958;0;0
2238;2022;39;1;7;0;3;2;-3;0;0;0;0;68;0;7;0;0;3;0;3;7;6092;283;854;0;0
2263;2021;49;1;7;1;5;2;-3;0;3;0;0;68;0;8;86;39;13;2;1;6;5207;1450;4;0;0
5830;2023;38;1;5;1;2;4;0;0;0;0;0;62;0;16;5;3;4;0;1;2;4213;368;169;0;0
5835;2022;3;0;7;0;2;4;-3;0;0;0;1;60;0;14;0;0;9;0;6;5;7103;195;360;0;0
5835;2023;36;1;2;0;0;0;0;0;0;0;0;59;0;5;0;0;1;2;0;1;1885;80;211;0;0
5845;2021;21;0;7;2;0;0;2;0;0;0;0;62;1;3;3;1;3;3;6;0;3845;45;41;0;0
5845;2022;56;1;7;2;0;2;-2;1;0;0;0;59;0;14;0;0;1;0;3;0;5255;819;0;0;0
5845;2022;21;0;5;0;0;0;-3;0;0;0;0;53;0;3;4;1;0;2;0;1;2537;69;160;0;0
5855;2021;11;0;7;0;3;0;1;0;1;0;0;65;0;3;88;46;5;3;4;4;6155;303;183;0;0
5855;2022;11;0;5;1;2;0;1;0;0;0;0;60;1;4;37;20;0;3;2;0;3240;186;0;0;0
32;2021;36;1;6;0;1;13;-1;0;1;0;0;60;0;7;25;11;9;1;0;4;3880;213;706;1;0
32;2022;36;1;5;1;0;7;1;0;0;0;0;56;0;6;16;9;8;11;2;3;3627;132;1070;1;0
243;2021;0;0;5;0;0;17;-1;0;0;0;0;61;0;1;4;1;7;4;1;4;2637;5;584;1;0
243;2022;47;1;7;0;4;6;2;0;0;0;0;65;0;13;8;4;15;2;1;1;5320;376;269;0;0
261;2022;43;1;6;0;2;8;4;0;0;0;0;71;0;8;0;0;11;3;1;18;6190;103;1237;0;0
2162;2021;32;1;6;0;0;5;-2;0;0;0;0;53;0;6;0;0;5;1;0;2;4449;0;64;1;0
2162;2022;57;1;5;1;1;8;0;0;0;0;0;60;0;13;0;0;15;2;0;2;4150;529;221;0;0
2175;2021;55;1;7;2;0;8;-6;1;0;0;0;59;0;11;3;2;5;2;0;0;5380;204;195;0;0
2210;2022;49;1;4;0;0;2;-1;0;0;0;0;59;0;6;7;2;2;3;1;0;3658;731;0;0;0
2210;2021;49;1;7;3;1;0;-5;2;1;0;0;62;0;7;5;3;3;2;1;7;4897;1429;65;0;0
2213;2021;43;1;7;0;3;2;0;0;0;0;0;62;0;11;12;8;10;2;3;0;4938;250;747;0;0
2;2021;17;0;7;0;0;6;-1;0;0;0;0;64;0;11;83;37;8;5;5;2;6129;336;176;0;0
2;2022;17;0;4;2;1;0;3;0;0;0;0;63;1;4;54;34;0;2;1;0;4064;0;0;0;0
2;2023;17;0;4;0;1;0;-2;0;0;0;0;60;0;5;24;9;5;4;2;0;2476;249;0;0;0
2;2024;17;0;6;0;0;0;-2;0;0;0;0;61;0;0;41;16;4;4;5;0;3220;538;345;0;0
4;2021;15;0;7;0;2;0;-1;0;1;0;0;63;0;1;6;3;9;3;0;1;4908;235;344;0;0
4;2022;15;0;7;2;5;4;2;0;1;0;0;70;0;6;5;0;15;4;6;1;6225;290;171;0;0
4;2023;48;1;1;0;0;0;-1;0;0;0;0;63;0;0;1;0;1;0;0;0;633;418;0;0;0
4;2023;14;0;1;0;0;2;-1;0;0;0;0;47;0;2;7;3;0;1;0;0;989;0;0;0;0
10;2021;8;0;7;0;0;4;-3;0;0;0;0;66;0;6;2;1;10;7;0;0;6119;125;45;0;0
10;2022;8;0;5;2;2;0;0;1;0;0;0;77;0;12;12;6;10;1;3;1;3986;844;0;0;0
15;2021;7;0;5;0;1;4;0;0;0;0;1;61;0;7;0;0;5;0;0;3;5530;307;681;0;0
15;2022;7;0;6;0;0;2;-3;0;0;0;0;57;0;12;0;0;5;0;1;5;6194;191;639;0;0
15;2023;7;0;1;0;0;0;1;0;0;0;0;59;0;0;0;0;1;1;1;1;734;0;55;0;0
27;2021;18;0;7;2;1;2;2;0;1;0;0;63;0;7;46;22;7;4;6;0;3523;10;582;0;0
27;2023;60;1;1;1;1;0;0;1;1;0;0;78;1;6;0;0;0;0;2;0;654;438;0;0;0
27;2023;18;0;1;1;0;0;0;1;0;0;0;60;0;1;3;2;1;1;0;0;424;47;53;0;0
27;2024;60;1;1;1;0;0;-1;0;0;0;0;48;0;5;2;2;1;2;1;0;931;0;40;0;0
31;2021;49;1;6;0;0;0;-1;0;0;0;0;66;0;5;6;3;7;2;3;8;5131;17;307;0;0
39;2021;8;0;7;1;2;4;0;1;1;0;1;68;1;7;0;0;12;7;4;2;5476;974;130;0;0
39;2022;8;0;4;2;0;0;0;1;0;0;0;64;0;5;8;1;5;3;2;0;2200;176;50;0;0
39;2023;18;0;1;0;1;0;1;0;0;0;0;64;0;1;0;0;1;1;0;0;865;0;0;0;0
39;2024;60;1;1;0;0;0;0;0;0;0;0;70;0;2;0;0;1;0;0;2;859;196;0;0;0
49;2021;9;0;7;0;0;0;2;0;0;0;0;63;0;6;0;0;11;0;2;3;7975;97;658;0;0
49;2022;9;0;6;1;0;0;-7;0;0;0;0;56;0;9;0;0;9;0;2;4;6318;203;235;0;0
49;2023;24;0;6;1;1;4;-7;0;0;0;0;56;1;14;0;0;3;1;5;4;6653;154;671;0;0
50;2021;12;0;7;1;0;8;-1;0;0;1;0;56;1;6;48;27;2;5;0;2;3749;0;466;0;0
50;2022;12;0;2;2;1;2;0;1;0;1;0;70;0;8;22;12;2;0;1;0;1353;568;83;0;0
50;2023;12;0;5;0;1;5;-2;0;0;0;0;60;0;8;34;20;6;2;1;1;2470;170;122;0;0
56;2021;15;0;6;0;0;4;-1;0;0;0;0;65;0;4;22;12;6;4;0;1;3256;102;1256;0;0
56;2022;15;0;6;1;2;15;0;0;0;0;0;59;0;8;9;4;7;1;0;1;3943;0;42;1;0
56;2023;23;0;3;1;0;6;-3;0;0;0;0;67;0;6;4;2;10;1;3;2;2388;106;151;0;0
56;2023;32;1;1;0;0;0;0;0;0;0;0;62;0;1;1;0;1;0;0;0;549;0;154;0;0
88;2021;29;0;7;1;2;0;5;0;1;0;0;64;0;18;0;0;9;0;2;7;7832;682;564;0;0
88;2022;1;0;7;0;2;0;-5;0;0;0;0;51;0;8;0;0;4;4;1;6;5984;228;176;0;0
116;2021;16;0;6;0;1;4;1;0;0;0;0;60;0;10;0;0;9;3;3;9;6467;69;1003;0;0
116;2023;3;0;3;0;1;2;-1;0;0;0;0;60;0;6;0;0;4;0;2;4;2595;101;153;0;0
116;2024;36;1;1;0;1;0;0;0;0;0;0;60;0;1;0;0;0;0;0;1;1166;0;114;0;0
116;2024;3;0;1;0;0;0;0;0;0;0;0;60;0;2;0;0;0;0;0;3;1048;0;0;0;0
122;2021;24;0;7;1;0;4;0;0;0;0;0;60;0;14;0;0;3;1;5;14;7939;525;714;0;0
122;2023;24;0;7;0;1;2;0;0;0;0;0;62;0;7;0;0;10;2;4;14;6803;0;1279;0;0
123;2021;16;0;7;1;1;2;0;0;1;0;0;62;0;16;0;0;7;2;2;11;6573;1130;272;0;0
