Game Id;Period;Time;Player;TeamId;Penalty;Minutes
65485;3;193;1255;14;Tripping;2
65485;3;1083;6142;124;Holding;2
65484;1;519;6249;19;Cross-Checking;2
65484;1;587;6433;30;Tripping;2
65484;1;1043;1866;30;Tripping;2
65484;2;1106;2730;30;Bench;0
65484;3;228;728;30;Bench;0
65484;3;623;2730;30;High Sticking;2
65484;3;977;1866;30;Holding;2
65514;1;271;1156;27;Tripping;2
65514;1;770;2859;9;Unsportsmanlike Conduct;2
65514;1;777;6447;9;Closing Hand on the Puck;2
65514;2;655;5653;9;Fighting;5
65514;2;655;1566;27;Fighting;5
65494;1;161;6345;23;Holding;2
65494;1;1022;921;7;Slashing;2
65494;2;525;1273;7;Holding;2
65494;2;894;5465;23;Holding;2
65494;3;172;6551;23;Slashing;2
65489;1;625;6437;28;Tripping;2
65489;1;832;5652;24;Slashing;2
65489;1;832;318;28;Cross-Checking;2
65489;2;7;6437;28;Interference;2
65489;2;399;7066;28;Hooking;2
65489;2;587;82;28;Tripping;2
65489;3;520;928;24;Slashing;2
65489;3;669;7065;24;Hooking;2
65487;1;912;6458;2;Slashing;2
65487;1;1020;875;10;Slashing;2
65487;2;803;7605;2;Holding;2
65487;3;111;1359;2;Interference;2
65487;3;317;5899;10;Tripping;2
65487;3;1147;6359;10;Tripping;2
65540;1;182;6166;21;Interference;2
65540;2;228;2048;21;Tripping;2
65540;2;622;6450;30;High Sticking;2
65540;2;924;1655;21;Hooking;2
65540;3;807;6420;21;Hooking;2
65540;3;1038;2045;30;Tripping;2
65526;1;207;1662;29;High Sticking;2
65526;1;352;581;29;Unsportsmanlike Conduct;2
65526;1;665;2035;29;Hooking;2
65526;2;614;5869;29;Cross-Checking;2
65526;2;1181;491;29;Slashing;2
65526;3;450;1128;12;Holding;2
65526;3;576;2035;29;Slashing;2
65526;3;576;5891;12;Slashing;2
65526;3;1090;1085;12;Interference;2
65526;3;1164;1662;29;High Sticking;2
65541;1;405;2090;154;Tripping;2
65541;1;548;2859;9;Slashing;2
65541;2;909;2829;154;Bench;0
65541;3;492;1773;9;Tripping;2
65541;3;693;5951;9;Unsportsmanlike Conduct;2
65496;1;576;2722;18;Hooking;2
65496;2;328;6247;28;Unsportsmanlike Conduct;2
65496;2;365;6095;18;Slashing;2
65496;2;789;1865;28;Hooking;2
65496;3;180;6688;18;Holding;2
65496;3;412;8172;18;Hooking;2
65496;3;787;5519;18;Delay of Game;2
65496;3;787;7609;28;Delay of Game;2
65496;3;884;6247;28;Slashing;2
65496;3;1064;6426;28;Slashing;2
65496;3;1160;6448;18;Holding;2
65502;1;439;2860;26;Hooking;2
65502;2;961;5420;26;Slashing;2
65502;3;177;1210;152;Fighting;5
65502;3;177;6100;26;Fighting;5
65500;1;914;5735;0;Interference;2
65500;1;1158;6994;0;Hooking;2
65500;2;1068;1575;17;Cross-Checking;2
65500;2;1068;1391;0;High Sticking;2
65491;1;958;8173;25;Holding;2
65491;1;1170;5785;25;High Sticking;2
65491;3;493;1761;25;Roughing;2
65554;1;471;1724;8;Holding;2
65554;1;522;1173;31;Tripping;2
65554;1;628;522;8;Cross-Checking;2
65554;1;854;1750;8;Tripping;2
65554;2;78;6216;31;Tripping;2
65554;2;500;5969;8;Hooking;2
65554;2;845;1173;31;Tripping;2
65554;3;179;5969;8;Tripping;2
65554;3;227;1187;8;Slashing;2
65556;1;208;3299;1;Holding;2
65556;2;299;2091;27;Hooking;2
65556;3;186;6226;1;Hooking;2
65556;3;213;5473;27;High Sticking;2
65556;3;386;7613;1;Interference;2
66515;1;715;6434;17;Hooking;2
66515;1;715;6605;2;Slashing;2
66515;2;986;6458;2;Tripping;2
66515;3;108;1821;17;Roughing;2
66515;3;173;6344;2;Slashing;2
66515;3;585;1821;17;Embellishment;2
66515;3;590;7615;2;Unsportsmanlike Conduct;2
66515;3;902;5489;17;Roughing;2
66515;3;902;5182;2;Roughing;2
65506;1;505;6451;25;Hooking;2
65506;1;1045;3598;154;Hooking;2
65506;2;476;3598;154;Holding;2
65506;2;1124;5356;25;Interference;2
65506;3;655;1909;154;High Sticking;2
65506;3;1077;5736;25;Bench;0
65503;1;10;6431;7;Holding;2
65503;1;293;1187;8;Holding;2
65503;1;351;5896;7;Hooking;2
65503;1;1035;5865;7;Tripping;2
65503;2;128;921;7;Roughing;2
65503;2;128;1425;8;Roughing;2
65503;2;1050;5682;8;Tripping;2
65503;3;246;5865;7;Fighting;5
65503;3;246;3440;8;Fighting;5
65570;1;27;5882;21;Slashing;2
65570;1;380;469;21;Tripping;2
65570;1;963;6420;21;Unsportsmanlike Conduct;2
65570;2;851;5882;21;Interference;2
65570;2;910;6322;14;Slashing;2
65570;2;1039;961;21;Interference;2
65570;2;1093;6449;14;Slashing;2
65570;3;645;1073;14;Hooking;2
65512;1;611;6236;23;Fighting;5
65512;1;611;2843;20;Fighting;5
65512;2;879;5912;23;Roughing;2
65512;3;726;6273;20;Unsportsmanlike Conduct;2
65512;3;821;2959;23;Cross-Checking;2
65551;2;59;5444;26;Hooking;2
65551;2;774;5661;26;Roughing;2
65551;3;303;2860;26;Tripping;2
65551;3;567;5591;3;Tripping;2
65551;3;800;6445;26;Tripping;2
65546;1;731;1128;12;Roughing;2
65546;1;1098;6688;18;Hooking;2
65546;3;1170;5891;12;Hooking;2
66589;1;426;6247;28;Interference;2
66589;1;785;5383;2;Tripping;2
66589;1;1057;6247;28;Bench;0
66589;3;214;5859;2;Holding;2
66589;3;246;1999;2;Hooking;2
66589;3;876;82;28;Slashing;2
66589;3;880;7605;2;Hooking;2
66589;3;973;7066;28;Fighting;5
66589;3;973;1763;2;Fighting;5
66589;3;973;1763;2;Misconduct;10
66591;1;215;2846;9;Fighting;5
66591;1;215;5902;152;Fighting;5
66591;1;215;5902;152;Misconduct;10
66591;1;273;512;9;Slashing;2
66591;1;273;1210;152;Cross-Checking;2
66591;1;692;971;152;Hooking;2
66591;2;60;6435;152;Interference;2
66591;2;877;1916;152;Tripping;2
66591;2;889;1773;9;Slashing;2
66591;2;1114;1773;9;Fighting;5
66591;2;1114;1210;152;Fighting;5
66591;2;1114;1210;152;Misconduct;10
66591;3;42;6258;152;Hooking;2
66591;3;691;3412;152;Hooking;2
66593;1;49;5908;8;High Sticking;2
66593;1;82;1429;30;Slashing;2
66593;1;348;1866;30;Cross-Checking;2
66593;1;348;522;8;Cross-Checking;2
66593;2;325;1866;30;Illegal Check To Head;5
66593;2;325;6137;8;Slashing;2
66593;2;526;6432;8;High Sticking;2
66593;2;638;1866;30;Holding;2
66593;3;697;5908;8;Hooking;2
66595;1;335;7026;124;Slashing;2
66595;1;477;3888;10;High Sticking;2
66595;2;198;5533;124;Interference;2
66595;2;390;1415;124;Slashing;2
66595;2;390;6359;10;High Sticking;2
66595;2;746;8171;124;Slashing;2
66597;1;894;6865;1;Illegal Check To Head;5
66597;1;1119;5713;25;Slashing;2
66599;1;42;6466;20;Hooking;2
66599;1;42;6100;26;Slashing;2
66599;1;567;2860;26;Unsportsmanlike Conduct;2
66599;1;624;5905;20;Hooking;2
66599;1;965;2843;20;Roughing;2
66599;1;965;5420;26;High Sticking;2
66599;2;686;2860;26;Interference;2
66599;2;1006;5661;26;Bench;0
66599;2;1117;1152;20;Boarding Major;5
66599;3;112;6445;26;Unsportsmanlike Conduct;2
66599;3;432;2731;20;Tripping;2
66601;1;166;823;12;Holding;2
66601;1;1120;8175;12;High Sticking;2
66601;1;1120;8736;31;High Sticking;2
66601;2;23;5892;31;Slashing;2
66601;2;81;3401;12;Tripping;2
66601;2;394;5384;31;Interference;2
66601;2;420;2017;12;Cross-Checking;2
66601;2;443;1025;31;Hooking;2
66601;2;721;6346;31;Hooking;2
66601;3;365;1128;12;Unsportsmanlike Conduct;2
66601;3;1036;1877;31;Slashing;2
66603;1;350;1432;154;Slashing;2
66603;2;543;2035;29;Holding;2
66603;2;585;2090;154;Hooking;2
66603;2;733;93;29;Holding;2
66603;2;1168;883;154;Interference;2
66603;3;81;946;29;Holding;2
66603;3;374;1404;29;Fighting;5
66603;3;374;1404;29;Misconduct;10
66603;3;374;2829;154;Fighting;5
66603;3;1133;5789;29;Tripping;2
66603;OT1;156;2035;29;Hooking;2
66605;1;429;5422;7;Hooking;2
66605;1;468;1595;7;Tripping;2
66605;1;859;5422;7;Interference;2
66605;2;3;5898;21;Slashing;2
66605;3;962;8185;21;Slashing;2
66605;3;1065;5865;7;Fighting;5
66605;3;1065;469;21;Fighting;5
66607;1;325;1403;23;Interference;2
66607;1;336;6244;0;Holding;2
66607;1;354;1029;0;Cross-Checking;2
66607;1;869;7019;0;Fighting;5
66607;1;869;1867;23;Fighting;5
66607;2;730;1842;0;Hooking;2
66607;2;813;554;0;Interference;2
66609;1;816;2950;17;Hooking;2
66609;1;1091;427;17;High Sticking;2
66609;2;705;6509;17;Holding;2
66609;2;731;1327;18;Interference;2
66609;3;44;340;17;Holding;2
66609;3;150;7071;18;Hooking;2
66611;2;438;1103;27;Bench;0
66611;2;499;8186;19;Tripping;2
66611;2;986;1912;27;Boarding Major;5
66611;2;1032;801;27;Tripping;2
66611;3;97;1912;27;Slashing;2
66611;3;117;8186;19;Holding;2
66611;3;372;513;19;Interference;2
66611;3;698;472;19;High Sticking;2
66613;1;157;6449;14;Tripping;2
66613;1;635;305;14;Interference;2
66613;2;343;6322;14;Tripping;2
66615;1;861;472;19;Hooking;2
66615;2;68;6249;19;Roughing;2
66615;2;718;6361;1;Roughing;2
66615;2;718;5445;19;Roughing;2
66615;3;191;6549;1;Cross-Checking;2
66615;3;191;2766;19;Slashing;2
66615;3;380;6465;1;Tripping;2
66617;1;197;1255;14;Slashing;2
66617;1;522;7617;28;High Sticking;2
66617;1;532;1279;14;Tripping;2
66617;1;793;6459;14;Cross-Checking;2
66617;2;300;5860;28;Hooking;2
66617;2;525;764;14;Roughing;2
66617;2;525;1509;28;Roughing;2
66617;3;137;1113;28;High Sticking Double Minor;4
66617;3;345;305;14;Hooking;2
66619;1;58;1404;29;Fighting;5
66619;1;58;5519;18;Fighting;5
66619;1;746;1069;18;Hooking;2
66619;2;114;93;29;Holding;2
66619;2;613;1817;29;Holding;2
66621;1;20;7067;27;Cross-Checking;2
66621;1;653;6590;27;Tripping;2
66621;1;899;1761;25;High Sticking;2
66621;2;518;1103;27;Slashing;2
66621;2;618;5356;25;High Sticking;2
66621;3;625;1156;27;Roughing;2
66621;3;625;5736;25;Roughing;2
66621;3;1000;6381;27;Fighting;5
66621;3;1000;6279;25;Fighting;5
66623;1;404;5882;21;Tripping;2
66623;1;696;697;12;Roughing;2
66623;1;696;6166;21;Roughing;2
66623;1;945;5498;12;Holding;2
66623;2;1012;5498;12;Fighting;5
66623;2;1012;1375;21;Fighting;5
66625;1;998;6193;20;Interference;2
66625;2;1022;5664;26;Roughing;2
66625;2;1022;473;20;Roughing;2
66625;2;1159;3331;20;Slashing;2
66627;1;15;5509;23;Slashing;2
66627;1;1147;2959;23;Holding;2
66627;2;452;1900;23;Hooking;2
66627;2;806;5509;23;Roughing;2
66627;2;806;5591;3;Roughing;2
66627;3;729;2959;23;Slashing;2
66627;3;1096;739;23;High Sticking;2
66629;1;15;1902;10;Tripping;2
66629;1;15;1724;8;Slashing;2
66629;1;407;5626;10;Tripping;2
66629;1;530;1672;10;Unsportsmanlike Conduct;2
66629;1;548;6432;8;Hooking;2
66629;1;645;6441;10;Hooking;2
66629;1;911;6432;8;Tripping;2
66629;2;206;522;8;High Sticking;2
66629;3;607;1398;10;Holding;2
66631;1;221;1760;9;Unsportsmanlike Conduct;2
66631;1;1032;1025;31;Tripping;2
66631;2;23;5917;9;Fighting;5
66631;2;23;1106;31;Fighting;5
66631;2;595;1173;31;Hooking;2
66631;3;101;5384;31;Tripping;2
66631;3;115;6447;9;Slashing;2
66631;3;344;512;9;Fighting;5
66631;3;344;5892;31;Fighting;5
66631;3;444;2846;9;Hooking;2
66633;1;135;7340;17;Slashing;2
66633;1;902;1210;152;Holding;2
66633;2;9;7340;17;Tripping;2
66633;2;766;7064;152;Hooking;2
66633;2;891;971;152;Hooking;2
66633;3;788;3412;152;Hooking;2
66633;3;852;427;17;Interference;2
66635;1;361;5375;30;Hooking;2
66635;1;394;6433;30;High Sticking;2
66635;2;88;7615;2;Fighting;5
66635;2;88;790;30;Fighting;5
66635;2;107;5730;2;Slashing;2
66635;2;147;5605;30;Hooking;2
66635;2;444;5182;2;Tripping;2
66635;3;199;6458;2;Tripping;2
66635;3;770;1359;2;Holding;2
66635;3;820;6458;2;Roughing;2
66635;3;820;5375;30;Roughing;2
66637;1;202;7608;154;Tripping;2
66637;1;875;5694;154;Slashing;2
66637;1;1030;2826;154;Hooking;2
66637;1;1043;5857;0;Cross-Checking;2
66637;3;12;6172;0;Slashing;2
66637;3;820;6172;0;Hooking;2
66637;3;1008;2826;154;Fighting;5
66637;3;1008;554;0;Fighting;5
66639;1;442;8171;124;Tripping;2
66639;2;699;1212;124;Holding;2
66639;2;822;1832;24;Hooking;2
66639;2;1144;1040;24;Hooking;2
66639;3;821;1212;124;High Sticking;2
66641;1;14;887;19;Tripping;2
66641;1;74;8171;124;Holding;2
66641;1;338;8171;124;Fighting;5
66641;1;338;2766;19;Fighting;5
66641;1;409;5714;19;High Sticking;2
66641;1;585;472;19;Holding;2
66641;1;621;1859;124;Slashing;2
66641;1;621;6249;19;High Sticking;2
66641;1;1198;5494;19;Tripping;2
66641;2;289;1587;19;Tripping;2
66641;2;889;1333;19;Tripping;2
66641;3;399;472;19;Holding;2
66641;3;952;5445;19;Interference;2
66641;3;1052;1415;124;Fighting;5
66641;3;1052;5494;19;Fighting;5
66641;3;1052;5494;19;Misconduct;10
66643;1;255;5664;26;Tripping;2
66643;1;899;1375;21;Fighting;5
66643;1;899;1375;21;Misconduct;10
66643;1;899;5664;26;Fighting;5
66643;1;899;5664;26;Misconduct;10
66645;1;87;2091;27;Hooking;2
66645;2;799;6501;27;Tripping;2
66645;3;102;6360;1;Hooking;2
66647;1;116;6567;7;Holding;2
66647;2;651;1877;31;Slashing;2
66647;3;796;1273;7;Cross-Checking;2
66647;3;796;5772;31;High Sticking;2
66647;3;1180;1877;31;High Sticking;2
66649;1;329;955;18;Unsportsmanlike Conduct;2
66649;1;387;1590;25;Hooking;2
66649;1;484;408;18;Hooking;2
66649;1;897;717;18;Tripping;2
66649;1;897;1590;25;High Sticking;2
66649;2;960;6253;25;Embellishment;2
66649;3;935;6688;18;Tripping;2
66651;1;121;3890;17;Cross-Checking;2
66651;1;612;340;17;Interference;2
66651;2;254;7608;154;Hooking;2
66651;2;1002;6509;17;Unsportsmanlike Conduct;2
66651;3;77;2826;154;Hooking;2
66653;1;354;5900;3;Tripping;2
66653;1;842;3331;20;Holding;2
66653;1;870;6470;3;Tripping;2
66653;1;1145;2843;20;Tripping;2
66653;3;463;6273;20;Roughing;2
66653;3;569;5866;3;High Sticking;2
66653;3;574;6470;3;Hooking;2
66653;3;1061;819;20;High Sticking;2
66655;1;1026;5859;2;Interference;2
66655;3;157;7065;24;Unsportsmanlike Conduct;2
66655;3;194;5538;24;Roughing;2
66655;3;194;5859;2;Roughing;2
66655;3;211;7063;2;Holding;2
66655;3;249;928;24;Roughing;2
66655;3;249;1359;2;Roughing;2
66655;3;455;7065;24;Bench;0
66655;3;673;7615;2;Tripping;2
66657;1;662;7242;152;Slashing;2
66657;1;683;93;29;High Sticking;2
66657;1;683;5901;152;High Sticking;2
66657;1;1162;2035;29;Holding;2
66657;2;787;1404;29;Holding The Stick;2
66657;2;787;1210;152;Slashing;2
66657;2;1042;1024;29;Interference;2
66657;3;517;5869;29;Hooking;2
66657;3;1092;971;152;Interference;2
66659;1;513;790;30;Hooking;2
66659;1;660;3633;30;Fighting;5
66659;1;660;6447;9;Fighting;5
66659;3;423;1429;30;Holding;2
66659;3;443;6433;30;Interference;2
66659;3;1169;6504;30;Tripping;2
66661;1;141;5460;14;Holding;2
66661;1;557;1724;8;Hooking;2
66661;1;958;1255;14;Hooking;2
66661;1;991;5908;8;Tripping;2
66661;2;249;1255;14;Slashing;2
66661;2;1196;522;8;Tripping;2
66661;3;356;867;14;Interference;2
66661;3;400;1750;8;Tripping;2
66663;1;397;7606;0;Tripping;2
66663;2;326;1400;0;Hooking;2
66663;3;186;6359;10;Hooking;2
66663;3;497;5954;10;Hooking;2
66665;1;277;6236;23;Cross-Checking;2
66665;1;352;6399;12;High Sticking;2
66665;1;352;6345;23;High Sticking;2
66665;1;1029;5870;23;Tripping;2
66665;1;1079;5811;23;Slashing;2
66665;2;11;5811;23;Hooking;2
66665;2;39;823;12;Boarding Major;5
66665;2;552;6399;12;Hooking;2
66665;2;552;1900;23;Slashing;2
66665;3;203;697;12;Holding;2
66665;3;1086;697;12;Hooking;2
66667;1;323;5669;24;Hooking;2
66667;1;728;1832;24;Slashing;2
66667;1;863;5736;25;Holding The Stick;2
66667;1;937;6436;24;Bench;0
66667;2;25;6279;25;Hooking;2
66667;2;701;1752;25;Unsportsmanlike Conduct;2
66667;2;1010;6279;25;Slashing;2
66667;2;1010;1832;24;Cross-Checking;2
66667;3;430;966;24;Tripping;2
66669;1;367;1999;2;Interference;2
66669;2;205;7605;2;Cross-Checking;2
66669;3;253;6344;2;Cross-Checking;2
66669;3;771;8181;124;Tripping;2
66671;1;296;5420;26;Cross-Checking;2
66671;1;386;6415;17;Unsportsmanlike Conduct;2
66671;1;739;2950;17;Cross-Checking;2
66671;1;739;6205;26;Slashing;2
66671;2;722;3890;17;Cross-Checking;2
66671;2;722;5864;26;High Sticking;2
66671;3;50;5761;17;Tripping;2
66671;3;102;5420;26;Hooking;2
66671;3;113;215;26;Holding;2
66671;3;484;6445;26;Slashing;2
66671;3;484;3865;17;Roughing;2
66673;1;208;7071;18;High Sticking;2
66673;1;258;5899;10;Hooking;2
66673;3;102;1902;10;Slashing;2
66673;3;687;1398;10;Slashing;2
66673;OT1;270;1327;18;Bench;0
66675;1;340;1404;29;Tripping;2
66675;2;100;1817;29;Slashing;2
66675;2;237;581;29;Hooking;2
66675;2;269;1662;29;Slashing;2
66675;2;269;1106;31;Slashing;2
66675;2;723;6216;31;Interference;2
66675;3;814;771;31;Tripping;2
66677;1;279;8169;1;Hooking;2
66677;2;24;6470;3;Fighting;5
66677;2;24;6012;1;Fighting;5
66677;2;485;6528;1;Hooking;2
66677;3;14;6439;3;High Sticking;2
66677;3;14;6012;1;Slashing;2
66677;3;242;6360;1;Hooking;2
66679;1;168;3633;30;Tripping;2
66679;1;334;5605;30;Hooking;2
66679;1;1106;1866;30;Unsportsmanlike Conduct;2
66679;2;186;5605;30;Tripping;2
66679;2;539;6488;30;Interference;2
66679;2;1016;1576;30;Tripping;2
66679;2;1064;6431;7;Fighting;5
66679;2;1064;6450;30;Fighting;5
66679;2;1122;5896;7;Slashing;2
66679;3;155;6452;7;Fighting;5
66679;3;155;6433;30;Fighting;5
66679;3;454;5441;7;Holding;2
66679;3;668;6504;30;Hooking;2
66679;3;1029;5878;7;Holding;2
66679;3;1084;2730;30;Hooking;2
66681;1;366;6249;19;Hooking;2
66681;1;747;5494;19;Tripping;2
66681;2;459;508;152;Tripping;2
66681;3;39;1333;19;Slashing;2
66681;3;70;5901;152;Interference;2
66681;3;537;7242;152;Tripping;2
66681;3;872;6235;152;Hooking;2
66681;3;978;7242;152;Hooking;2
66683;1;899;6447;9;Tripping;2
66683;2;112;1572;9;Hooking;2
66683;2;915;512;9;High Sticking;2
66683;2;940;1103;27;Tripping;2
66683;3;630;7067;27;Cross-Checking;2
66685;1;671;1165;28;Holding;2
66685;1;671;1841;14;Slashing;2
66685;2;1072;1073;14;Holding;2
66685;3;2;1509;28;Fighting;5
66685;3;2;1509;28;Misconduct;10
66685;3;2;377;14;Fighting;5
66685;3;190;6437;28;Holding The Stick;2
66685;3;487;5460;14;Unsportsmanlike Conduct;2
66687;1;17;5509;23;Tripping;2
66687;1;42;1750;8;Cross-Checking;2
66687;1;150;5509;23;Hooking;2
66687;1;646;6551;23;Tripping;2
66687;1;1100;5509;23;Roughing;2
66687;1;1100;861;8;Roughing;2
66687;1;1119;1724;8;Slashing;2
66687;2;185;1750;8;Cross-Checking;2
66687;3;239;5618;8;Interference;2
66687;3;1084;5858;8;Roughing;2
66689;2;195;1400;0;Interference;2
66689;2;195;819;20;Slashing;2
66689;3;119;949;0;Holding;2
66691;1;188;2829;154;Hooking;2
66691;1;574;3400;154;Slashing;2
66691;1;909;2829;154;Holding;2
66691;1;1033;6420;21;Tripping;2
66691;2;695;7608;154;Tripping;2
66691;2;773;5871;21;Hooking;2
66691;2;1041;6420;21;Holding;2
66691;2;1128;5871;21;Holding;2
66691;3;11;5898;21;Fighting;5
66691;3;11;2826;154;Fighting;5
66691;3;318;2829;154;Holding;2
66691;3;353;2048;21;Fighting;5
66691;3;353;1432;154;Fighting;5
66691;3;548;2053;21;Cross-Checking;2
66691;3;548;883;154;High Sticking;2
66691;3;1169;5584;21;Tripping;2
66693;1;769;3440;8;Hooking;2
66693;3;824;5682;8;Holding;2
66695;1;114;1019;0;Tripping;2
66695;1;288;1400;0;Slashing;2
66695;1;288;803;26;Slashing;2
66695;1;747;554;0;Cross-Checking;2
66695;2;233;5864;26;Fighting;5
66695;2;233;6994;0;Fighting;5
66695;2;233;6994;0;Misconduct;10
66695;2;482;618;0;Tripping;2
66695;2;586;5664;26;Fighting;5
66695;2;586;5664;26;Misconduct;10
66695;2;586;554;0;Fighting;5
66695;2;586;554;0;Misconduct;10
66695;2;614;6445;26;Slashing;2
66695;2;614;618;0;High Sticking;2
66695;3;209;2860;26;Hooking;2
66697;1;29;1902;10;Tripping;2
66697;1;542;5861;7;Fighting;5
66697;1;542;5874;10;Fighting;5
66697;1;1084;1273;7;Cross-Checking;2
66697;2;187;5874;10;Unsportsmanlike Conduct;2
66697;3;740;875;10;Bench;0
66699;1;427;614;31;Unsportsmanlike Conduct;2
66699;1;436;957;31;High Sticking;2
66699;1;470;7615;2;Hooking;2
66699;2;802;1106;31;High Sticking;2
66699;2;802;5182;2;Slashing;2
66699;2;813;5384;31;Interference;2
66699;2;861;6344;2;Hooking;2
66699;3;292;1101;31;Roughing;2
66699;3;292;1763;2;Roughing;2
66699;3;551;5892;31;Interference;2
66699;3;631;7615;2;Holding;2
66701;2;277;300;18;High Sticking;2
66701;2;352;1069;18;Cross-Checking;2
66701;2;692;5868;23;Slashing;2
66701;2;1085;5509;23;Hooking;2
66701;2;1091;5811;23;Slashing;2
66703;2;55;7340;17;High Sticking;2
66703;2;333;2005;3;Holding;2
66703;3;312;340;17;Hooking;2
66703;3;321;6470;3;Boarding Major;5
66705;1;555;748;124;High Sticking;2
66705;1;592;5951;9;Tripping;2
66705;1;730;1572;9;Slashing;2
66705;1;957;1377;124;Roughing;2
66705;1;957;1572;9;Roughing;2
66705;1;984;1393;9;Hooking;2
66705;1;1056;8171;124;Holding;2
66705;2;1049;8181;124;Hooking;2
66705;2;1198;1859;124;Roughing;2
66705;2;1198;2846;9;Roughing;2
