PlayerId;TeamId;FranchiseId;Games Played;Minutes Played;Wins;Losses;OT;Shots Against;Saves;Goals Against;Goals Against Average;Shutouts;Save Percentage;Game Rating
2115;45;1;4;243;2;2;0;90;77;13;3.21;0;.856;55
2116;41;7;3;179;1;2;0;99;86;13;4.35;0;.869;54
2123;8;8;4;239;3;1;0;124;114;10;2.50;1;.919;79
2653;44;30;2;119;1;1;0;47;42;5;2.52;0;.894;58
2664;17;17;3;180;2;1;0;116;108;8;2.66;0;.931;87
2689;10;10;2;111;0;2;0;77;66;11;5.92;0;.857;61
2746;32;23;3;178;2;1;0;82;74;8;2.69;0;.902;65
2756;131;1;4;240;4;0;0;38;37;1;0.25;3;.974;70
2845;36;36;3;185;2;0;1;72;67;5;1.62;1;.931;68
2921;47;47;4;243;2;2;0;117;107;10;2.46;0;.915;74
2965;31;31;1;64;1;0;0;36;34;2;1.85;0;.944;93
3028;41;41;4;244;1;2;1;135;121;14;3.44;0;.896;60
3066;62;19;5;304;3;2;0;173;161;12;2.36;1;.931;80
3251;123;123;2;120;1;1;0;66;61;5;2.50;0;.924;77
3273;25;25;4;241;3;1;0;121;109;12;2.98;0;.901;70
3318;148;30;4;240;3;1;0;118;110;8;2.00;1;.932;79
3319;55;9;4;248;1;2;1;110;101;9;2.18;0;.918;73
3391;32;32;3;156;0;2;0;73;65;8;3.06;0;.890;58
3462;29;29;4;221;1;2;0;155;138;17;4.60;0;.890;68
3513;1;1;3;180;3;0;0;107;100;7;2.33;0;.935;83
3756;12;12;1;60;1;0;0;52;47;5;5.00;0;.904;90
3894;147;147;4;243;3;0;1;59;52;7;1.72;1;.881;60
3898;132;132;4;239;3;1;0;75;69;6;1.51;2;.920;69
3904;140;140;3;185;1;1;1;81;70;11;3.57;0;.864;53
5367;127;127;4;151;0;3;0;155;143;12;4.75;0;.923;71
5385;129;129;3;180;1;1;1;85;74;11;3.66;0;.871;50
5405;145;145;5;304;2;2;1;169;156;13;2.56;0;.923;73
5409;136;136;5;247;1;3;0;257;234;23;5.57;0;.911;71
5423;144;8;6;335;3;2;0;118;105;13;2.33;0;.890;60
5426;149;149;3;132;1;1;0;51;41;10;4.52;0;.804;38
5434;134;134;2;120;0;2;0;83;72;11;5.50;0;.867;48
5454;141;141;2;83;1;1;0;29;22;7;5.02;0;.759;32
5455;140;140;5;299;2;3;0;187;170;17;3.41;0;.909;71
5462;141;141;3;165;0;2;0;86;73;13;4.70;0;.849;43
5481;128;128;5;268;0;4;0;354;329;25;5.59;0;.929;84
5483;151;152;2;125;1;0;1;50;47;3;1.44;0;.940;79
5497;135;135;4;197;0;4;0;148;126;22;6.68;0;.851;48
5522;132;132;1;60;1;0;0;40;37;3;3.00;0;.925;79
5536;131;131;3;178;2;1;0;95;89;6;2.01;0;.937;82
5539;142;23;2;115;0;2;0;105;93;12;6.24;0;.886;69
5541;133;133;2;124;0;1;1;69;65;4;1.93;0;.942;83
5542;147;147;2;101;0;1;0;33;29;4;2.37;0;.879;52
5556;137;137;5;305;4;1;0;111;101;10;1.97;0;.910;63
5576;138;138;3;165;2;1;0;69;65;4;1.45;0;.942;72
5621;139;139;3;163;1;2;0;65;53;12;4.39;0;.815;42
5631;138;138;1;60;1;0;0;14;9;5;5.00;0;.643;17
5673;145;145;3;180;3;0;0;32;27;5;1.67;1;.844;51
5693;130;130;5;253;3;1;0;89;76;13;3.08;2;.854;58
5711;142;23;6;252;2;3;0;128;116;12;2.85;0;.906;67
5723;137;137;3;185;1;1;1;72;65;7;2.27;1;.903;65
5732;146;146;5;172;1;2;0;137;122;15;5.23;0;.891;59
5739;149;149;6;303;1;5;0;242;218;24;4.75;0;.901;68
5740;47;0;2;125;0;1;1;69;61;8;3.84;0;.884;59
5820;56;21;4;224;1;3;0;135;124;11;2.94;1;.919;75
5821;139;139;2;125;1;1;0;92;83;9;4.32;0;.902;66
5872;17;17;4;239;2;2;0;125;115;10;2.50;1;.920;76
5923;40;20;4;238;1;3;0;128;119;9;2.26;0;.930;71
5934;9;9;1;20;0;0;0;9;9;0;0.00;0;1.000;66
5935;2;2;3;147;1;1;0;71;65;6;2.44;0;.915;70
5948;58;24;3;178;0;3;0;92;81;11;3.71;0;.880;58
5949;43;17;5;310;2;2;1;149;131;18;3.48;0;.879;55
5950;152;152;1;51;0;1;0;29;23;6;6.97;0;.793;36
5970;150;150;2;120;2;0;0;41;36;5;2.49;0;.878;59
6161;150;150;3;112;0;1;0;94;83;11;5.84;0;.883;59
6180;136;136;3;180;2;0;1;66;60;6;2.00;1;.909;69
6187;134;134;4;239;3;1;0;71;64;7;1.75;2;.901;66
6283;131;131;2;118;1;1;0;43;38;5;2.53;0;.884;56
6373;114;114;7;425;7;0;0;157;139;18;2.54;1;.885;59
6446;0;0;5;302;3;0;2;159;143;16;3.18;0;.899;74
6491;132;12;2;120;2;0;0;45;45;0;0.00;2;1.000;88
6515;23;23;2;119;0;2;0;70;61;9;4.53;0;.871;64
6527;10;10;2;129;1;0;1;80;74;6;2.79;0;.925;89
6539;127;31;4;240;4;0;0;60;53;7;1.75;0;.883;57
6581;98;98;5;209;0;3;1;129;113;16;4.59;0;.876;54
6603;104;104;4;177;1;2;0;132;115;17;5.74;0;.871;55
6627;100;100;3;175;0;2;1;106;89;17;5.81;0;.840;40
6663;85;85;3;180;3;0;0;50;43;7;2.33;0;.860;49
6683;91;91;5;296;2;3;0;114;96;18;3.64;0;.842;48
6687;87;87;7;363;1;6;0;233;200;33;5.45;0;.858;52
6731;95;95;5;271;2;3;0;169;152;17;3.76;0;.899;71
6804;72;72;4;239;2;2;0;79;71;8;2.01;1;.899;66
6813;83;83;4;240;4;0;0;29;26;3;0.75;2;.897;59
6821;71;71;5;298;2;3;0;197;182;15;3.01;0;.924;76
6824;67;67;7;336;0;6;0;384;343;41;7.31;0;.893;68
6837;73;73;7;284;2;4;0;221;194;27;5.70;0;.878;57
6879;72;72;3;180;2;1;0;44;36;8;2.67;0;.818;40
6905;68;68;3;181;2;0;1;83;74;9;2.98;0;.892;57
6908;111;111;4;197;2;0;1;111;104;7;2.12;0;.937;72
6936;128;128;4;238;2;2;0;106;97;9;2.26;0;.915;63
6937;111;111;4;227;1;3;0;138;118;20;5.28;0;.855;51
6939;69;69;7;405;4;2;0;245;220;25;3.70;0;.898;65
6961;110;110;5;233;2;2;0;138;123;15;3.86;0;.891;64
6967;121;121;5;283;1;4;0;198;175;23;4.86;0;.884;60
6968;115;115;2;115;0;2;0;87;74;13;6.76;0;.851;49
6993;120;120;6;318;3;1;1;154;130;24;4.52;0;.844;42
7003;122;122;3;182;2;1;0;79;72;7;2.30;0;.911;60
7012;109;109;3;180;2;1;0;95;89;6;2.00;1;.937;75
7029;105;105;5;299;4;1;0;158;147;11;2.20;0;.930;73
7075;96;96;6;316;1;4;0;245;214;31;5.87;0;.873;58
7078;99;99;5;248;3;1;0;98;87;11;2.65;0;.888;52
7091;98;98;2;107;1;0;0;65;61;4;2.23;0;.938;77
7115;102;102;4;231;0;4;0;188;167;21;5.43;0;.888;63
7142;85;85;4;240;4;0;0;44;40;4;1.00;2;.909;60
7155;86;86;3;178;1;2;0;106;95;11;3.70;0;.896;65
7163;98;98;4;214;0;3;0;153;129;24;6.73;0;.843;42
7164;86;86;5;251;1;2;1;96;81;15;3.58;0;.844;46
7211;103;103;3;180;3;0;0;66;60;6;2.00;0;.909;63
7218;99;99;3;180;3;0;0;66;60;6;2.00;0;.909;63
7227;99;99;4;240;4;0;0;94;86;8;2.00;0;.915;65
7237;75;75;3;180;3;0;0;77;65;12;4.00;0;.844;49
7269;67;67;4;83;0;1;0;96;81;15;10.81;0;.844;44
7271;82;82;6;317;4;2;0;126;113;13;2.46;1;.897;62
7298;75;75;4;244;4;0;0;73;66;7;1.72;0;.904;60
7302;82;82;2;103;1;0;0;64;57;7;4.07;0;.891;58
7325;83;83;3;180;3;0;0;52;48;4;1.33;1;.923;65
7385;84;84;6;276;0;4;0;253;223;30;6.51;0;.881;56
7389;74;74;4;222;1;3;0;92;79;13;3.50;0;.859;46
7409;70;70;5;300;5;0;0;155;143;12;2.40;0;.923;71
7425;121;121;3;138;1;0;1;74;64;10;4.33;0;.865;48
7435;116;116;3;181;2;1;0;74;64;10;3.30;0;.865;54
7461;115;115;6;311;2;2;1;231;211;20;3.85;0;.913;75
7466;112;112;4;163;1;1;0;106;89;17;6.24;0;.840;41
7512;113;113;5;305;2;2;1;160;144;16;3.15;0;.900;62
7538;109;109;4;249;2;1;1;134;120;14;3.37;0;.896;61
7562;118;118;3;153;1;2;0;99;85;14;5.47;0;.859;47
7596;79;79;1;19;0;1;0;18;14;4;12.48;0;.778;37
7598;65;65;3;162;0;3;0;145;128;17;6.27;0;.883;56
7654;97;97;4;210;2;1;1;130;120;10;2.85;0;.923;65
7666;97;97;4;214;1;2;0;145;127;18;5.04;1;.876;50
7716;89;89;4;202;2;1;0;93;81;12;3.55;0;.871;53
7717;87;87;3;56;0;0;0;41;37;4;4.28;0;.902;52
7735;96;96;3;107;0;2;0;78;64;14;7.83;0;.821;33
7762;102;102;3;173;2;0;0;59;52;7;2.41;0;.881;58
7816;68;68;4;244;3;0;1;106;100;6;1.47;1;.943;74
7840;66;66;3;138;1;0;1;79;71;8;3.46;0;.899;56
7855;84;84;5;143;1;2;0;136;122;14;5.86;0;.897;49
7864;83;83;5;285;1;4;0;212;191;21;4.41;0;.901;68
7899;81;81;5;298;1;4;0;133;116;17;3.42;0;.872;51
7901;79;79;3;181;1;1;1;109;97;12;3.96;0;.890;62
7904;79;79;4;240;3;1;0;93;82;11;2.75;0;.882;59
7908;64;64;4;187;1;2;0;152;136;16;5.12;1;.895;64
7911;65;65;6;262;2;0;2;193;179;14;3.20;0;.927;71
7966;122;122;3;180;3;0;0;78;69;9;3.00;0;.885;58
7993;108;108;5;300;3;2;0;146;129;17;3.40;1;.884;60
8014;105;105;2;119;1;1;0;63;57;6;3.01;0;.905;67
8031;106;106;4;241;4;0;0;74;65;9;2.23;0;.878;58
8037;107;107;2;119;0;2;0;71;61;10;5.04;0;.859;43
8038;108;108;6;256;1;4;0;167;144;23;5.39;0;.862;53
8056;108;108;2;120;2;0;0;54;52;2;1.00;0;.963;77
8057;120;120;2;106;1;1;0;69;57;12;6.78;0;.826;40
8101;92;92;6;320;4;2;0;167;151;16;2.99;1;.904;63
8103;92;92;5;300;5;0;0;127;111;16;3.19;0;.874;57
8104;99;99;2;114;0;2;0;71;58;13;6.83;0;.817;32
8105;102;102;3;179;2;1;0;98;84;14;4.69;0;.857;51
8107;92;92;6;312;3;1;1;199;178;21;4.03;0;.894;63
8108;116;116;4;240;3;1;0;71;58;13;3.25;0;.817;42
8109;107;107;5;303;1;4;0;182;163;19;3.76;0;.896;66
8111;112;112;4;181;1;2;0;106;93;13;4.30;0;.877;55
8113;77;77;4;235;2;1;0;114;96;18;4.59;0;.842;44
8126;104;104;5;252;1;2;1;153;136;17;4.04;0;.889;58
8130;71;71;2;119;1;1;0;49;44;5;2.51;0;.898;63
8132;77;77;4;188;2;2;0;130;116;14;4.45;0;.892;66
8133;76;76;5;206;1;1;1;96;80;16;4.65;0;.833;45
8150;113;113;2;121;0;1;1;67;60;7;3.45;0;.896;64
8154;103;103;2;120;1;1;0;62;54;8;4.00;0;.871;57
8165;88;88;4;186;2;1;0;89;81;8;2.58;0;.910;65
8168;95;95;3;152;1;1;0;89;81;8;3.14;0;.910;62
8220;103;103;4;245;3;0;1;83;70;13;3.17;0;.843;45
8236;101;101;3;173;2;1;0;107;97;10;3.46;0;.907;60
8320;93;93;2;124;0;1;1;57;50;7;3.38;0;.877;50
8322;86;86;4;245;1;2;1;144;125;19;4.65;0;.868;54
8367;70;70;2;119;0;2;0;66;61;5;2.52;0;.924;66
8404;64;64;5;240;0;2;2;136;118;18;4.49;0;.868;53
8420;76;76;4;214;2;2;0;110;97;13;3.64;1;.882;62
8429;73;73;4;135;0;1;0;130;112;18;7.95;0;.862;44
8442;74;74;4;200;3;0;0;75;69;6;1.79;0;.920;58
8450;81;81;2;118;1;1;0;51;47;4;2.02;0;.922;63
8474;63;63;2;120;1;1;0;52;45;7;3.50;0;.865;49
8476;63;63;5;300;2;3;0;153;130;23;4.59;0;.850;42
8493;80;80;3;182;2;0;1;82;74;8;2.63;0;.902;69
8499;78;78;5;210;3;0;0;86;76;10;2.85;0;.884;53
8529;111;111;4;231;2;1;0;105;95;10;2.59;0;.905;62
8549;106;106;3;179;2;1;0;73;62;11;3.68;0;.849;43
8564;110;110;4;184;2;1;0;104;91;13;4.23;0;.875;57
8607;122;122;1;60;0;1;0;37;32;5;5.00;0;.865;53
8614;112;112;5;267;0;3;1;149;132;17;3.82;0;.886;53
8629;118;118;5;235;0;4;0;164;142;22;5.61;0;.866;51
8658;117;117;4;187;2;2;0;117;100;17;5.45;0;.855;49
8685;80;80;4;240;3;1;0;116;101;15;3.75;1;.871;53
8711;78;78;4;212;1;3;0;111;93;18;5.09;1;.838;45
8745;102;102;4;240;4;0;0;117;104;13;3.25;0;.889;56
9226;89;-1;5;216;1;3;0;120;107;13;3.60;1;.892;59
9227;90;-1;5;248;3;2;0;116;100;16;3.87;0;.862;48
